article,output6.xml,DT79.xml
DT79-07087,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-07088,"commune de Sainte-Soline, ","commune de Ste-Soline, "
DT79-07090,"commune de Saint-Maixent, relev. de l’abbaye de S","commune de S            t-Maixent, relev. de l'abbaye de S"
DT79-07097,"commune de Saint-Amand-sur-Sèvre, ","commune de S            t-Amand-sur-Sèvre, "
DT79-07098,"commune de Saint-Georges-de-Noisné, ","commune de S            t-Georges-de-Noisné, "
DT79-07109,commune de Sainte-Gemme.,commune de S            te-Gemme.
DT79-07110,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-07114,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07129,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07134,commune de Saint-Lin.,commune de S            t-Lin.
DT79-07140,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-07150,"commune de Saint-Éanne, en la ","commune de S            t-Éanne, en la "
DT79-07150,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-07153,commune de Sainte-Radegonde-de-Pommiers.,commune de S            te-Radegonde-de-Pommiers.
DT79-07157,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-07158,"commune de Saint-Martin-de-Mâcon 
         ",commune de S            t-Martin-de-Mâcon          
DT79-07162,communes de Saint-Romans-lez-Melle et de Mazières-sur-Béronne.,communes de St-Romans-lez-Melle et de Mazières-sur-Béronne.
DT79-07165,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-07168,"commune de Saint-Georges-de-Noisné, relev. de Danzay, ","commune de S            t-Georges-de-Noisné, relev. de Danzay, "
DT79-07169,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-07171,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07175,commune de Saint-Romans-des-Champs.,commune de S            t-Romans-des-Champs.
DT79-07185,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-07193,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07203,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-07204,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07205,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-07220,"commune de Saint-Mard-la-Lande, ","commune de S            t-Mard-la-Lande, "
DT79-07227,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-07229,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-07230,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07240,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-07259,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-07260,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-07261,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-07262,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-07263,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07275,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07277,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-07283,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-07285,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07289,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-07296,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07300,commune de Bouillé-Saint-Paul ; appartenait à l’abbaye de Chambon au ,commune de Bouillé-S            t-Paul ; appartenait à l'abbaye de Chambon au 
DT79-07307,commune de Saint-Varent.,commune de S            t-Varent.
DT79-07308,"bourg de Saint-Martin, ","bourg de S            t-Martin, "
DT79-07320,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-07324,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-07331,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-07335,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07342,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-07345,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-07356,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-07372,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-07374,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-07379,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-07397,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-07413,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-07414,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-07415,commune de Saint-Germier.,commune de S            t-Germier.
DT79-07417,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-07420,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07422,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-07426,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-07427,"Saint-Generoux, ","St-Généroux, "
DT79-07429,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-07431,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-07434,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-07435,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-07444,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-07445,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-07460,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-07461,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-07462,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-07465,commune de Saint-Varent.,commune de S            t-Varent.
DT79-07469,commune de Saint-Génard.,commune de S            t-Génard.
DT79-07470,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-07471,commune de Saint-Génard.,commune de S            t-Génard.
DT79-07473,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-07481,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-07489,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-07500,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07510,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07518,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-07521,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07532,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07533,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07542,"paroisse de Saint-Pierre de Melle, ","paroisse de St-Pierre de Melle, "
DT79-07556,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-07557,"commune de Saint-Aubin-le-Clou, ","commune de S            t-Aubin-le-Clou, "
DT79-07561,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-07562,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07564,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-07585,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07593,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07601,"commune de Saint-Aubin-le-Clou, ","commune de S            t-Aubin-le-Clou, "
DT79-07602,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-07603,commune de Saint-Lin.,commune de S            t-Lin.
DT79-07604,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07610,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-07611,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07612,"Saint-Maixent, ","St-Maixent, "
DT79-07620,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-07622,"paroisse de Saint-Martin-du-Fouilloux, ","paroisse de S            t-Martin-du-Fouilloux, "
DT79-07627,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07630,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-07632,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-07641,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-07645,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-07648,"commune de Saint-Pierre-de-Missé, ","commune de S            t-Pierre-de-Missé, "
DT79-07649,"commune de Saint-Loup, ","commune de S            t-Loup, "
DT79-07651,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-07672,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07673,commune de Saint-Christophe.,commune de S            t-Christophe.
DT79-07674,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-07675,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-07676,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-07677,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-07678,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-07679,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-07680,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-07697,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-07701,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-07709,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-07710,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-07711,commune de Saint-Rémy.,commune de S            t-Rémy.
DT79-07712,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-07720,commanderie de Saint-Antoine-de-la-Lande en ,commanderie de St-Antoine-de-la-Lande en 
DT79-07721,"commune de la Mothe-Saint-Héraye, dépendant autrefois de la baronnie de la Mothe, ","commune de la Mothe-S            t-Héraye, dépendant autrefois de la baronnie de la Mothe, "
DT79-07722,commune de Saint-Rémy.,commune de S            t-Rémy.
DT79-07731,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07733,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-07742,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-07748,commune de Saint-Varent.,commune de S            t-Varent.
DT79-07749,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-07755,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07762,commune de Saint-Génard.,commune de S            t-Génard.
DT79-07763,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-07764,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-07766,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-07790,"commune de Saint-Éanne, ","commune de S            t-Éanne, "
DT79-07791,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-07792,"commune de Saint-Gelais, ","commune de S            t-Gelais, "
DT79-07793,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-07794,"commune de Saint-Martin-de-Saint-Maixent, ","commune de S            t-Martin-de-St-Maixent, "
DT79-07802,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07803,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07804,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-07806,commune de Saint-Rémy.,commune de S            t-Rémy.
DT79-07807,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-07808,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-07817,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-07818,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07819,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-07826,commune de Saint-Varent.,commune de S            t-Varent.
DT79-07828,"commune de Sainte-Ouenne, ","commune de S            te-Ouenne, "
DT79-07835,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-07837,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-07838,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-07848,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-07849,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-07852,commune de Saint-Cyr-la-Lande.,commune de S            t-Cyr-la-Lande.
DT79-07853,commune de Saint-Loup.,commune de S            t-Loup.
DT79-07860,2e canton de Saint-Maixent.,2e canton de St-Maixent.
DT79-07865,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-07872,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-07876,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-07877,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-07878,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-07884,"commune de Saint-Loup, relev. de la Ronde de Louin, ","commune de S            t-Loup, relev. de la Ronde de Louin, "
DT79-07888,commune de Saint-Denis.,commune de S            t-Denis.
DT79-07889,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-07891,commune de Saint-Médard.,commune de S            t-Médard.
DT79-07892,communes de Saint-Martin et Souvigné ; ,communes de St-Martin et Souvigné ; 
DT79-07896,commune de Saint-Germier.,commune de S            t-Germier.
DT79-07903,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-07906,communes de Saint-Loup et Louin.,communes de St-Loup et Louin.
DT79-07909,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-07912,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-07913,commune de Sainte-Verge ; ,commune de S            te-Verge ; 
DT79-07916,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-07917,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-07920,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-07925,"commune de Saint-Mard-la-Lande, appartenait à la ","commune de S            t-Mard-la-Lande, appartenait à la "
DT79-07925,"commanderie de Saint-Antoine-de-la-Lande, ","commanderie de St-Antoine-de-la-Lande, "
DT79-07928,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-07929,commune de Saint-Génard.,commune de S            t-Génard.
DT79-07943,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-07958,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-07979,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
