 id 	old	new	
26375	Landegueur	Landégueur	
26376	Lanvele	Lanvélé	
26380	Menez ar C’hure	Ménez ar C'huré	
26381	Mezamer	Mézamer	
26384	Moulin de Kergaeric	Moulin de Kergaëric	
26392	Penn ar Menez	Penn ar Ménez	
26398	Pen ar Vale	Pen ar Valé	
26399	Pennaneach	Pennanéach	
26408	Quelers	Quélers	
26417	Saint Leger	Saint Léger	
26418	Sperneger	Spernéger	
26424	Ti Kerneiz	Ti Kernéiz	
26428	Treouarc’h	Tréouarch	
26431	Ty ar Menez	Ty ar Ménez	
26438	Ty Nael	Ty Naël	
26439	Ty Nenez	Ty Nénèz	
26456	Feunteun ar Hoel	Feunteun ar Hoël	
26513	Stangueonic	Stanguéonic	
26522	Moulin l’Abbe	Moulin l'Abbé	
26523	Pen an Neach	Pen an Néach	
26527	Bremilliec	Brémilliec	
26529	Canape (impasse de)	Canapé	
26537	Douric ar Menez	Douric ar Ménez	
26538	Dreon an Ilis	Dréon an Ilis	
26541	Goarem Gueon	Goarem Guéon	
26543	Gorrelen	Gorrélen	
26552	Kerberdouare	Kerberdouaré	
26553	Kerdalae	Kerdalaë	
26557	Kerentree (rue de)	Kerentrée	
26560	Kerguevelen	Kerguévélen	
26567	Kermazeas (- / vian)	Kermazéas (- / vian)	
26568	Kermelennec	Kermélennec	
26573	Keroue (vian / vras)	Keroué (vian / vras)	
26574	Kerseoch	Kerséoch	
26577	Kervannes	Kervannès	
26578	Kervazegan	Kervazégan	
26581	Lande Vallee	Lande Vallée	
26583	Leuquer Gueor (rue)	Leuquer Guéor	
26587	Mejou (rue du)	Méjou	
26588	Mejou Treouguy	Méjou Tréouguy	
26589	Menez (rue du)	Ménez	
26590	Menez ar Bot	Ménez ar Bot	
26591	Menez ar Piquet (rue)	Ménez ar Piquet	
26592	Menez ar Veil	Ménez ar Veil	
26593	Menez Bihan (avenue de)	Ménez Bihan	
26594	Menez Bijigou	Ménez Bijigou	
26595	Menez Kerguz	Ménez Kerguz	
26596	Menez Kerlaouarn	Ménez Kerlaouarn	
26597	Menez Rouz	Ménez Rouz	
26598	Menez Roz	Ménez Roz	
26601	Mogueriou	Moguériou	
26604	Moulin du Sequer	Moulin du Séquer	
26608	Parc Boreden (rue)	Parc Boréden	
26613	Penker (- / coz / nevez) (rue du)	Penker (coz / névez)	Penker, 1541 (RFC)
26620	Poulleac’h	Poulléac'h	
26623	Prat Mine	Prat Miné	
26624	Quelourdec	Quélourdec	Kergouredec, 1540 (RFC)
26630	Sequer (Le) (- / nevez)	Séquer (Le) (- / névez)	
26632	Steven (rue du)	Stéven	
26633	Trebehoret	Trébéhoret	
26634	Treouguy	Tréouguy	
26635	Trevannec	Trévannec	
26647	Maison Carre	Maison Carré	
26656	Coateozen	Coatéozen	
26658	Creach (Le)	Créach	
26659	Creac’h Groas	Créach Groas	
26660	Creach Guen	Créach Guen	
26664	Gorre Minihi (- / bian)	Gorré Minihi (- / bian)	
26676	Kerdelvas (- / nevez)	Kerdelvas (- / névèz)	
26680	Kerhouezel	Kerhouézel	
26686	Kernevez	Kernévèz	
26690	Kerveoc	Kervéoc	
26693	Lehou	Léhou	
26696	Melon	Mélon	
26701	Mesgouez	Mésgouéz	
26704	Mezou	Mézou	
26705	Mezou an Theven	Mézou an Théven	
26706	Mezou Clucarn	Mézou Clucarn	
26707	Mezou Dolvez	Mézou Dolvèz	
26708	Mezou Keroustad	Mézou Keroustad	
26709	Mezou Mezguen	Mézou Mezguen	
26710	Mezou Porsguen	Mézou Porsguen	
26711	Mezou Roc’h ar Billic	Mézou Roc'h ar Billic	
26712	Mezou Sevren	Mézou Sévren	
26713	Mezou Vourch	Mézou Vourch	
26714	Mez Poulmerien	Méz Poulmérien	
26721	Port de Melon	Port de Mélon	
26725	Prat Bihan Gorrequer	Prat Bihan Gorréquer	
26728	Prat Ledan	Prat Lédan	
26731	Radenoc	Radénoc	
26734	Saint Denec	Saint Dénec	
26736	Sevren	Sévren	
26738	Streat an Dreff	Stréat an Dreff	
26739	Streat ar Groas	Stréat ar Groas	
26740	Streat ar Mouzou	Stréat ar Mouzou	
26741	Streat ar Poull	Stréat ar Poull	
26742	Streat Graeoc	Stréat Graeoc	
26743	Streat Groazoc	Stréat Groazoc	
26744	Streat Kerdeven	Stréat Kerdéven	
26748	Cales	Calès	
26753	Gorrekear	Gorrékéar	
26761	Kervezennoc	Kervézennoc	
26783	Mezou Clos	Mézou Clos	
26807	Cap de la Chevre	Cap de la Chèvre	
26809	Lanvaidic	Lanvaïdic	
26810	Roz Lanvaidic	Roz Lanvaïdic	
26811	Roz Lezabannec	Roz Lézabannec	
26822	Couedic (Le)	Couédic (Le)	
26823	Creach (Le)	Créach (Le)	
26824	Creach Goyen	Créach Goyen	
26826	Croissant Kerguelen	Croissant Kerguélen	
26838	Keramblevec	Keramblévec	
26842	Kerdeo	Kerdéo	
26847	Kerguelen	Kerguélen	
26848	Kerguereon	Kerguéréon	
26853	Kerianes	Kerianès	
26856	Kerlaoueret	Kerlaouéret	
26859	Kernevez ( Kerguélen / Questel)	Kernévez	
26866	Kervalehors	Kervaléhors	
26873	Lanvoezec	Lanvoézec	
26875	Menez Pors Bihan	Méné Pors Bihan	
26877	Mouez ar Pin	Mouèz ar Pin	
26882	Musardiere (La)	Musardière (La)	
26883	Pen ar Menez	Pen ar Ménez	
26888	Pinede (La)	Pinède (La)	
26901	Tremebrit	Trémébrit	
26902	Trezent	Trézent	
26913	Menez Kergoff	Ménez Kergoff	
26914	Menez Roz Poas	Ménez Roz Poas	
26929	Crehen	Créhen	
26930	Cremen	Crémen	
26931	Cremenec	Créménec	
26933	Estrevet du	Estrévet Du	
26934	Estrevet Hastel	Estrévet Hastel	
26937	Guernevez	Guernévez	
26940	Kerdelec	Kerdélec	
26942	Kereben	Kerében	
26956	Kerlever	Kerléver	
26957	Kerlez	Kerléz	
26960	Kernoel	Kernoël	
26962	Kerouzegal	Kerouzégal	
26966	Kerscoderien	Kerscodérien	
26977	Landrezec	Landrézec	
26983	Lezau	Lézaü	
26986	Menez (Le)	Ménez (Le)	
26987	Menez Bihan	Ménez Bihan	
26988	Menez Peulven	Ménez Peulven	
26989	Menez Phuez	Ménez Phuéz	
26990	Meot	Méot	
26993	Morve	Morvé	
26994	Moulin de Cremenec	Moulin de Créménec	
26995	Moulin de Kerdelec	Moulin de Kerdélec	
26997	Moulin Tregonguen	Moulin Trégonguen	
26999	Parc an Ale	Parc an Alé	
27010	Pozeoc	Pozéoc	
27013	Runevez	Runévez	
27022	Tregoneter	Trégonéter	
27023	Tregonguen	Trégonguen	
27024	Trozang	Trozang	
27028	Ty Keles	Ty Kélès	
27031	Ty Reo	Ty Réo	
27051	Carriere (La)	Carrière (La)	
27059	Dinves (Le)	Dinvés (Le)	
27062	Goarem ar Vez	Goarem ar Vèz	
27063	Gorrequer	Gorréquer	
27067	Guernevez	Guernévez	
27069	Kerael	Keraël	
27078	Kerdreal	Kerdréal	
27080	Keredec	Kerédec	
27081	Kereven	Keréven	
27085	Kergaouledan	Kergaoulédan	
27095	Keriere	Keriéré	
27101	Kermenez	Kerménez	
27104	Kernaveno	Kernavéno	
27105	Kernes	Kernés	
27111	Kerveoch	Kervéoch	
27124	Lezaouvreguen	Lézaouvréguen	
27129	Menez ar Veil	Ménez ar Veil	
27130	Menez Kervignac	Ménez Kervignac	
27131	Menez Névez Coat Guiler	Ménez Névez Coat Guiler	
27139	Nouelach	Nouélach	
27155	Trefest	Tréfest	
27156	Treotat	Tréotat	
27182	Chaussee du Cosquer (La)	Chaussée du Cosquer (La)	
27183	Chaussee Lanouic	Chaussée Lanouic	
27184	Chenes (Les)	Chênes (Les)	
27185	Clevinec	Clévinec	
27186	Cliperiou	Clipériou	
27202	Freau	Fréau	
27204	Goasgueguen	Goasguéguen	
27212	Helles Bervet	Hellés Bervet	
27213	Hellez Riou	Helléz Riou	
27217	Kerbechec	Kerbéchec	
27225	Kerenor	Kerénor	
27226	Kerever	Keréver	
27231	Kergreac’h	Kergréac'h	
27235	Kerjegu	Kerjégu	
27236	Kerjezequel	Kerjézéquel	
27241	Kernevez	Kernévez	
27261	Lemezec	Lémézec	
27268	Menez Duic	Ménez Duic	
27269	Menez Gollot	Ménez Gollot	
27270	Menez Guen	Ménez Guen	
27271	Menez Kerjegu	Ménez Kerjégu	
27272	Menez Meur	Ménez Meur	
27273	Menez Per	Ménez Per	
27274	Menez Quenecadare	Ménez Quénécadaré	
27275	Menez Trohoat	Ménez Trohoat	
27276	Metairie Neuve	Métairie Neuve	
27298	Quelennec	Quélennec	
27299	Quenecadare	Quénécadaré	
27300	Quenec’h Stephan	Quénec'h Stéphan	
27301	Queneclaou	Quénéclaou	
27302	Quenecue	Quénécué	
27303	Restamenac’h	Restaménac'h	
27304	Restamezec	Restamézec	
27306	Restavelen	Restavélen	
27307	Restherve	Resthervé	
27308	Resthouarn	Resthouarn	
27316	Rozaneac’h	Rozanéac'h	
27319	Saint Guenal	Saint Guénal	
27321	Saint Sebastien	Saint Sébastien	
27329	Toul an Allee	Toul an Allée	
27406	Kerlavenan	Kerlavénan	
27410	Kermalero	Kermaléro	
27411	Kerodeven	Kerodéven	
27415	Kervedan	Kervédan	
27419	Landesquena	Landesquéna	
27420	Lavretal	Lavrétal	
27421	Lezurec	Lézurec	
27435	Saint Theodore	Saint Théodore	
27438	Trez Kermalero	Trèz Kermaléro	
27452	Mene Traon	Méné Traon	
27454	Moulin Kerguerin	Moulin Kerguérin	
27465	Coat Bernes	Coat Bernès	
27469	Cypres (Les)	Cyprés (Les)	
27475	Gouerec (Le)	Gouérec (Le)	
27482	Keredern	Kerédern	
27495	Kergueban	Kerguéban	
27496	Kerguille	Kerguillé	
27498	Kerhael	Kerhaël	
27499	Kerhau	Kerhaü	
27500	Kerheol	Kerhéol	
27505	Keriequel	Keriéquel	
27506	Keriequel ar C’hoat	Keriéquel ar C'hoat	
27513	Kernevez	Kernévez	
27514	Keromnes	Keromnès	
27516	Kerouredan	Kerourédan	
27525	Landrevelen	Landrévélen	
27530	Lesnevez	Lésnévez	
27534	Menez Erven	Ménez Erven	
27535	Mezaudren	Mézaudren	
27540	Moulin de Pont Lez	Moulin de Pont Léz	
27542	Palez ar Roue	Paléz ar Roué	
27547	Pennacreac’h	Pennacréac'h	
27549	Pennevet (- / Laurens / ar Goaer)	Pennévet (- / Laurens / ar Goaër)	
27553	Pont Guevel	Pont Guével	
27554	Pont Lez	Pont Léz	
27561	Trefry	Tréfry	
27569	Ty Jerome (cité de)	Ty Jérôme	
27583	Kerhoel	Kerhoël	
27600	Ty Bouchare	Ty Boucharé	
27606	Bordenen	Bordénen	
27614	Clarte (La)	Clarté (La)	
27627	Creach	Créach	
27628	Creangoff	Créangoff	
27639	Ker Elle	Ker Ellé	
27647	Kereven	Keréven	
27649	Kerfetis	Kerfétis	
27656	Kerhelou	Kerhélou	
27662	Kerlevene	Kerlévéné	
27667	Kermeas	Kerméas	
27681	Kerstang Lehec	Kerstang Léhec	
27685	Kerveo	Kervéo	
27686	Kerviguenic	Kerviguénic	
27689	Land ar Barres	Land ar Barrès	
27691	Land Kermeas	Land Kerméas	
27692	Land Mine	Land Miné	
27693	Land Pont Neo	Land Pont Néo	
27694	Lehec	Léhec	
27696	Luhedec	Luhédec	
27697	Manety	Manéty	
27698	Mine (Le)	Miné (Le)	
27703	Moulin de Kerlevene	Moulin de Kerlévéné	
27704	Moulin de Penquelen	Moulin de Penquélen	
27713	Norvez	Norvèz	
27716	Penquelen	Penquélen	
27717	Petite Metairie (La)	Petite Métairie (La)	
27721	Quelebers	Quéléberrs	
27723	Reneroux	Renéroux	
27725	Restrenot	Restrénot	
27746	Zeolen	Zéolen	
27750	Coste Roz	Costé Roz	
27787	Becharles (avenue de)	Bécharles	
27788	Beg ar Menez (chemin de)	Beg ar Ménez	
27808	Creac’h Al Lan (rue de)	Créac'h al Lan	
27809	Creac’h Cadic (rue de)	Créac'h Cadic	
27810	Creac’h Gwen (boulevard de)	Créac'h Gwen	
27811	Creac’h Haro (chemin de)	Créac'h Haro	
27812	Creac’h Ibil (allée de)	Créac'h Ibil	
27813	Creac’h Maria (rue de)	Créac'h Maria	
27818	Feunteunic ar Lez (rue)	Feunteunic ar Léz	
27819	Foret (rue de la)	Forêt	
27824	Groaz Caer (chemin de)	Groaz Caër	
27825	Guelen (Grand / Petit)	Guélen (Grand / Petit)	
27826	Gueodet (rue du)	Guéodet	
27834	Keraeron (chemin de)	Keraëron	
27835	Keralies (chemin de)	Keraliès	
27846	Kerbieta (chemin de)	Kerbiéta	
27854	Kerdrezec (avenue de)	Kerdrézec	
27857	Kerequellou (chemin de)	Keréquellou	
27863	Kergoat Al Lez (avenue de)	Kergoat al Léz	
27884	Kerlagatu (chemin de)	Kerlaëron	
27887	Kerledan (route de)	Kerlédan	
27888	Kerlezanet (allée de)	Kerlézanet	
27900	Kernenez	Kernénèz	
27901	Kernevez	Kernévez	
27909	Keromnes (rue de)	Keromnès	
27911	Kerrequel (chemin de)	Kerréquel	
27914	Kerroue (chemin de)	Kerroué	
27915	Kersale (allée de)	Kersalé	
27922	Kerveguen (boulevard de)	Kervéguen	
27927	Kervez (chemin de)	Kervéz	
27941	Lesneven (chemin de)	Lesnéven	
27942	Leurgueric (rue de)	Leurguéric	
27943	Lez Steir (chemin de)	Léz Steir	
27944	Lineostic (chemin de)	Linéostic	
27955	Menez Bily	Ménez Bily	
27956	Menez Guen (chemin de)	Ménez Guen	
27957	Menez Lendu (chemin de)	Ménez Lendu	
27962	Mesquereon (chemin de)	Mesquéréon	
27963	Mez ar C’hibou (chemin de)	Méz ar C'hibou	
27985	Park Menez (rue de)	Park Ménez	
27992	Penancreac’h (allée de)	Penancréac'h	
27999	Pichery (rue du)	Pichéry	
28000	Pont Queau (route de)	Pont Quéau	
28003	Porsmelec (chemin de)	Porsmélec	
28005	Prad Kelenn (rue)	Prad kélenn	
28025	Saint Eugene (chemin de)	Saint Eugène	
28028	Saint Herve	Saint Hervé	
28035	Sainte Therese (rue)	Sainte Thérèse	
28052	Toul Al Laer (place ; rue)	Toul al Laër	
28058	Tregont Mab	Trégont Mab	
28059	Treguer	Tréguer	
28060	Treouzon (chemin de)	Tréouzon	
28061	Trepajoux (garenne des)	Trépajoux	
28062	Trequeffelec (allée de)	Tréqueffélec	
28063	Troheir (chemin de)	Trohéir	
28066	Ty Mamm Doue	Ty Mamm Doué	
28071	Verledan (allée de)	Verlédan	
28077	Croissant Kerrequel	Croissant Kerréquel	
28088	Men Benot	Men Bénot	
28090	Menez Prat	Ménez Prat	
28096	Pen Allee Kergonan	Pen Allée Kergonan	
28121	Creac’h Euzen	Créac'h Euzen	
28128	Gourleo	Gourléo	
28139	Kernevez	Kernévez	
28144	Metairie Neuve	Métairie Neuve	
28146	Moulin de Kerbieta	Moulin de Kerbiéta	
28152	Moulin de Trequeffelec	Moulin de Tréqueffélec	
28153	Moulin de Troheir	Moulin de Trohéir	
28163	Ty Carre	Ty Carré	
28167	Ty Parc Kerroue	Ty Parc Kerroué	
28174	Kerneol	Kernéol	
28177	Lezec	Lézec	
28179	Moulin de Treguer	Moulin de Tréguer	
28201	Carnoet	Carnoët	
28204	Coat Dero	Coat Déro	
28205	Coat Kaer	Coat Kaër	
28206	Coat Me	Coat Mé	
28208	Couedic (rue ; impasse du)	Couédic	
28212	Faudelias	Faudélias	
28214	Foret (rue de la)	Forêt	
28216	Gorrequer (rue du)	Gorréquer	
28220	Keranforet	Keranforêt	
28249	Kernegant	Kernégant	
28252	Kernevenas	Kernévénas	
28257	Kerrez	Kerrèz	
28265	Kervaveon	Kervavéon	
28267	Kervez	Kervés	
28274	Lestenarc’h	Lesténarc'h	
28276	Lezardeau (Le)	Lézardeau (Le)	
28282	Lothea	Lothéa	
28283	Maison Brulee (La)	Maison Brûlée (La)	
28284	Maison Forestiere	Maison Forestière	
28286	Metairie de Queblen (La)	Métairie de Québlen (La)	
28330	Trelivalaire	Trélivalaire	
28331	Trevoazec	Trévoazec	
28380	Beg Troel	Beg Troël	
28388	Grenouillere (La)	Grenouillère (La)	
28389	Guernegan	Guernégan	
28390	Gueros	Guéros	
28398	Kerdelec	Kerdélec	
28400	Kerdroue	Kerdroué	
28413	Kerguerou	Kerguérou	
28425	Kervalze	Kervalzé	
28426	Kervaveon	Kervavéon	
28427	Kerveadou	Kervéadou	
28428	Kervegant	Kervégant	
28429	Kervehennec	Kervéhennec	
28430	Kervelen	Kervélen	
28431	Langadoue	Langadoué	
28437	Maneguegan	Manéguégan	
28440	Neveic	Névéic	
28448	Rospernes	Rospernès	
28451	Trebic	Trébic	
28452	Troel	Troël	
28499	Gue Fleuri (Le)	Gué Fleuri (Le)	
28505	Keriezou	Keriézou	
28522	Pen ar Streat	Pen ar Stréat	
28530	Stear (Le)	Stéar (Le)	
28535	Allee (L’) (- / goz)	Allée (L') (- / goz)	
28542	Beg Lanneguy	Beg Lannéguy	
28548	Bodelio	Bodélio	
28549	Bodevez	Bodévèz	
28551	Boueres	Bouérès	
28553	Breharn	Bréharn	
28555	Carneo	Carnéo	
28557	Cherou	Chérou	
28561	Coat Dero	Coat Déro	
28563	Coat Kersegalou	Coat Ségalou	
28565	Coat Melen (- / bihan)	Coat Mélen (- / bihan)	
28570	Croissant Kerleon	Croissant Kerléon	
28580	Gorrelanneguy	Gorrélannéguy	
28581	Gorrequer	Gorréquer	
28583	Gueric (Le)	Guéric (Le)	
28584	Guernez	Guernèz	
28588	Kerael	Keraël	
28592	Kerandreau (Saint-Germain / Loyan)	Kerandréau (Saint-Germain / Loyan)	
28601	Kerbeleg	Kerbéleg	
28602	Kerbelegou	Kerbélégou	
28607	Kerboen	Kerboën	
28616	Kerdesire	Kerdésiré	
28622	Kereol	Keréol	
28623	Kereol Saint Gilles	Keréol Saint Gilles	
28624	Kereonec	Keréonec	
28633	Kergoalabre	Kergoalabré	
28637	Kergraic	Kergraïc	
28640	Kerguenen	Kerguénen	
28650	Kerlaic	Kerlaïc	
28652	Kerleon (- / vian)	Kerléon (- / vian)	
28666	Kerneven (impasse de)	Kernéven	
28667	Kernezet	Kernézet	
28676	Kersegalou	Kerségalou	
28686	Kervegant	Kervégant	
28689	Kervideo	Kervidéo	
28692	Kerzeon	Kerzéon	
28697	Land Trebellec	Land Trébellec	
28699	Langaer	Langaër	
28700	Lanneguy	Lannéguy	
28704	Lijou Moelan	Lijou Moëlan	
28705	Lijou Trebellec	Lijou Trébellec	
28720	Moulin Helou	Moulin Hélou	
28722	Moulin Nezet	Moulin Nézet	
28723	Moulin Trediec	Moulin Trédiec	
28726	Parc Meliner	Parc Méliner	
28737	Penquelen	Penquélen	
28739	Penquerneo	Penquernéo	
28752	Questelan	Questélan	
28760	Rudeval	Rudéval	
28761	Rumerien	Rumérien	
28767	Saint Leger	Saint Léger	
28771	Stang Reo (rue de)	Stang Réo	
28775	Traversiere	Traversière	
28776	Trebellec	Trébellec	
28777	Trediec	Trédiec	
28778	Tremillour	Trémillour	
28779	Tremor	Trémor	
28780	Trocherou	Trochérou	
28783	Ty Névez Guernez	Ty Névez Guernès	
28784	Ty Névez Trediec	Ty Névez Trédiec	
28785	Ty Ru Trediec	Ty Ru Trédiec	
28796	Croissant Crenen	Croissant Crénen	
28849	Sainte Helene	Sainte Hélène	
28858	Coat Dero	Coat Déro	
28861	Creach Miloc	Créach Miloc	
28865	Gorrequer	Gorréquer	
28866	Gorreroch	Gorréroch	
28871	Judee	Judée	
28876	Keraveloc	Keravéloc	
28887	Kernevez (- / coz)	Kernévèz (- / coz)	
28888	Lez (Le)	Léz (le)	
28889	Lez ar Ster	Léz ar Ster	
28890	Lez Elorn	Léz Elorn	
28891	Lez Goarem	Léz Goarem	
28894	Passage du Chateau	Passage du Château	
28907	Tregastel	Trégastel	
28908	Ty Carre	Ty Carré	
28909	Ty Menez	Ty Ménèz	
28910	Valy Cloitre	Valy Cloître	
28911	Valy Névez	Valy Névèz	
28927	Traou Lez	Traou Léz	
28928	Ty ar Steriou	Ty ar Stèriou	
28936	Gouerest (Le)	Gouérest (Le)	
28939	Keravres	Keravrès	
28945	Kerlaer	Kerlaër	
28953	Lez (Le)	Léz (Le)	
28954	Lodoen	Lodoën	
28955	Mechou (Le)	Méchou (Le)	
28956	Mencaer	Mencaër	
28957	Menez Arvel	Ménez Arvel	
28958	Menez Brug (chemin de)	Ménez Brug	
28965	Quelern	Quélern	
28969	Tregoudan	Trégoudan	
28970	Trevarguen	Trévarguen	
28976	Creach Elies	Créach Elès	
28977	Creach Keravel	Créach Keravel	
28986	Kergalzes	Kergalzès	
29000	Moguerou	Moguérou	
29005	Pen ar Creach	Pen ar Créach	
29008	Perennes	Pérennès	
29012	Pors Elenec	Pors Elénec	
29016	Praterou	Pratérou	
29017	Quelen (venelle du)	Quélen	
29022	Roc’h Klehure	Roc'h Kléhuré	
29024	Roc’h Trevigner	Roc'h Trévigner	
29029	Saint Sebastien	Saint Sébastien	
29031	Streat ar Vily	Stréat ar Vily	
29032	Theven ar Rouanes	Théven ar Rouanès	
29043	Creac’h ar Vilin	Créac'h ar Vilin	
29097	Alleguenou	Alléguènou	
29102	Cleguerec	Cléguérec	
29103	Cleguerec Allan	Cléguérec Allan	
29107	Creach Rouz	Créach Rouz	
29110	Foret (La)	Foret (La)	
29113	Golles	Gollès	
29114	Gorre Menez	Gorré Ménez	
29115	Gorre Seillou	Gorré Seillou	
29116	Guernevez	Guernévez	
29119	Kerancleach	Kerancléach	
29120	Kerandre	Kerandré	
29124	Kerbrezel	Kerbrézel	
29131	Kerguelen	Kerguélen	
29137	Kermaze	Kermazé	
29145	Kervenant	Kervénant	
29148	Kervez	Kervéz	
29149	Kervezennec	Kervézennec	
29150	Kervoic	Kervoïc	
29151	Kerziles	Kerzilès	
29159	Nelohan	Nélohan	
29160	Nezard (Le)	Nézard (Le)	
29164	Passage de Terenez (Le)	Passage de Térénèz (Le)	
29172	Porsalez	Porzaléz	
29177	Poulmoic	Poulmoïc	
29193	Stang ar Vezen	Stang ar Vézen	
29196	Terenez	Térénèz	
29206	Ty Caeric	Ty an Caëric	
29213	Christmigeo	Christmigéo	
29214	Cleguerec Camus	Cléguérec Camus	
29240	Parc Gueguen	Parc Guéguen	
29249	Toul ar Hoat Golles	Toul ar Hoat Golléz	
29256	Beg an Allee	Beg an Allée	
29258	Beg ar Menez	Beg ar Ménez	
29261	Berial	Bérial	
29263	Boissiere (Grande- / Petite)	Boissière (Grande / Petite	
29275	Coat Meet	Coat Méet	
29280	Croissant Kerleanou	Croissant Kerléanou	
29281	Croas ar Bleon	Croas ar Bléon	
29282	Croix de Keramprecial	Croix de Keramprécial	
29285	Fougeres (vian / vras)	Fougères (vian / vras)	
29288	Goel	Goël	
29289	Goelet	Goélet	
29290	Gorrequer	Gorréquer	
29297	Keramprecial	Keramprécial	
29300	Kerandemezet	Kerandémézet	
29301	Keranfleach	Keranfléach	
29308	Kerantre (rue)	Kerantré	
29315	Kergredo	Kergrédo	
29321	Kerleanou	Kerléanou	
29322	Kerlegan	Kerlégan	
29326	Kerlue (- / bras)	Kerlué (- / bras)	
29333	Kernevez	Kernévez	
29335	Keroule	Keroulé	
29339	Kerstephan	Kerstéphan	
29341	Kervenal	Kervénal	
29343	Kervez	Kervèz	
29348	Lande Nevars	Lande Névars	
29350	Langouero	Langouéro	
29355	Lenteo	Leintéo	
29359	Minez (impasse du)	Minez	
29363	Moulin de Kerveguen	Moulin de Kervéguen	
29365	Moulin Goel	Moulin Goël	
29369	Nevars (- / bihan / huella / izella)	Névars (/ / bihan / huella / izella)	
29370	Parc an Dueon	Parc an Duéon	
29374	Parc Venarch	Parc Vénarch	
29376	Penbuel	Penbuël	
29387	Pont Verzeres	Pont Verzérès	
29390	Poul ar Streguier	Poul ar Stréguier	
29393	Queledern	Quélédern	
29418	Tremel	Trémel	
29420	Ty Menez Rouz	Ty Ménez Rouz	
29460	Gouenarch	Gouénarch	
29464	Kerguelen	Kerguélen	
29466	Kernevez	Kernévez	
29468	Kerroue	Kerroué	
29475	Menez Bihan	Ménez Bihan	
29483	Perennou	Pérennou	
29485	Pontamoes	Pontamoués	
29491	Rouanteles	Rouantélès	
29498	Ty Andre	Ty André	
29500	Varreguez	Varréguèz	
29502	Bolenat	Bolénat	
29529	Clezever	Clézéver	
29532	Coat Lestremeur (bihan / braz)	Coat Lestrémeur (bihan / braz)	
29534	Creach Uchen	Créach Uchen	
29535	Douric Névez	Douric Névèz	
29547	Kerhalvez	Kerhalvèz	
29550	Kerlaer	Kerlaër	
29553	Kernevez	Kernévèz	
29560	Kerseach	Kerséach	
29567	Mesanstourm	Mésanstourm	
29573	Pen ar Menez	Pen ar Ménèz	
29580	Treguerne	Tréguerné	
29584	Enez Coat	Enèz Coat	
29585	Goaremic	Goarémic	
29587	Guern ar Meal	Guern ar Méal	
29589	Judee (La)	Judée (La)	
29591	Ker Andre	Ker André	
29594	Kerdalaun	Kerdalaün	
29598	Kerherve	Kerhervé	
29603	Kernevez	Kernévèz	
29604	Kernoel	Kernoël	
29605	Kerou	Kérou	
29608	Lesivy	Lésivy	
29610	Malvezan	Malvézan	
29614	Pen Mezen	Pen Mézen	
29616	Penquear	Penquéar	
29617	Pont Mean	Pont Méan	
29618	Porsquelen	Porsquélen	
29624	Rospluen	Rospluën	
29625	Sechouer	Séchouer	
29626	Streat Névez (rue du)	Stréat Névèz	
29627	Streat Zoun (route du)	Stréat Zoun	
29628	Valy Ledan (route du)	Valy Lédan	
29644	Letiez	Létièz	
29651	Croissant de Letiez	Croissant de Létièz	
29657	Beg ar Menez	Beg ar ménez	
29663	Coat an Dreau	Coat an Dréau	
29668	Creac’h Lann	Créac'h Lann	
29669	Creach Veil	Créach Veil	
29674	Dreau	Dréau	
29686	Kerdelec (- / bihan)	Kerdélec (- / bihan)	
29698	Kerleguen	Kerléguen	
29701	Kernevez (- / an Traon)	Kernévez (- / an Traon)	
29711	Lanveron	Lanvéron	
29712	Leingdero	Leingdéro	
29714	Maneric	Manéric	
29715	Meil Dreau	Meil Dréau	
29717	Menez Braz (- / coz / nevez)	Ménez Braz (- / coz / névez)	
29718	Menez Justissou	Ménez Justissou	
29719	Menez Meur (- / bihan / bras)	Ménez Meur (- / bihan / bras)	
29720	Menez Rohou	Ménez Rohou	
29721	Moguerou	Moguérou	
29724	Moustoir (- / nevez)	Moustoir (- / névez)	
29729	Neiz Vran (- / nevez)	Neiz Vran (- / névez)	
29737	Ru d’Allae	Ru d'Allaë	
29747	Ty Broen	Ty Broën	
29752	Veronique (La)	Véronique (La)	
29762	Pont Lanveron	Pont Lanvéron	
29769	Coatrez	Coatréz	
29771	Feunteun Veler	Feunteun Véler	
29772	Garnez (Le)	Garnéz (Le)	
29773	Gouezou (Le)	Gouézou (Le)	
29775	Keravezan	Keravézan	
29777	Kereobret	Keréobret	
29778	Kerfreoc	Kerfréoc	
29785	Kerjezequel	Kerjézéquel	
29792	Metairie de Kergoff	Métairie de Kergoff	
29793	Mez ar C’heff	Méz ar C'heff	
29801	Ravelin	Ravélin	
29804	Rubeterel	Rubétérel	
29807	Ty Mean	Ty Méan	
29820	Beg ar Menez	Beg ar Ménez	
29835	Guernevez ar Hoat	Guernévez ar Hoat	
29868	Moulin du Pre	Moulin du Pré	
29897	Trevarez	Trévarèz	
29903	Menez	Ménez	
29904	Menez Rouz	Ménez Rouz	
29907	Trevoazec	Trévoazec	
29913	Allee (L’)	Allée (L')	
29920	Carrieres de Kermanac’h	Carrières de Kermanac'h	
29926	Coat Queveran	Coat Quévéran	
29940	Haie du (La)	Haie Du (La)	
29946	Kerean	Keréan	
29955	Kerleach	Kerléach	
29956	Kerloic	Kerloïc	
