article_id,vedette,localisationco,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO7-02845,Riquewihr,none,68277,P88104754,DT68-03377,Hunawihr,,canton de Riquewihr,68277,communes_fuzzy,,,,,
PO7-02846,Risset,Allières-et-Risset,38524,,,,,,,nulle,Isère,38,Vif,dpt_fuzzy,     Risset     Isère     con de Vif     cne d Allières et Risset       Rivus Siccus  Sicus  eccl   374 g  379 a  prior  386 b  397 d    
PO7-02847,Rives,none,38337,,,,,,,nulle,Isère,38,none,dpt_exact,     Rives ou Rives sur Fure     Isère     arr  de Saint Marcellin       Ripe  castrum  368 c  Sanctus Valerius  eccl   368 c      Rippe  parrochia  400 a  prior  385 g      Ruppes  prior  396 e    
PO7-02848,Riviere,none,25493,,,,,,,nulle,Doubs,25,Pontarlier,dpt_fuzzy,     Rivière  la      Doubs     con de Pontarlier       Rivière  la   eccl   100 c      La Rivere  eccl   24 g      Riveria  capellanus  64 c    
PO7-02849,Rixheim,none,68278,,,,,,,nulle,Haut-Rhin,68,Habsheim,dpt_exact,     Rixheim     Haut Rhin     con d Habsheim       Richenshein  eccl   155 f      Richeshein  220 g      Richishein  cappellanus  183 a  incuratus  183 a  primissarius  183 a    
PO7-02850,Rixouse,none,39460,,,,,,,nulle,Jura,39,Saint-Claude,dpt_exact,     Rixouse  la      Jura     con de Saint Claude       Laronsouse  eccl   27 h      Rixosa  eccl   75 e    
PO7-02851,Roche,Vif,38545,,,,,,,nulle,Isère,38,Vif,dpt_exact,     Roche  la      Isère     con de Vif     cne de Vif       Ruppes  prior  397 d  prioratus  380 a    
PO7-02852,Roche,none,38339,,,,,,,nulle,Isère,38,la Verpillière,dpt_exact,     Roche     Isère     con de la Verpillière       Rocha  capellanus  282 c      Ruppes  capellanus  290 c    
PO7-02853,Roche,none,25495,,,,,,,nulle,Doubs,25,Marchaux,dpt_fuzzy,     Roche ou Roche les Baupré     Doubs     con de Marchaux       Beata Maria de Rupibus  capellanus  69 f    
PO7-02854,Roche,none,74224,,,,,,,nulle,Haute-Savoie,74,none,dpt_fuzzy,     Roche  la  ou la Roche sur Foron     Haute Savoie     arr  de Bonneville       Rupes  capellanus  311 g      Ruppes  capellanus  329 d  cura  353 k  curatus  344 c  349 f    
PO7-02855,Rochebaudin,none,26268,P72477715,DT26-09688,Roche,bois,commune de la Rochebaudin,26268,communes_fuzzy,,,,,
PO7-02856,Rochebrianne,Beaurières,26040,P53803904,DT26-09698,Rochebrianne,quartier,commune de Beaurières,26040,localisationco_exact,,,,,
PO7-02857,Rochechinard,none,26270,P58687277,DT26-09353,Regardet,quartier,commune de Rochechinard,26270,communes_fuzzy,,,,,
PO7-02858,Roche Glun,none,26271,,,,,,,nulle,Drôme,26,Tain,dpt_exact,     Roche de Glun  la      Drôme     con de Tain       Ruppes de Clivo  capellanus  411 c    
PO7-02859,Rochefort,none,73214,,,,,,,nulle,Savoie,73,Saint-Genix,dpt_exact,     Rochefort     Savoie     con de Saint Genix       Rupes Fortis  capellanus  230 c  Sanctus Blasius  239 c      Ruppes Fortis  capellanus  234 f    
PO7-02860,Rochefort Samson,none,26273,P30711267,DT26-09718,Rochefort,château ruiné et quartier,commune de Rochefort-Samson,26273,communes_fuzzy,,,,,
PO7-02860,Rochefort Samson,none,26273,P21961240,DT26-09667,Rochas,ravin et quartier,commune de Rochefort-Samson,26273,communes_fuzzy,,,,,
PO7-02861,Rochefort Nenon,none,39462,,,,,,,nulle,Jura,39,none,dpt_exact,     Rochefort sur Nenon     Jura     arr  de Dole       Rochefort  eccl   18 d      Rupes fortis  eccl   81 a      Ruppes fortis  capellanus  48 e    
PO7-02862,Rochefourchat,none,26274,,,,,,,nulle,Drôme,26,la Motte-Chalancon,dpt_exact,     Rochefourchat     Drôme     con de la Motte Chalancon       Rochaforcha  Sanctus Johannes  hospitale  420 a      Rupes  Ruppes Furcata  433 f  prior  427 f      Ruppes Forchata  capellanus  430 m    
PO7-02863,Rochejean,none,25494,,,,,,,nulle,Doubs,25,Mouthe,dpt_exact,     Rochejean     Doubs     con de Mouthe       Rocha Johannis  capellanus  62 f      Rupes Joannis  eccl   100 c    
PO7-02864,Roche Clerval,none,25496,,,,,,,nulle,Doubs,25,Clerval,dpt_exact,     Roche lès Clerval     Doubs     con de Clerval       Roches  eccl   35 b      Roches supra Dubium  eccl   99 a      Roiches  capellanus  64 b    
PO7-02865,Rochemaure,none,07191,P68826179,DT07-06224,Fonts Rochemaure,quartier,commune de Rochemaure,07191,communes_fuzzy,,,,,
PO7-02865,Rochemaure,none,07191,P35796764,DT07-12328,Rancure,hameau,commune de Rochemaure,07191,communes_fuzzy,,,,,
PO7-02865,Rochemaure,none,07191,P18116042,DT07-14133,Sceautres,commune,canton de Rochemaure,07191,communes_fuzzy,,,,,
PO7-02865,Rochemaure,none,07191,P45815449,DT07-03677,Chauviere,hameau,commune de Rochemaure,07191,communes_fuzzy,,,,,
PO7-02865,Rochemaure,none,07191,P34907685,DT07-12800,Roche,hameau,commune de Rochemaure,07191,communes_fuzzy,,,,,
PO7-02866,Rochepaule,none,07192,P76516293,DT07-09804,Montchal,mas,commune de Rochepaule,07192,communes_fuzzy,,,,,
PO7-02866,Rochepaule,none,07192,P54252941,DT07-13196,Rouveure,hameau,commune de Rochepaule,07192,communes_fuzzy,,,,,
PO7-02867,Roches,none,25497,,,,,,,nulle,Doubs,25,Hérimoncourt,dpt_fuzzy,     Roches     Doubs     con d Hérimoncourt       Roche  comes  92 d  dominus  97 d      Roches  eccl   34 b  92 f      Ruppes  capellanus  58 g    
PO7-02868,Roche Secret,none,26276,P65355771,DT26-09751,Rocherousse,montagne,commune de Béconne,26276,communes_fuzzy,,,,,
PO7-02868,Roche Secret,none,26276,P06268505,DT26-09690,Roche,hameau,commune de la Roche-Saint-Secret,26276,communes_fuzzy,,,,,
PO7-02868,Roche Secret,none,26276,P51289048,DT26-06372,Licharet,ravin,commune de la Roche-Saint-Secret,26276,communes_fuzzy,,,,,
PO7-02868,Roche Secret,none,26276,P48482244,DT26-09761,Rochers Ors,montagne,commune de la Roche-Saint-Secret,26276,communes_fuzzy,,,,,
PO7-02869,Rochessauve,none,07194,,,,,,,nulle,Ardèche,07,Chomérac,dpt_exact,     Rochessauve     Ardèche     con de Chomérac       Rocchasalva  capellanus  442 c  eccl   442 c      Ruppes Salva  455 g  eccl   449 e    
PO7-02870,Roche Grane,none,26277,,,,,,,nulle,Drôme,26,Crest,dpt_exact,     Roche sur Grane  la      Drôme     con de Crest       Rocha  capellanus  413 b    
PO7-02871,Roche Linotte et Sorans Cordiers,none,70449,,,,,,,nulle,Haute-Saône,70,Montbozon,dpt_exact,     Roche sur Linotte et Sorans les Cordiers     Haute Saône     con de Montbozon       Roches  eccl   89 e      Ruppes  capellanus  56 c    
PO7-02872,Rochetoirin,none,38341,,,,,,,nulle,Isère,38,la Tour-du-Pin,dpt_exact,     Rochetoirin     Isère     con de la Tour du Pin       Ruppes  capellanus  284 e  291 e      Toyrin  capellanus  291 e    
PO7-02873,Rochette,none,73215,,,,,,,nulle,Savoie,73,none,dpt_exact,     Rochette  la      Savoie     arr  de Chambéry       Rupecula  capellanus  461 e      Ruppecula  curatus  467 e  prebenda  464 c    
PO7-02874,Rocles,none,07196,P63226520,DT07-13788,Regis,chapelle,commune de Rocles,07196,communes_fuzzy,,,,,
PO7-02874,Rocles,none,07196,P15013466,DT07-12466,Regors,mas,commune de Rocles,07196,communes_fuzzy,,,,,
PO7-02875,Roderen,none,68279,P25506867,DT68-06615,Rothgebenn,,commune de Roderen (canton de Ribeauvillé),68279,communes_fuzzy,,,,,
PO7-02876,Rodern,none,68280,,,,,,,nulle,Haut-Rhin,68,Ribeauvillé,dpt_exact,     Rodern     Haut Rhin     con de Ribeauvillé       Rodern  204 a  215 d  primissarius  159 a  vicarius  159 a    
PO7-02878,Roedersdorff,none,68259,,,,,,,nulle,Haut-Rhin,68,Ferrette,dpt_fuzzy,     Rœdersdorff     Haut Rhin     con de Ferrette       Ratolsdorf  153 d    
PO7-02881,Roggenhouse,none,68281,,,,,,,nulle,Haut-Rhin,68,Ensisheim,dpt_exact,     Roggenhouse     Haut Rhin     con d Ensisheim       Roggenhusen  207 f      Rogkenhusen  vicarius  174 b    
PO7-02882,Rognaix,none,73216,,,,,,,nulle,Savoie,73,Albertville,dpt_exact,     Rognaix     Savoie     con d Albertville       Rognay  eccl   248 f    
PO7-02885,Rohrschwihr,none,68285,,,,,,,nulle,Haut-Rhin,68,Ribeauvillé,dpt_fuzzy,     Rohrschwihr     Haut Rhin     con de Ribeauvillé       Ravelier  eccl   154 c      Rorswilr  215 d  primissarius  159 a  vicarius  159 a      Roswilir  204 a    
PO7-02886,Roiffieux,none,07197,P83090137,DT07-12917,Rochessieux,hameau,commune de Roiffieux,07197,communes_fuzzy,,,,,
PO7-02886,Roiffieux,none,07197,P44097452,DT07-02151,Brogieux,château,commune de Roiffieux,07197,communes_fuzzy,,,,,
PO7-02887,Roissard,none,38342,,,,,,,nulle,Isère,38,Monestier-de-Clermont,dpt_exact,     Roissard     Isère     con de Monestier de Clermont       Roysanis  433 a  capellanus  427 a      Royssas  eccl   416 b  rector  416 b    
PO7-02888,Roizey,none,42191,P51584453,DT42-10363,Rivory,hameau,commune de Roisey,42191,communes_fuzzy,,,,,
PO7-02889,Rokhausen,Hunawihr,68147,,,,,,,nulle,Haut-Rhin,68,Ribeauvillé,dpt_exact,     Rokhausen     Haut Rhin     con de Ribeauvillé     cne d Hunawihr       Bockenhusen  215 d      Regkenhusen  rector  160 b  vicarius  160 b      Rethenhusen  eccl   146 a      Roggenhusen  205 a    
PO7-02890,Romagnieu,none,38343,,,,,,,nulle,Isère,38,Pont-de-Beauvoisin,dpt_exact,     Romagnieu     Isère     con du Pont de Beauvoisin       Romaigneu  Sanctus Chrystophorus  240 c      Romanniey  capellanus  230 g    
PO7-02892,Romans Isere,none,26281,P48933977,DT26-08788,Pomaresse,ferme,commune de Romans,26281,communes_fuzzy,,,,,
PO7-02892,Romans Isere,none,26281,P58502431,DT26-08853,Pont Romans,pont,communes de Romans et du Bourg-de-Péage,26281,communes_fuzzy,,,,,
PO7-02892,Romans Isere,none,26281,P16812296,DT26-10501,Paul Romans,commune,canton de Romans,26281,communes_fuzzy,,,,,
PO7-02892,Romans Isere,none,26281,P00931855,DT26-10574,Romain,,Romans,26281,communes_fuzzy,,,,,
PO7-02893,Romeyer,none,26282,P15014978,DT26-09984,Rouveyre,quartier,commune de Romeyer,26282,communes_fuzzy,,,,,
PO7-02893,Romeyer,none,26282,P78922844,DT26-11173,Serre Reynier,montagne et quartier,commune de Romeyer,26282,communes_fuzzy,,,,,
PO7-02895,Rompon,none,07198,,,,,,,nulle,Ardèche,07,la Voulte-sur-Rhône,dpt_exact,     Rompon     Ardèche     con de la Voulte sur Rhône       Rompo  456 a      Rompo Vetus  eccl   442 e      Rumpo  sacrista  450 h      Ruppeo  prior  450 f      Ruppo Vetus  eccl   448 f    
PO7-02896,Ronchamp,none,70451,,,,,,,nulle,Haute-Saône,70,Champagney,dpt_exact,     Ronchamp     Haute Saône     con de Champagney       Ronchamps  eccl   94 e      Ronchams  eccl   22 f      Rotondus Campus  capellanus  60 a    
PO7-02897,Ronchaux,none,25500,,,,,,,nulle,Doubs,25,Quingey,dpt_exact,     Ronchaux     Doubs     con de Quingey       Rocha  eccl   15 f      Ronchault  capellanus  42 e  eccl   73 b      Ronchaulx  eccl   66 a  prebenda  4 d  66 a  80 d      Ronchax  prebenda  37 b      Ronjat  prebenda  3 b    
PO7-02898,Rosey,none,70452,,,,,,,nulle,Haute-Saône,70,Scey-sur-Saône,dpt_exact,     Rosey     Haute Saône     con de Scey sur Saône       Proeses  eccl   19 h      Roseix  capellanus  51 c  prior  51 c      Rosey  eccl   84 e  prior  84 d      Rosiers  d   19 g    
PO7-02899,Rosieres,none,07199,P01622724,DT07-13122,Roure,hameau,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P24228648,DT07-07578,Imouleyres,mas,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P89648644,DT07-15033,Tourels,hameau,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P16613377,DT07-15307,Tuilerie,hameau,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P54532120,DT07-15644,Vernades,hameau,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P48119975,DT07-12386,Ravetiere,quartier,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02899,Rosieres,none,07199,P89488497,DT07-09470,Mercoire,mas,commune de Rosières,07199,communes_fuzzy,,,,,
PO7-02900,Rosieres,Montigny-lès-Arsures,39355,,,,,,,nulle,Jura,39,Arbois,dpt_exact,     Rosières     Jura     con d Arbois     cne de Montigny lès Arsures       Roserie  abbas  41 a  71 d  abbatia  26 b    
PO7-02901,Rosieres Mance,none,70454,,,,,,,nulle,Haute-Saône,70,Vitrey,dpt_exact,     Rosières sur Mance     Haute Saône     con de Vitrey       Roseres  eccl   20 e      Roserie  capellanus  52 g      Rosieres  eccl   88 c    
PO7-02902,Rossburn,Fulleren,68100,P38667568,DT68-06573,Rossburn,village détruit,commune de Fülleren,68100,localisationco_exact,,,,,
PO7-02903,Rossillon,none,01329,P08708226,DT01-04800,Foret Rossillon,forêt,commune de Rossillon,01329,communes_fuzzy,,,,,
PO7-02905,Rotherens,none,73217,,,,,,,nulle,Savoie,73,la Rochette,dpt_exact,     Rotherens     Savoie     con de la Rochette       Rothoners  capellanus  461 e      Rotonens  curatus  468 a    
PO7-02906,Rothonay,none,39468,,,,,,,nulle,Jura,39,Orgelet,dpt_exact,     Rothonay     Jura     con d Orgelet       Rotenay  eccl   16 g      Rothenay  capellanus  43 e  eccl   74 d    
PO7-02907,Rottier,none,26283,,,,,,,nulle,Drôme,26,la Motte-Chalancon,dpt_exact,     Rottier     Drôme     con de la Motte Chalancon       Reorterium  capellanus  416 d      Riorterium  capellanus  428 b    
PO7-02908,Rouac,Marcieu,38217,,,,,,,nulle,Isère,38,la Mure,dpt_exact,     Rouac     Isère     con de la Mure     cne de Marcieu       Roac  capellanus  381 e  393 g      Roach  eccl   372 g      Roacum  Sanctus Christofforus  eccl   399 c      Roag  eccl   379 b    
PO7-02909,Rouffach,none,68287,,,,,,,nulle,Haut-Rhin,68,none,dpt_exact,     Rouffach     Haut Rhin     arr  de Guebwiller       Rubiacensis  prior  148 b      Rubiacum  capellani  169 a  eccl   155 e  hospitale  169 a  rector  169 a  Sanctus Spiritus  172 b  Sanctus Valentinus  prior  172 b  vicarius  169 a      Rufach  206 a  217 a  226 a    
PO7-02910,Rougegoutte,none,90088,,,,,,,nulle,territoire de Belfort,none,Giromagny,nodpt_fuzzy,     Rougegoutte     territoire de Belfort     con de Giromagny       Rogegote  eccl   29 c      Rougegoutte  eccl   95 a      Rubea Guta  capellanus  60 c    
PO7-02911,Rougemont,none,25505,,,,,,,nulle,Doubs,25,none,dpt_exact,     Rougemont     Doubs     arr  de Baume les Dames       Rougemont  eccl   95 f      Rubeus Mons  capellanus  60 e  decanatus  23  29  35  60 61  66 a  67 a  95 97  eccl   23 f    
PO7-02912,Rougemont,none,90089,P99270854,DT68-00762,Bourdon,ruisseau et ferme,commune de Rougemont,90089,communes_fuzzy,,,,,
PO7-02914,Roulans,none,25508,,,,,,,nulle,Doubs,25,none,dpt_exact,     Roulans     Doubs     arr  de Baume les Dames       Rolans  eccl   30 d      Roulans  capellanus  39 h  eccl   70 d    
PO7-02915,Rouret,Grospierres,07101,P95825602,DT07-13133,Rouret,hameau,commune de Grospierres,07101,localisationco_exact,,,,,
PO7-02916,Rousset,none,26285,P94198924,DT26-09988,Rouviere,quartier,commune de Rousset,26285,communes_fuzzy,,,,,
PO7-02917,Roussillon,none,38344,,,,,,,nulle,Isère,38,none,dpt_exact,     Roussillon     Isère     arr  de Vienne       Rossilio  capellanus  295 f      Rossillis  capellanus  280 a    
PO7-02918,Rovon,none,38345,,,,,,,nulle,Isère,38,Vinay,dpt_exact,     Rovon     Isère     con de Vinay       Revo  capellanus  398 d      Rovo  eccl   375 f      Rovons  capellanus  390 a    
PO7-02919,Roy,Bellegarde-Poussieu,38037,,,,,,,nulle,Isère,38,Beaurepaire,dpt_exact,     Roy  le      Isère     con de Beaurepaire     cne de Bellegarde Poussieu       Roys  capellanus  286 b    
PO7-02920,Royans,none,NO,,,,,,,nulle,none,none,none,nodpt_fuzzy,     Royans  le      pays        Roianis  archipresbiteratus  403 a b      Roianum  390 c  archipresbiteratus  406 a      Royanis  428 f  archipresbiteratus  410 b d  411 a d      Royanum  386 c    
PO7-02921,Royas,Saint-Laurent-du-Pape,07261,P02824755,DT07-13257,Royas,hameau,commune de Saint-Laurent-du-Pape,07261,localisationco_exact,,,,,
PO7-02922,Royas,none,38346,,,,,,,nulle,Isère,38,Saint-Jean-de-Bournay,dpt_exact,     Royas     Isère     con de Saint Jean de Bournay       Royas  capellanus  285 d  290 h    
PO7-02923,Roybon,none,38347,,,,,,,nulle,Isère,38,none,dpt_exact,     Roybon     Isère     arr  de Saint Marcellin       Villa Nova Roybonis  capellanus  298 h    
PO7-02924,Roye,none,70455,,,,,,,nulle,Haute-Saône,70,Lure,dpt_exact,     Roye     Haute Saône     con de Lure       Ro  eccl   22 f      Roa  22 var  d      Rohe  capellanus  60 b      Ros  22 var  d      Roye  eccl   94 var  b    
PO7-02925,Roynac,none,26287,,,,,,,nulle,Drôme,26,Crest,dpt_exact,     Roynac     Drôme     con de Crest       Roenac  prior  402 d      Royniacum  capellani  413 c  Beata Maria Poeti  prior  412 e  Sanctus Privatus  prior  412 c    
PO7-02926,Ruderbach,none,68288,P73098629,DT68-08892,Wildenbach,ruisseau,,68288,communes_fuzzy,,,,,
PO7-02926,Ruderbach,none,68288,P40750492,DT68-06673,Ruederbach,ruisseau,commune de Ruederbach,68288,communes_fuzzy,,,,,
PO7-02926,Ruderbach,none,68288,P92341490,DT68-03255,Holderacker,maisons,village de Ruederbach,68288,communes_fuzzy,,,,,
PO7-02929,Ruelisheim,none,68289,,,,,,,nulle,Haut-Rhin,68,Habsheim,dpt_exact,     Ruelisheim     Haut Rhin     con de Habsheim       Rulishein  206 f  217 e  rector  148 c  170 b  vicarius  170 b    
PO7-02930,Ruestenhart,none,68290,,,,,,,nulle,Haut-Rhin,68,Ensisheim,dpt_fuzzy,     Ruestenhart     Haut Rhin     con d Ensisheim       Ruchshein  207 f  cappellanus  174 a  domini  170 b  vicarius  174 a    
PO7-02933,Ruffey,none,25510,,,,,,,nulle,Doubs,25,Audeux,dpt_fuzzy,     Ruffey     Doubs     con d Audeux       Ruffeyum  capellanus  50 h  eccl   83 b    
PO7-02934,Ruffey,none,39471,,,,,,,nulle,Jura,39,Bletterans,dpt_fuzzy,     Ruffey     Jura     con de Bletterans       Reffeyum  prior  45 a      Reufey  eccl   16 h      Rufeium  p   35 d      Ruffey  prior  76 c      Ruffeyum  capellanus  45 c  eccl   78 a  prior  78 a      Ruffie  prior  241 c    
PO7-02935,Ruffieu,none,01330,,,,,,,nulle,Ain,01,Champagne,dpt_exact,     Ruffieu     Ain     con de Champagne       Ruffieu  curatus  337 g      Ruffiou  capellanus  307 h      Ruphiou  capellanus  326 c    
PO7-02936,Ruffieu,Nicolas-Vermelle,38276,,,,,,,nulle,Isère,38,Bourgoin,dpt_fuzzy,     Ruffieu     Isère     con de Bourgoin     cne de Nicolas Vermelle       Royfeu  capellanus  285 b    
PO7-02937,Ruffieux,none,73218,,,,,,,nulle,Savoie,73,none,dpt_exact,     Ruffieux     Savoie     arr  de Chambéry       Ruffeu  capellanus  307 e      Ruffion  curatus  337 f      Ruphiou in Choutagnia  capellanus  326 b    
PO7-02939,Rumersheim,none,68291,,,,,,,nulle,Haut-Rhin,68,Ensisheim,dpt_exact,     Rumersheim le Haut     Haut Rhin     con d Ensisheim       Ramershein  207 b      Rumershein  218 b  eccl   154 j  rector  172 d  vicarius  172 d    
PO7-02940,Rumilly,none,74225,,,,,,,nulle,Haute-Savoie,74,none,dpt_exact,     Rumilly     Haute Savoie     arr  d Annecy       Rumillacum  decanatus  358 b      Rumiller  cura  358 b  decanatus  352  357 a b      Rumiliacum  Rumilliacum  capellanus  318 c  curatus  340 b  decanatus  306 307  314  318  324 325  340 341  decanus  305 b  364  prior  317 c  324 g  363      Rumillie  prior  346 e      Rumilly  decanus  334 b  Elemosina  prior  346 h    
PO7-02941,Ruoms,none,07201,,,,,,,nulle,Ardèche,07,Vallon,dpt_exact,     Ruoms     Ardèche     con de Vallon       Riomi  eccl   440 f      Rioni  prioratus  446 e      Ruomi  454 a  capellanus  447 c      Rixomi  prior  448 b    
PO7-02942,Rupt Saone,none,70457,,,,,,,nulle,Haute-Saône,70,Scey-sur-Saône,dpt_exact,     Rupt sur Saône     Haute Saône     con de Scey sur Saône       Rupt  85 f  capella  85 b  dominus  85 b  91 d  eccl   85 b      Ruth  52 b  capellanus  52 c    
PO7-02943,Rurey,none,25511,,,,,,,nulle,Doubs,25,Quingey,dpt_exact,     Rurey     Doubs     con de Quingey       Riure  eccl   24 f      Roire  9 var  a      Roiri  9 a      Rurey  capellanus  63 c  eccl   100 a    
PO7-02945,Ruy,none,38348,,,,,,,nulle,Isère,38,Bourgoin,dpt_exact,     Ruy     Isère     con de Bourgoin       Roy  capellanus  274 g      Ruel  capellanus  283 a      Ruy  capellanus  291 e    
PO7-02946,Sablieres,none,07202,P37766588,DT07-05637,Fabre,mas,commune de Sablières,07202,communes_fuzzy,,,,,
