Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT43-07049,"Prade (La),",ruisseau,"
Charbonnière
",non,"
ruisseau, prend naissance à 
Charbonnière
, commune de Saint-Étienne-près-Allègre, arrose les communes de Chassagnes et de Paulhaguet et se jette dans la Senouire au sud-ouest de Censac."
DT43-00090,"Alzon (L’),",affluent,"
Chauvel
",non,"
affluent du Panis à 
Chauvel
, commune de Croisance."
DT43-04613,"Hiverts (Les),",affluent,"
Chazalet
",non,"
affluent du Ramel à 
Chazalet
, commune d’Yssingeaux, prend sa source au nord de Raucoules, commune de Queyrières."
DT43-06675,"Pierre de Saint-Georges,",,"
Coste-de-Palhaire
",non,"à la 
Coste-de-Palhaire
, commune de Saint-Étienne-Lardeyrol."
DT43-07611,"Roche-de-Couteaux (La),",domaine,"
Couteaux
",non,"
domaine à 
Couteaux
, commune de Lantriac."
DT43-06950,"Pouget (Le),",quartier,"
Cros-Pouget
",non,"
quartier du 
Cros-Pouget
, commune de Landos."
DT43-08074,"Saint-Pierre (Mas-),",,"
Dolaison
",non,"à 
Dolaison
, commune de Saint-Christophe-sur-Dolaison."
DT43-02100,"Chassaigne (La),",château détruit,"
Duminiac
",non,"
château détruit, à 
Duminiac
, commune de Céaux-d’Allègre."
DT43-05750,"Mondasse,",domaine,"
Fix-Bas
",non,"
domaine, à 
Fix-Bas
, commune de Fix-Saint-Geneys."
DT43-06744,"Pionnier (Le),",affluent,"
Flaghac
",non,"
affluent de la Lidène à 
Flaghac
, commune de Salzuit."
DT43-04001,"Fressange-Bas,",quartier,"
Fressange-Haut
",non,"
quartier de 
Fressange-Haut
, commune de Vazeilles-Limandres."
DT43-00929,"Blaizat (Le),",affluent,"
Gagne
",non,"
affluent du Morange à 
Gagne
, communes de Saint-Éble et de Mazeyrat-Chrispinhac."
DT43-06925,"Popisse (Ravin-de-la),",affluent,"
Granges
",non,"
affluent de la Dège aux 
Granges
, commune de Pébrac."
DT43-05216,"Malemont (Razas-de-),",affluent,"
Grazengheon
",non,"
affluent de la Ramade à 
Grazengheon
, commune d’Aubazac."
DT43-06349,"Ourzie (L’),",ruisseau,"
Herm
",non,"
ruisseau qui prend sa source à l’
Herm
, commune de Cayres, et se jette dans la Loire au-dessous de la Baume, commune de Solignac-sur-Loire."
DT43-00260,"Audon (L’),",ruisseau,"
Jalasset
",non,"
ruisseau qui prend naissance à 
Jalasset
, commune de Bains, passe à Vourzac et se jette dans la Borne vis-à-vis des Estreys, commune de Polignac."
DT43-04741,"Jonchères (Ravin-de-),",affluent,"
Jonchères
",non,"
affluent de l’Allier à 
Jonchères
, commune de Rauret."
DT43-00573,"Bastarsonne (La),",affluent,"
Lomenède
",non,"
affluent de l’Allier à 
Lomenède
, commune de Villeneuve-d’Allier."
DT43-05642,"Métairie-Basse (La),",maison isolée,"
Lubière
",non,"
maison isolée, à 
Lubière
, commune de Vergongheon."
DT43-04529,"Guède (Ravin-de-la-),",affluent,"
Lugeac
",non,"
affluent du Céroux à 
Lugeac
, commune de Saint-Just-près-Brioude."
DT43-06683,"Pierres de Saint-Martin,",,"
Malavas
",non,"à 
Malavas
, commune de Saint-Quintin-Chaspinhac."
DT43-05311,"Mans-Bas,",quartier,"
Mans-Haut
",non,"
quartier de 
Mans-Haut
, commune de Roche-en-Régnier."
DT43-06251,"Notre-Dame-de-la-Grâce,",chapelle,"
Marcet
",non,"
chapelle, au 
Marcet
, commune de Salzuit."
DT43-07402,"Rialle (La),",affluent,"
Maux
",non,"
affluent de la Loire à 
Maux
, commune de Beaulieu."
DT43-08194,"Sarrazins (Caves-des-),",,"
Mazeyrac
",non,"à 
Mazeyrac
, commune de Beaulieu."
DT43-06365,"Paillou (Moulin-de-),",moulin détruit,"
Meymac
",non,"
moulin détruit, à 
Meymac
, commune du Monastier."
DT43-05671,"Mézenc (Le),",château détruit,"
Mézenc
",non,"
château détruit, sur les Dents du 
Mézenc
, commune de Chaudeyrolles."
DT43-09214,"Vio-Merchadeyre (La),",route,"
Monistrol-d’Allier
",non,"
route de Saint-Privat à 
Monistrol-d’Allier
."
DT43-02357,"Cheisse (La),",ruisseau,"
Montbonnet
",non,"
ruisseau qui prend sa source à 
Montbonnet
, commune de Bains, passe à Ceyssac et se jette dans la Borne, vis-à-vis Cormail, commune d’Espaly-Saint-Marcel."
DT43-02475,"Chomette (La),",affluent,"
Montgon
",non,"
affluent de la Violette à 
Montgon
, communes d’Espalem et de Grenier-Montgon."
DT43-00519,"Barnus (La),",pagésie,"
Montmoirac
",non,"
pagésie à 
Montmoirac
, commune d’Autrac."
DT43-04949,"Ledevin (Le),",affluent,"
Moulin-Galien
",non,"
affluent du Chambeyron au 
Moulin-Galien
, commune de Saint-Pierre-Duchamp."
DT43-05248,"Malouteyre (La),",lieu détruit,"
Navogne
",non,"
lieu détruit à 
Navogne
, commune de Bas."
DT43-01860,"Champ-Dolent,",lieu dit,"
Pannessac
",non,"
lieu dit, entre la porte 
Pannessac
 et Ronzon ? au Puy."
DT43-06975,"Pourrat (Le),",affluent,"
Perrière
",non,"
affluent du Clavas à 
Perrière
, commune de Riotord."
DT43-06672,"Pières-Haut,",quartier,"
Pières-Bas
",non,"
quartier de 
Pières-Bas
, commune de Chamalières."
DT43-02117,"Chastan (Le),",ruisseau,"
Pin
",non,"
ruisseau, prend sa source au 
Pin
, commune de Saint-Hilaire, et se jette dans l’Allier au sud des Granges, commune d’Auzon."
DT43-02463,"Chomeil (Le),",affluent,"
Pioulet
",non,"
affluent de la Suissesse au 
Pioulet
, commune de Rosières."
DT43-08020,"Saint-Jean,",lieu dit,"
Pouzols
",non,"
lieu dit, à 
Pouzols
, commune de Saint-Berain."
DT43-07516,"Rispe (La),",affluent,"
Pradal
",non,"
affluent du Pradal au 
Pradal
, commune d’Ally."
DT43-07440,"Ribeyroux (Le),",ferme détruite,"
Prade
",non,"
ferme détruite entre la 
Prade
 et la Peyre, commune de Saint-Front."
DT43-01547,"Caramantrand,",ruisseau,"
Pranier
",non,"
ruisseau, affluent de l’Allier à 
Pranier
, commune de Prades."
DT43-00074,"Allemande (L’),",coulée basaltique,"
Pranlary
",non,"
coulée basaltique, à 
Pranlary
, commune de Taulhac."
DT43-04076,"Gagne (La),",ruisseau,"
Rivets
",non,"
ruisseau qui prend naissance aux 
Rivets
, commune de Cayres, et afflue à la Loire au moulin de la Crotte, commune de Cussac."
DT43-07603,"Roche-Basse,",quartier,"
Roche-Haute
",non,"
quartier de 
Roche-Haute
, commune de Freycenet-Lacuche."
DT43-07612,"Roche-de-Glops (La),",monticule,"
Rochelimagne
",non,"
monticule à 
Rochelimagne
, commune de Polignac."
DT43-07718,"Rognaguet,",quartier,"
Rognac
",non,"
quartier de 
Rognac
, commune de Saint-Arcons-d’Allier."
DT43-03847,"Font-des-Roumis,",,"
Saint-Quintin
",43061,"à 
Saint-Quintin
."
DT43-08266,"Séauve (Chapelle de la),",,"
Séauve
",43236,"sous le vocable de Sainte-Marguerite de la Séauve à la 
Séauve
, construite en 1825 ; chapelle à pèlerinage."
DT43-06312,"Orme (L’),",écart,"
Séneujols
",43238,"à 
Séneujols
."
DT43-05060,"Loudes,",seigneurie et justice,"
Tailhac
",43242,"nom de la part des seigneurie et justice de 
Tailhac
 passée par mariage, au 
xv
e siècle, dans la maison de Loudes."
DT43-03001,"Couteuges (Le),",affluent,"
Tuilière-Basse
",non,"
affluent de la Lidène à la 
Tuilière-Basse
, commune de Couteuges."
DT43-05244,"Malosse (Le),",affluent,"
Vacheresse
",non,"
affluent de la Gazeille à la 
Vacheresse
, commune des Estables."
DT43-00308,"Auze (L’),",ruisseau,"
Valaugeon
",non,"
ruisseau, prend naissance à 
Valaugeon
, commune d’Araules, limite les communes de Saint-Jeure et d’Yssingeaux et se jette dans le Lignon au Pont-de-l’Enceinte."
DT43-07365,"Retzousseire (Le),",affluent,"
Valette
",non,"
affluent de la Cronce à la 
Valette
, commune de Chastel."
DT43-06199,"Musette (La),",rivière,"
Vazeilles
",non,"
rivière qui prend sa source à 
Vazeilles
, commune de Vazeilles-Limandres, et afflue à la Borne, au moulin de Chazeaux, commune de Borne."
DT43-02202,"Chaudeyre (La),",ruisseau,"
Vendos
",non,"
ruisseau, affluent de gauche de la Musette, à 
Vendos
, commune de Loudes."
DT43-05106,"Madriat (Le),",affluent,"
Vernède
",non,"
affluent du Doulon à la 
Vernède
, communes de Cistrières et de Saint-Didier-sur-Doulon."
DT43-05300,"Mandelles (Le),",affluent,"
Vernède
",non,"
affluent du Doulon à la 
Vernède
, commune de Saint-Didier-sur-Doulon, prend naissance à l’ouest de Mandelles, commune de Cistrières."
DT43-03816,"Fontaine-Saint-Martin,",,"
Vertaure
",non,"à 
Vertaure
, commune de Vorey."
DT43-08077,"Saint-Pierre-la-Tour,",abbaye séculière,"ancienne paroisse du Puy
",43157,"
abbaye séculière et ancienne paroisse du Puy
."
DT43-09234,"Voirèze (La),",rivière,au-dessous de Babory,non,"
rivière, affluent de l’Alagnon au-dessous de Babory ; prend naissance dans les montagnes du Cezallier (Cantal), entre dans le département de la Haute-Loire à l’ouest de Chérèze, et arrose les communes de Saint-Étienne-sur-Blesle et de Blesle."
DT43-01743,"Chambarel (Le),",ruisseau,au-dessous de Baconnet,non,"
ruisseau qui prend sa source près de Tailhac, arrose la commune de Langeac et afflue à l’Allier au-dessous de Baconnet."
DT43-02607,"Colence (La),",rivière,au-dessous de Chadron,43047,"
rivière, affluent de la Loire au-dessous de Chadron, prend naissance dans la commune de Freycenet-Lacuche et arrose celle du Monastier."
DT43-01699,"Chalan,",ruisseau,au-dessous de Chanceaux,non,"
ruisseau qui prend naissance près de Chavagnac, commune de Saint-Paulien, passe à l’est de Blanzac et afflue à la Loire au-dessous de Chanceaux, commune de Polignac."
DT43-04717,"Javoulx (Le),",rivière,au-dessous de Chanteuges,non,"
rivière, affluent de l’Allier au-dessous de Chanteuges, prend sa source près de Fix-Saint-Geneys, coule sur les communes d’Auteyrac, Vissac et Saint-Arcons-d’Allier."
DT43-08490,"Suissesse (La),",rivière,au-dessous de Conches,non,"
rivière qui prend sa source près Glavenas, commune de Saint-Julien-du-Pinet, arrose les communes de Rosières et de Beaulieu, et afflue à la Loire au-dessous de Conches."
DT43-02719,"Communac (Le),",affluent,au-dessous de Cussac,non,"
affluent du Chalan au-dessous de Cussac, commune de Polignac."
DT43-06349,"Ourzie (L’),",ruisseau,au-dessous de la Baume,non,"
ruisseau qui prend sa source à l’
Herm
, commune de Cayres, et se jette dans la Loire au-dessous de la Baume, commune de Solignac-sur-Loire."
DT43-04441,"Granges (Les),","lieu détruit, aujourd’hui bois",au-dessous de la montagne de Courandet,non,"
lieu détruit, aujourd’hui bois, au-dessous de la montagne de Courandet, commune de Saint-Vincent."
DT43-07939,"Saint-André (Le),",affluent,au-dessous de la Vaudieu,43117,"
affluent de la Senouire au-dessous de la Vaudieu."
DT43-00307,"Auze (L’),",ruisseau,au-dessous de Léotoing,non,"
ruisseau, prend naissance dans la commune de Mazoires (Puy-de-Dôme), arrose la commune de Torsiac et se jette dans l’Allagnon au-dessous de Léotoing."
DT43-04268,"Gironde,",ruisseau,au-dessous de Polignac,43152,"
ruisseau qui prend sa source au-dessous de Polignac et afflue à la Loire en aval de Bouteyre, commune de Chadrac."
DT43-04956,"Lengouniole (La),",ruisseau,au-dessous de Souchon,non,"
ruisseau qui prend naissance en la commune de Saint-Cirgues-en-Montagne (Ardèche), et afflue à la Loire au-dessous de Souchon, commune de la Farre."
DT43-05414,"Martouret (Le),",lieu dit,au-dessous de Tressac,non,"
lieu dit, au-dessous de Tressac, commune de Polignac."
DT43-03374,"Dunières (La),",rivière,au-dessous de Vendets,non,"
rivière, formée à l’ouest de Dunières par la réunion du Gournier et du Riotord, traverse les cantons de Montfaucon, Saint-Didier, Monistrol-sur-Loire et Yssingeaux et se jette dans le Lignon au-dessous de Vendets, commune de Grazac."
DT43-07034,"Pradal (Le),",ruisseau,au-dessous de Villeneuve-d’Allier,43264,"
ruisseau, prend sa source à Ally et se jette dans l’Allier au-dessous de Villeneuve-d’Allier."
DT43-04607,"Hivernebœuf (L’),",affluent,au-dessous du Chambon,non,"
affluent de la Loire au-dessous du Chambon, commune de Monistrol-sur-Loire."
DT43-04194,"Gazelle (La),",ruisseau,au-dessus d’Hontès-Bas,non,"
ruisseau qui prend naissance au-dessus d’Hontès-Haut, commune de la Besseyre-Saint-Mary, et se jette dans la Dège, au-dessus d’Hontès-Bas."
DT43-04194,"Gazelle (La),",ruisseau,au-dessus d’Hontès-Haut,non,"
ruisseau qui prend naissance au-dessus d’Hontès-Haut, commune de la Besseyre-Saint-Mary, et se jette dans la Dège, au-dessus d’Hontès-Bas."
DT43-08362,"Sionne (La),",rivière,au-dessus de Babory,non,"
rivière qui prend sa source dans les montagnes de Cézallier (Cantal), entre dans le département de la Haute-Loire par le nord de la commune de Blesle et se jette dans l’Allagnon au-dessus de Babory."
DT43-00644,"Bave (La),",ruisseau,au-dessus de Brugeilles,non,"
ruisseau, prend sa source dans les montagnes du Luguet (Puy-de-Dôme), sépare les départements 22du Puy-de-Dôme et de la Haute-Loire, arrose les communes d’Autrac, Blesle et Torsiac et se jette dans l’Allagnon, au-dessus de Brugeilles."
DT43-06650,"Piat (Le),",ruisseau,au-dessus de Cheucle,non,"
ruisseau, prend naissance dans la commune de Sainte-Sigolène, arrose celle de Monistrol-sur-Loire et se jette dans la Loire au-dessus de Cheucle."
DT43-03326,"Dolaizon (Le),",ruisseau,au-dessus de Freycenet,non,"
ruisseau qui prend naissance au-dessus de Freycenet, commune de Saint-Christophe-sur-Dolaison, arrose Dolaison, Vals et le Puy et se jette dans la Borne, en aval de cette ville."
DT43-06856,"Pompet (Le),",ruisseau,au-dessus de Frigeon,non,"
ruisseau, prend sa source dans la commune de Rozier (Loire), entre dans le département de la Haute-Loire par l’extrémité Nord de la commune de Malvalette et se jette dans la Loire au-dessus de Frigeon."
DT43-01317,"Boyère (La),",ruisseau,au-dessus de Gaud,non,"
ruisseau qui prend sa source près Chamblard, commune de la Besseyre-Saint-Mary, et se jette dans la Dège au-dessus de Gaud, commune de Desges."
DT43-08509,"Taillades (Les),",ruisseau,au-dessus de la Fajolette,non,"
ruisseau, limite des communes de Chanaleilles et Thoras, se jette dans le Panis au-dessus de la Fajolette."
DT43-06470,"Pégeyrolles (Le),",affluent,au-dessus de la Vialette,non,"
affluent de l’Allier au-dessus de la Vialette, commune de Saint-Privat-du-Dragon."
DT43-00103,"Ance (L’),",rivière,au-dessus de Lioriac,non,"
rivière, prend sa source dans les montagnes du Forez, traverse les communes de Saint-Anthême et de Viverols (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord de Pontempeyrat, arrose les communes de Craponne, Saint-Julien-d’Ance, Saint-André-de-Chalencon, Tiranges et Bauzac et se jette dans la Loire au-dessus de Lioriac."
DT43-08491,"Sumène (La),",rivière,au-dessus de Peyredeyre,non,"
rivière, prend sa source près de Monedeyres et se jette dans la Loire, au-dessus de Peyredeyre ; coule sur les 275et Saint-Quintin-Chaspinhaccommunes de Queyrières, Saint-Julien-Chapteuil, Saint-Pierre-Eynac, Blavosy ."
DT43-00806,"Besque (Le),",ruisseau,au-dessus de Prades,non,"
ruisseau, prend naissance au nord de la commune de Venteuges, traverse celle de Charraix et se jette dans l’Allier au-dessus de Prades."
DT43-03344,"Dourlion (Le),",ruisseau,au-dessus de Riou,non,"
ruisseau qui naît au-dessus de Riou, commune de Taulhac, et afflue au Dolaison en aval de Vals-près-le-Puy."
DT43-04954,"Lempèze (La),",ruisseau,au-dessus de Saint-Médard,non,"
ruisseau qui prend sa source près des Amargiers, commune de Landos, et se jette dans l’Allier au-dessus de Saint-Médard, commune de Saint-Haon."
DT43-04224,"Genoirie (La),",ruisseau,au-dessus de Soleymet,non,"
ruisseau limitant les communes de Saint-Didier-la-Séauve et de Saint-Victor-Malescours, se jette dans la Semène au-dessus de Soleymet."
DT43-03278,"Dège (La),",rivière,au-dessus de Tatevin,non,"
rivière, prend sa source dans les montagnes de la Margeride, dans la commune de Saint-Privat-du-Fau (Lozère), entre dans le département de la Haute-Loire au sud-est de Hontès-Bas et se jette dans l’Allier au-dessus de Tatevin, commune de Chanteuges, après avoir arrosé les communes de la Besseyre-Saint-Mary, Desges, Chazelles et Pébrac."
DT43-01737,"Chamalière (La),",ruisseau,au-dessus de Truchon,non,"
ruisseau, prend sa source près de Fix-Villeneuve et se jette dans l’Allier au-dessus de Truchon, après avoir arrosé les communes de Sainte-Eugénie-de-Villeneuve, Saint-Éble, Mazeyrat-Chrispinhac et Reilhac."
DT43-00233,"Aubaigne (L’),",ruisseau,au-dessus des Lestagies,non,"
ruisseau, prend sa source dans la commune de Rozier (Loire), entre dans le département de la Haute-Loire au nord de Lavoux et se jette dans la Loire au-dessus des Lestagies, commune de Bas."
DT43-08195,"Sarrazins (Château-des-),",,au-dessus du tunnel de Saint-Simon,non,"
au-dessus du tunnel de Saint-Simon, commune de la Voûte-sur-Loire."
DT43-01718,"Chaliergue (Le),",contrée,bassin de Paulhaguet et de Saint-Georges-d’Aurac,non,"
contrée qui comprend le bassin de Paulhaguet et de Saint-Georges-d’Aurac."
DT43-01689,"Chaire du Diable (La),",rocher,bois de Breysse,non,"
rocher, dans le bois de Breysse, commune d’Alleyrac."
DT43-00220,"Arzon (L’),",rivière,bois de Viviers,non,"
rivière, prend sa source dans les bois de Viviers, commune de Médeyrolles (Puy-de-Dôme), entre dans le département de la Haute-Loire à l’est de Chomat et se jette dans la Loire à Vorey, après avoir arrosé les communes de Saint-Jean-d’Aubrigoux, Craponne-sur-Arzon, Beaune, Chomelix, Saint-Pierre-Duchamp et Bellevue-la-Montagne."
DT43-08289,"Senouire (La),",rivière,bois du Breuil,non,"
rivière, prend sa source près de la Chaise-Dieu, dans le bois du Breuil, arrose les communes de la Chapelle-Geneste, Connangles, Saint-Pal-de-Murs, Saint-Étienne-près-Allègre, Mazerat-Aurouze, Paulhaguet, Domeyrat, Frugières-le-Pin, la Vaudieu et Vieille-Brioude et se jette dans l’Allier près du pont de la Bajasse."
DT43-01238,"Bourbouillou (Le),",ruisseau,Bourbouilliou,non,"
ruisseau qui sort de l’étang de Soulhac, commune de Bellevue-la-Montagne, passe à Bourbouilliou et se jette dans la Borne à Borne."
DT43-00544,"Barsende,",fontaine et porte,bourg de Polignac,43152,"
fontaine et porte du bourg de Polignac."
DT43-02335,"Chazes (Les),",quartier,bourg de Saint-Julien-des-Chazes,43202,"
quartier du bourg de Saint-Julien-des-Chazes."
DT43-00035,"Aiguilhe,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-01614,"Ceyssac,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-01677,"Chadrac,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-03444,"Espaly-Saint-Marcel,",château détruit,canton nord-ouest du Puy,43157,"
château détruit, canton nord-ouest du Puy."
DT43-05273,"Malrevers,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-05886,"Monteil (Le),",hameau,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-06844,"Polignac,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-08087,"Saint-Quintin-Chaspinhac,",,canton nord-ouest du Puy,43157,"
canton nord-ouest du Puy."
DT43-01389,"Brives-Charensac,",,canton sud-est du Puy,43157,"
canton sud-est du Puy."
DT43-02898,"Coubon,",,canton sud-est du Puy,43157,"
canton sud-est du Puy."
DT43-08005,"Saint-Germain-Laprade,",,canton sud-est du Puy,43157,"
canton sud-est du Puy."
DT43-08864,"Vals-près-le-Puy,",,canton sud-est du Puy,43157,"
canton sud-est du Puy."
DT43-01594,"Cereix (Ruisseau de),",ruisseau,Cereix,non,"
ruisseau qui prend sa source près de Beyssac, commune de Saint-Jean-de-Nay, passe à Cereix et se jette dans la Musette, en amont du Charrouil, commune de Loudes."
DT43-01133,"Borne (La),",rivière,Chartreuse,non,"
rivière formée au sud-est de la commune de Céaux-d’Allègre, par la réunion de la Borne orientale et de la Borne occidentale, traverse les communes de Saint-Paulien, Borne, Saint-Vidal, Espaly et le Puy et se jette dans la Loire à la Chartreuse, commune de Brives-Charensac."
DT43-07933,"Saillus (Le),",ruisseau,Cheylat,non,"
ruisseau, prend sa source dans la commune de Leyvaux (Cantal), entre dans le département de la Haute-Loire à la limite des communes d’Autrac et de Saint-Étienne-sur-Blesle et se jette dans la Voirèze au Cheylat."
DT43-02294,"Chazau (Le),",ruisseau,Chezal,non,"
ruisseau qui prend sa source près de Prunet, commune de la Chapelle-Geneste, sépare les départements de la Haute-Loire et du Puy-de-Dôme, et se jette dans la Dore à Chezal, commune de Saint-Sauveur (Puy-de-Dôme)."
DT43-03067,"Croix-de-la-Plonge,",,col de Costebelle,non,"sur le col de Costebelle, commune des Estables."
DT43-03652,"Faye (La),",localité détruite,Couffours,non,"
localité détruite, entre 
Bonnefont
 et les Couffours, commune de Saint-Front."
DT43-07462,"Rimande (La),",affluent,Darbon,non,"
affluent de l’Érieu près de Saint-Julien-Boutières (Ardèche), prend sa source à Darbon, commune de Chaudeyrolles."
DT43-06479,"Pélegrin (Le),",ruisseau,Darnes,non,"
ruisseau, affluent de l’Allier à Saint-Julien-des-Chazes, prend sa source entre le Mas et Darnes, commune de Charraix."
DT43-04934,"Lavanche (La),",ruisseau,département de l’Ardèche,non,"
ruisseau, affluent de la Rimande, dans le 155
département de l’Ardèche, prend naissance près de la Grange-de-Selle, commune des Vastres."
DT43-00065,"Allagnon (L’),",rivière,département de la Haute-Loire,non,"
rivière, prend naissance dans le département du Cantal, entre dans le département de la Haute-Loire par la commune de Grenier-Montgon, arrose les communes de Blesle, Torsiac, Léotoing et Chambezon et se jette dans l’Allier près de Lempdes."
DT43-00081,"Allier (L’),",rivière,département de la Haute-Loire,non,"
rivière, affluent de la Loire, prend sa source dans la forêt de Mercoire (Lozère), entre dans le département de la Haute-Loire par le Nouveau-Monde, commune de Saint-Haon, et en sort près de Vézézoux, commune d’Auzon, après avoir traversé le département du sud-est au nord-ouest."
DT43-00101,"Ance (L’),",rivière,département de la Haute-Loire,non,"
rivière, prend naissance sur la Margeride, commune de la Panouze (Lozère), entre dans le département de la Haute-Loire au sud de Verreyrolles et se jette dans l’Allier à Monistrol-d’Allier, après avoir arrosé les communes de Croisance et de Saint-Préjet-d’Allier."
DT43-00103,"Ance (L’),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source dans les montagnes du Forez, traverse les communes de Saint-Anthême et de Viverols (Puy-de-Dôme), entre dans le département de la Haute-Loire au nord de Pontempeyrat, arrose les communes de Craponne, Saint-Julien-d’Ance, Saint-André-de-Chalencon, Tiranges et Bauzac et se jette dans la Loire au-dessus de Lioriac."
DT43-00220,"Arzon (L’),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source dans les bois de Viviers, commune de Médeyrolles (Puy-de-Dôme), entre dans le département de la Haute-Loire à l’est de Chomat et se jette dans la Loire à Vorey, après avoir arrosé les communes de Saint-Jean-d’Aubrigoux, Craponne-sur-Arzon, Beaune, Chomelix, Saint-Pierre-Duchamp et Bellevue-la-Montagne."
DT43-00233,"Aubaigne (L’),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend sa source dans la commune de Rozier (Loire), entre dans le département de la Haute-Loire au nord de Lavoux et se jette dans la Loire au-dessus des Lestagies, commune de Bas."
DT43-00312,"Avène (L’),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend naissance au sud de Frouges, commune de Rageade (Cantal), entre dans le département de la Haute-Loire, non loin des limites des communes d’Ally et de Saint-Austremoine et se jette dans l’Allier au nord-est de Saint-Cirgues."
DT43-01925,"Chandieu (Le),",ruisseau,département de la Haute-Loire,non,"
ruisseau, prend sa source dans la commune d’Apinac (Loire), entre dans le département de la Haute-Loire au nord de Chaturanges, commune de Saint-Pal-de-Chalencon, et se jette dans l’Ance au moulin Giroux, commune de Saint-Julien-d’Ance."
DT43-03003,"Couyte (La),",un des deux ruisseaux,département de la Haute-Loire,non,"l’un des deux ruisseaux qui forment la Courbière, prend sa source dans la commune de Merle (Loire), entre dans le département de la Haute-Loire au nord-est de la commune de Valprivas et arrose celle de Bas."
DT43-03107,"Cronce (La),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source dans la forêt de la Margeride (Cantal), entre dans le département de la Haute-Loire, près du moulin de Batifol et se jette dans l’Allier au sud du moulin de la Prade, après avoir arrosé les communes de Chastel, Cronce, Arlet et Aubazac."
DT43-03278,"Dège (La),",rivière,département de la Haute-Loire,non,"
rivière, prend sa source dans les montagnes de la Margeride, dans la commune de Saint-Privat-du-Fau (Lozère), entre dans le département de la Haute-Loire au sud-est de Hontès-Bas et se jette dans l’Allier au-dessus de Tatevin, commune de Chanteuges, après avoir arrosé les communes de la Besseyre-Saint-Mary, Desges, Chazelles et Pébrac."
DT43-03334,"Dore (La),",rivière,département de la Haute-Loire,non,"
rivière, affluent de l’Allier à la jonction des départements du Puy-de-Dôme et de l’Allier, prend sa source à l’ouest de Champvieille, commune de Bonneval, et sort du département de la Haute-Loire près du moulin Forestier, commune de Malvières, après avoir traversé le canton de la Chaise-Dieu du sud au nord."
