article,output6.xml,DT07.xml
DT07-12727,commune de La Souche.,commune de la Souche.
DT07-12728,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-12729,commune de Saint-Priest.,commune de St Priest.
DT07-12737,commune de Saint-Agrève.,commune de St Agrève.
DT07-12738,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-12742,commune de Saint-Jean-de-Pourcharesse.,commune de St Jean de Pourcharesse.
DT07-12744,commune de Saint-Privat.,commune de St Privat.
DT07-12745,commune de Saint-Basile,commune de St Basile
DT07-12746,commune de Saint-Andéol-de-Fourchades.,commune de St Andéol de Fourchades.
DT07-12747,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-12748,commune de Saint-Cirgues-en-Montagne,commune de St Cirgues en Montagne
DT07-12760,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-12763,commune de Saint-Agrève.,commune de St Agrève.
DT07-12764,commune de Saint-Lager-Bressac.,commune de St Lager Bressac.
DT07-12765,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-12768,commune de La Voulte.,commune de la Voulte.
DT07-12770,commune de Saint-Jean-le-Centenier.,commune de St Jean le Centenier.
DT07-12771,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-12772,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-12775,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-12777,commune de Désaignes.,commune de Desaignes.
DT07-12779,commune de Saint-Barthélemy-le-Plain,commune de St Barthélémy le Plain
DT07-12780,commune de Saint-Fortunat,commune de St Fortunat
DT07-12784,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-12785,commune de Saint-Remèze.,commune de St Remèze.
DT07-12801,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-12802,commune de Saint-Agrève,commune de St Agrève
DT07-12803,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-12804,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-12805,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-12806,commune de Saint-Maurice-en-Chalencon,commune de St Maurice en Chalencon
DT07-12807,commune de Saint-Romain-d’Ay.,commune de St Romain d'Ay.
DT07-12808,commune de Saint-Symphorien-de-Mahun.,commune de St Symphorien de Mahun.
DT07-12811,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-12814,commune de Colombier-le-Jeune,commune de Colombier le Jeune
DT07-12815,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-12819,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-12820,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-12821,commune de Saint-Lager-Bressac.,commune de St Lager Bressac.
DT07-12822,commune de Saint-Martin-de-Valamas,commune de St Martin de Valamas
DT07-12827,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-12828,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-12831,commune de Saint-Pons,commune de St Pons
DT07-12832,canton de Villeneuve-de-Berg,canton de Villeneuve de Berg
DT07-12833,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-12837,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-12842,commune de Saint-Laurent-sous-Coiron.,commune de St Laurent sous Coiron.
DT07-12844,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-12845,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-12847,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-12848,commune de Saint-Pierre-sur-Doux.,commune de St Pierre sur Doux.
DT07-12849,commune de Saint-Agrève.,commune de St Agrève.
DT07-12852,commune de Saint-Félicien,commune de St Félicien
DT07-12853,commune de Saint-Montan,commune de St Montan
DT07-12857,commune de Boucieu-le-Roi,commune de Boucieu le Roi
DT07-12862,commune de Saint-Remèze.,commune de St Remèze.
DT07-12864,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-12865,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-12866,commune de Saint-Michel-de-Boulogne,commune de St Michel de Boulogne
DT07-12871,commune de Saint-Jean-Chambre,commune de St Jean Chambre
DT07-12875,commune de Saint-Andéol-de-Fourchades.,commune de St Andéol de Fourchades.
DT07-12876,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-12877,canton de Saint-Agrève,canton de St Agrève
DT07-12880,commune de Lafarre.,commune de la Farre.
DT07-12882,commune de Saint-Julien-Vocance.,commune de St Julien Vocance.
DT07-12883,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-12885,commune de Davézieux.,commune de Davezieux.
DT07-12887,commune de Saint-Martial.,commune de St Martial.
DT07-12888,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-12893,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-12894,commune de Lavillatte.,commune de la Villatte.
DT07-12897,commune de Lavillatte.,commune de la Villatte.
DT07-12899,commune de Saint-Alban-en-Montagne.,commune de St Alban en Montagne.
DT07-12900,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-12901,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-12906,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-12909,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-12912,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-12913,commune de Saint-Agrève,commune de St Agrève
DT07-12918,commune de Saint-Clément.,commune de St Clément.
DT07-12919,commune de Bozas,commune de Bosas
DT07-12922,canton de Saint-Martin-de-Valamas,canton de St Martin de Valamas
DT07-12923,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-12925,commune de 289Cros-de-Géorand.,commune de Cros de 289Géorand.
DT07-12926,commune de Saint-André-Lachamp,commune de St André Lachamp
DT07-12927,commune de Saint-Romain-de-Lerps.,commune de St Romain de Lerps.
DT07-12928,commune de Saint-Thomé.,commune de St Thomé.
DT07-12929,commune de Saint-Agrève.,commune de St Agrève.
DT07-12931,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-12940,commune de La Chapelle-Graillouse,commune de la Chapelle Graillouse
DT07-12947,commune de La Voulte.,commune de la Voulte.
DT07-12949,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-12954,commune de Saint-Victor.,commune de St Victor.
DT07-12956,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-12959,commune de Saint-Basile.,commune de St Basile.
DT07-12965,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-12967,commune de Saint-Alban-d’Ay,commune de St Alban d'Ay
DT07-12970,"commune de Saint-Prix, domaine des Romanet ","commune de St Prix, domaine des Romanet "
DT07-12972,commune du Lac-d’Issarlès.,commune du Lac d'Issarlès.
DT07-12978,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-12979,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-12981,canton de La Voulte,canton de la Voulte
DT07-12983,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-12986,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-12989,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-12999,commune de Saint-Pierre-le-Déchausselat.,commune de St Pierre le Déchausselat.
DT07-13000,commune de La Souche.,commune de la Souche.
DT07-13001,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-13003,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-13005,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-13009,commune de La Souche.,commune de la Souche.
DT07-13015,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-13016,commune de Saint-Pierre-sur-Doux.,commune de St Pierre sur Doux.
DT07-13017,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-13020,commune de Saint-Just.,commune de St Just.
DT07-13028,commune de Saint-Apollinaire-de-Rias,commune de St Apollinaire de Rias
DT07-13029,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-13030,commune de Saint-Symphorien-de-Mahun.,commune de St Symphorien de Mahun.
DT07-13031,commune de Saint-Apollinaire-de-Rias.,commune de St Apollinaire de Rias.
DT07-13032,commune de Saint-Jean-de-Pourcharesse,commune de St Jean de Pourcharesse
DT07-13033,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-13035,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-13036,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-13037,commune de Saint-Victor,commune de St Victor
DT07-13038,commune de Désaignes.,commune de Desaignes.
DT07-13039,commune de Saint-Agrève.,commune de St Agrève.
DT07-13040,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-13043,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-13045,commune de Saint-Genest-de-Beauzon,commune de St Genest de Beauzon
DT07-13046,commune de Saint-Remèze.,commune de St Remèze.
DT07-13048,commune de Labatie-de-Crussol.,commune de la Batie de Crussol.
DT07-13056,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-13060,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-13063,commune de Saint-Romain-d’Ay.,commune de St Romain d'Ay.
DT07-13065,commune de Saint-Julien-Vocance.,commune de St Julien Vocance.
DT07-13066,commune de Saint-Marcel-lès-Annonay.,commune de St Marcel les Annonay.
DT07-13067,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-13068,commune de Vals-les-Bains.,commune de Vals.
DT07-13069,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-13070,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-13075,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-13077,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-13080,commune de Saint-Clément.,commune de St Clément.
DT07-13081,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-13084,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-13086,commune de Saint-Mélany. Pont sur la Drobie.,commune de St Mélany. Pont sur la Drobie.
DT07-13087,commune de Saint-Privat.,commune de St Privat.
DT07-13092,commune de Saint-Julien-Vocance,commune de St Julien Vocance
DT07-13095,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-13096,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-13099,commune de La Voulte.,commune de la Voulte.
DT07-13101,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-13103,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-13104,commune de Saint-Julien-le-Roux,commune de St Julien le Roux
DT07-13106,commune de Saint-Remèze.,commune de St Remèze.
DT07-13107,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-13115,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-13123,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-13124,commune de Saint-Jean-de-Pourcharesse.,commune de St Jean de Pourcharesse.
DT07-13130,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-13131,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-13134,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-13135,commune de 293Saint-Apollinaire-de-Rias.,commune de St Apollinaire de 293Rias.
DT07-13136,commune de Saint-Prix.,commune de St Prix.
DT07-13137,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-13138,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-13140,commune de Saint-Paul-le-Jeune.,commune de St Paul le Jeune.
DT07-13141,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-13144,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-13149,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-13155,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-13156,commune de Saint-Thomé.,commune de St Thomé.
DT07-13160,commune de Saint-Bauzile.,commune de St Bauzile.
DT07-13166,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-13167,commune de Vals-les-Bains,commune de Vals
DT07-13169,commune de Labatie-d’Andaure.,commune de la Batie d'Andaure.
DT07-13170,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-13172,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-13183,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-13185,commune de Saint-Félicien.,commune de St Félicien.
DT07-13187,commune de Saint-Romain-de-Lerps.,commune de St Romain de Lerps.
DT07-13188,commune de Saint-Remèze.,commune de St Remèze.
DT07-13189,commune de Saint-Pierre-sur-Doux,commune de St Pierre sur Doux
DT07-13192,commune de Saint-Victor.,commune de St Victor.
DT07-13194,commune de Désaignes.,commune de Desaignes.
DT07-13197,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-13198,commune de Saint-Agrève.,commune de St Agrève.
DT07-13202,commune de Saint-Genest-Lachamp.,commune de St Genest Lachamp.
DT07-13203,commune de Saint-Martial,commune de St Martial
DT07-13204,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-13205,commune de Saint-Remèze,commune de St Remèze
DT07-13207,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-13209,commune de Désaignes.,commune de Desaignes.
DT07-13210,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-13211,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-13212,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-13214,commune de Saint-Lager-Bressac.,commune de St Lager Bressac.
DT07-13227,commune de Saint-Andéol-de-Berg.,commune de St Andéol de Berg.
DT07-13228,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-13229,commune de Saint-Priest.,commune de St Priest.
DT07-13230,commune de Saint-Sernin.,commune de St Sernin.
DT07-13234,commune de Saint-Laurent-du-Pape.,commune de St Laurent du Pape.
DT07-13235,commune de Saint-Martial fondé par les moines de Charay.,commune de St Martial fondé par les moines de Charay.
DT07-13236,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-13239,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-13245,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-13250,commune de Labastide-de-Juvinas,commune de la Bastide de Juvinas
DT07-13253,commune de Saint-Martial.,commune de St Martial.
DT07-13254,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-13256,commune de Saint-Privat,commune de St Privat
DT07-13257,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-13258,commune de Boulieu-lès-Annonay.,commune de Boulieu les Annonay.
DT07-13262,commune de Boucieu-le-Roi.,commune de Boucieu le Roi.
DT07-13263,commune de Saint-Victor,commune de St Victor
DT07-13268,commune de Sainte-Eulalie,commune de Ste Eulalie
DT07-13270,commune de Saint-Agrève,commune de St Agrève
DT07-13271,commune de Saint-Georges-les-Bains.,commune de St Georges les Bains.
DT07-13273,commune de Bozas,commune de Bosas
DT07-13274,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-13275,commune de Saint-Just.,commune de St Just.
DT07-13279,canton de Vallon-Pont-d’Arc.,canton de Vallon Pont d'Arc.
DT07-13280,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-13282,commune de Saint-Prix.,commune de St Prix.
DT07-13284,commune de Saint-Cirgues-de-Prades.,commune de St Cirgues de Prades.
DT07-13291,commune de Saint-Montan.,commune de St Montan.
DT07-13292,commune de Saint-Agrève.,commune de St Agrève.
DT07-13305,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-13309,commune de Saint-Priest.,commune de St Priest.
DT07-13310,commune de Vogüé.,commune de Vogue.
DT07-13313,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-13314,commune de Saint-Agrève,commune de St Agrève
DT07-13316,commune de Labatie-de-Crussol.,commune de la Batie de Crussol.
DT07-13324,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-13329,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-13333,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-13338,commune de Boulieu-lès-Annonay.,commune de Boulieu les Annonay.
DT07-13340,commune de Désaignes,commune de Desaignes
DT07-13341,commune de Désaignes,commune de Desaignes
DT07-13348,commune de Saint-Basile.,commune de St Basile.
DT07-13349,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-13350,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
