article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO9-01431,Curvale,Curvale,Plaisance,Plaisance,Plaisance,Plaisance (12183),,,,,,,nulle,Aveyron,12,Saint-Sernin-sur-Rance,dpt_exact,     Curvale     Aveyron     con de Saint Sernin sur Rance     cne de Plaisance       Curvala  343 d  prior  339 a  rector  334 b        Remplacé par Plaisance    
PO9-01432,Cussac,Cussac,Brommat,Brommat,Brommat,Brommat (12036),,,,,,,nulle,Aveyron,12,Mur-de-Barrez,dpt_exact,     Cussac     Aveyron     con de Mur de Barrez     cne de Brommat       Cussac  prioratus  311 b      Cussacus  283 e  293 e    
PO9-01433,Cussac,Cussac,none,none,Cussac,Cussac (15059),,,,,,,nulle,Cantal,15,Saint-Flour-sud,dpt_exact,     Cussac     Cantal     con de Saint Flour sud       Cussac  160 d      Cussacus  247 c  curatus  269 f    
PO9-01434,Cussac,Cussac,none,none,,Cussac Loire (43084) - Cussac-sur-Loire,,,,,,,nulle,Haute-Loire,43,Solignac-sur-Loire,dpt_fuzzy,     Cussac     Haute Loire     con de Solignac sur Loire       Cussac  capellanus  576 c    
PO9-01435,Cussac,Cussac,none,none,Cussac,Cussac (87054),,,,,,,nulle,Haute-Vienne,87,Oradour-sur-Vayres,dpt_exact,     Cussac     Haute Vienne     con d Oradour sur Vayres       Cussat  capellanus  501 b    
PO9-01436,Cusse,Cusse,Montclard,Montclard,Montclard,Montclard (43139),,,,,,,nulle,Haute-Loire,43,Paulhaguet,dpt_exact,     Cusse     Haute Loire     con de Paulhaguet     cne de Montclard       Cussa  prior  260 a  267 f    
PO9-01437,Cusset,Cusset,none,none,Cusset,Cusset (03095),,,,,,,nulle,Allier,03,Vichy,dpt_exact,     Cusset     Allier     con de Vichy     arrt de Vichy       Cuciacus  185 a  abbatissa  189 a  218 b  239 a  archipresbiteratus  182 189  217 218  archipresbiter vel curatus  214 a  archidiaconus  218 g  collegium  214 a  218 g  curati  239 a    
PO9-01438,Cuzac,Cuzac,none,none,Cuzac,Cuzac (46085),,,,,,,nulle,Lot,46,Figeac-est,dpt_exact,     Cuzac     Lot     con de Figeac est       Cussac prope Asprieyras  prioratus  rectoria Sancti Saturnini  311 b    
PO9-01439,Cuzance,Cuzance,none,none,Cuzance,Cuzance (46086),,,,,,,nulle,Lot,46,Martel,dpt_exact,     Cuzance     Lot     con de Martel       Cusana  Cussanca   442 b      Cussansa  capellania  444 a      Cuzansa  prior  412 b    
PO9-01440,Cuzay Radegonde,Cuzay-Sainte-Radegonde,Dun sur Auron,Dun-sur-Auron,Dun-sur-Auron,Dun sur Auron (18087),,,,,,,nulle,Cher,18,Dun-sur-Auron,dpt_exact,     Cuzay Sainte Radegonde     Cher     con de Dun sur Auron     cne de Dun sur Auron       Cudrayum  capellanus  29 d      Cusaium  123 f      Cuzay  152 a      Cuzayum  capellanus  80 f    
PO9-01441,Cuzion,Cuzion,none,none,Cuzion,Cuzion (36062),,,,,,,nulle,Indre,36,Éguzon,dpt_exact,     Cuzion     Indre     con d Éguzon       Curio  110 a      Cuzio  capellanus  49 a  65 e      Cuzion  145 p    
PO9-01442,Cuzoul,Cuzoul,Castanet,Castanet,Castanet,Castanet (82029),,,,,,,nulle,Tarn-et-Garonne,82,Saint-Antonin,dpt_exact,     Cuzoul  Le      Tarn et Garonne     con de Saint Antonin     cne de Castanet       Clusolium  301 b      Lo Cusol  323 a  prioratus  rectoria  315 e    
PO9-01443,Daigue,Daigue,Courtine,La Courtine,Courtine,Courtine (23067),,,,,,,nulle,Creuse,23,La Courtine,dpt_exact_simple,     Daigue  La      Creuse     con de La Courtine     cne de La Courtine       Ladeaygue  prior  523 b    
PO9-01444,Dallet,Dallet,none,none,Dallet,Dallet (63133),,,,,,,nulle,Puy-de-Dôme,63,Pont-du-Château,dpt_exact,     Dallet     Puy de Dôme     con de Pont du Château       Delet  191 a    
PO9-01445,Dalmayrac,Dalmayrac,Lauzerte,Lauzerte,Lauzerte,Lauzerte (82094),,,,,,,nulle,Tarn-et-Garonne,82,Lauzerte,dpt_exact,     Dalmayrac     Tarn et Garonne     con de Lauzerte     cne de Lauzerte       Almayracus  prior  422 d      Dalmayracus  capellanus  422 f  471 c  prior  471 c    
PO9-01446,Dalon,Dalon,Trie,Saint-Trie,Sainte-Trie,Trie (24507),,,,,,,nulle,Dordogne,24,Excideuil,dpt_exact_simple,     Dalon     Dordogne     con d Excideuil     cne de Saint Trie       Dalon  abbas et conventus  525 c    
PO9-01447,Dame,Dame-Sainte,none,none,,18244,P85296911,DT18-05946,Dame,village,commune de Saugy,18244,communes_exact,,,,,
PO9-01448,Damiatte,Damiatte,none,none,Damiatte,Damiatte (81078),,,,,,,nulle,Tarn,81,Saint-Paul-Cap-de-Joux,dpt_exact,     Damiatte     Tarn     con de Saint Paul Cap de Joux       Damiata  404 d      Salvabos  357 f  392 d  398 d  402 d    
PO9-01449,Dampierre,Dampierre,Gargilesse,Gargilesse,,Gargilesse Dampierre (36081) - Gargilesse-Dampierre,,,,,,,nulle,Indre,36,Éguzon,dpt_fuzzy,     Dampierre     Indre     con d Éguzon     cne de Gargilesse       Dampierre  146 a      Dampna Petra  111 f  capellanus  87 f      Dampor  capellanus  48 d      Dompierre  vicarius Sancti Stephani  88 c    
PO9-01450,Dampierre Crot,Dampierre-en-Crot,none,none,Dampierre-en-Crot,Dampierre en Crot (18084),,,,,,,nulle,Cher,18,Vailly-sur-Sauldre,dpt_exact,     Dampierre en Crot     Cher     con de Vailly sur Sauldre       Dampierre  151 j      Dampna Petra  capellanus  118 e  prior  23 e  39 e  72 b  119 b    
PO9-01451,Dampierre Gracay,Dampierre-en-Graçay,none,none,Dampierre-en-Graçay,Dampierre en Gracay (18085),,,,,,,nulle,Cher,18,Graçay,dpt_exact,     Dampierre en Graçay     Cher     con de Graçay       Damna Petra  2 a      Dampierre  143 m      Dampna Petra  8 b  126 d  capellanus  42 d  96 d    
PO9-01452,Dampierre Lignieres,Dampierre[-en-Lignières],Chezal Benoit,Chezal-Benoît,Chezal-Benoît,Chezal Benoit (18065),,,,,,,nulle,Cher,18,Lignières,dpt_exact,     Dampierre  en Lignières      Cher     con de Lignières     cne de Chezal Benoît       Damna Petra  125 b  capellanus  95 d      Dampna Petra  capellanus  51 f      Dampierre  143 b    
PO9-01453,Dampniat,Dampniat,none,none,Dampniat,Dampniat (19068),,,,,,,nulle,Corrèze,19,Brive-la-Gaillarde,dpt_exact,     Dampniat     Corrèze     con de Brive la Gaillarde       Dampnac  capellanus  493 c    
PO9-01454,Darazac,Darazac,none,none,Darazac,Darazac (19069),,,,,,,nulle,Corrèze,19,Saint-Privat,dpt_exact,     Darazac     Corrèze     con de Saint Privat       Darasacus  529 d  capellanus  530 a  532 b      Darazac  capellanus  491 a      Darazacus  528 e    
PO9-01455,Darnets,Darnets,none,none,Darnets,Darnets (19070),,,,,,,nulle,Corrèze,19,Meynac,dpt_exact,     Darnets     Corrèze     con de Meynac       Darnet  capellanus  490 c    
PO9-01456,Dauzat Vodable,Dauzat-sur-Vodable,none,none,Dauzat-sur-Vodable,Dauzat sur Vodable (63134),,,,,,,nulle,Puy-de-Dôme,63,Ardes-sur-Couze,dpt_exact,     Dauzat sur Vodable     Puy de Dôme     con d Ardes sur Couze       Auzac  prior  224 e      Dauzat  prior  156 a    
PO9-01457,Davayat,Davayat,none,none,Davayat,Davayat (63135),,,,,,,nulle,Puy-de-Dôme,63,Combronde,dpt_exact,     Davayat     Puy de Dôme     con de Combronde       Davayat  rector  177 b    
PO9-01458,Davignac,Davignac,none,none,Davignac,Davignac (19071),,,,,,,nulle,Corrèze,19,Meymac,dpt_exact,     Davignac     Corrèze     con de Meymac       Davinhac  capellanus  490 c    
PO9-01459,Degagnac,Dégagnac,none,none,Dégagnac,Degagnac (46087),,,,,,,nulle,Lot,46,Salviac,dpt_exact,     Dégagnac     Lot     con de Salviac       Ganhacus  439 a  capellania  438 d    
PO9-01460,Degagnazes,Degagnazès,Peyrilles,Peyrilles,Peyrilles,Peyrilles (46219),,,,,,,nulle,Lot,46,Saint-Germain-du-Bel-Air,dpt_exact,     Degagnazès     Lot     con de Saint Germain du Bel Air     cne de Peyrilles       Ganhasses  439 a    
PO9-01461,Denat,Dénat,none,none,Dénat,Denat (81079),,,,,,,nulle,Tarn,81,Réalmont,dpt_exact,     Dénat     Tarn     con de Réalmont       Dénat  cure  375 c      Denacus  366 d      Denatum  356 d    
PO9-01462,Deneuille,Deneuille,none,none,,Deneuille Chantelle (03096) – Deneuille-lès-Chantelle,,,,,,,nulle,Allier,03,Chantelle,dpt_fuzzy,     Deneuille     Allier     con de Chantelle       Deneuille  149 h      Denolium  capellanus  77 a      Nolium  capellanus  34 f  117 a    
PO9-01463,Deneuille Mines,Deneuille-les-Mines,none,none,Deneuille-les-Mines,Deneuille les Mines (03097),,,,,,,nulle,Allier,03,Montluçon-est,dpt_exact,     Deneuille les Mines     Allier     con de Montluçon est       Denolium  128 e  capellanus  97 f      Nolium  capellanus  53 b      Tenuelle  148 d    
PO9-01464,Denone,Denone,Effiat,Effiat,Effiat,Effiat (63143),,,,,,,nulle,Puy-de-Dôme,63,Aigueperse,dpt_exact,     Denone     Puy de Dôme     con d Aigueperse     cne d Effiat       Donenne  170 d    
PO9-01465,Deols,Déols,none,none,Déols,Deols (36063),,,,,,,nulle,Indre,36,Châteauroux,dpt_exact,     Déols     Indre     con de Châteauroux       Bourg de Deolz  146 l      Burgus Dolensis  9 a  107 f  522 d      Dolensis  abbas  33 b  51 a  81 c  106 d  108 112  115 116  119 132  135 136  450 d  482 b  c  f  483 a  b  484 d  505 e  520 a  521 b  522 b  c  camerarius  51 a  81 c  conventus  81 c  helemosinarius  92 e  infirmarius  51 a  81 c  magister fabrice  81 c  pitenciarius  51 a  Sancta  seu Beata  Maria parva  120 a  capellanus  21 h  50 c  63 b  146 m  Sanctus Germanus  120 a  146 m  capellanus  21 h  50 d  63 b  vicarius  93 f  Sanctus Stephanus  120 a    
PO9-01466,Desertines,Désertines,none,none,Désertines,Desertines (03098),,,,,,,nulle,Allier,03,Montluçon-est,dpt_exact,     Désertines     Allier     con de Montluçon est       Deserteines  148 f      Dersertines  134 c  capellanus  33 f  101 c    
PO9-01467,Desges,Desges,none,none,Desges,Desges (43085),,,,,,,nulle,Haute-Loire,43,Pinols,dpt_exact,     Desges     Haute Loire     con de Pinols       Degia  274 a  curatus  268 g      Diegha  257 c    
PO9-01468,Dessac,Dessac,Saint Hilaire Peyroux,Saint-Hilaire-Peyroux,Saint-Hilaire-Peyroux,Saint Hilaire Peyroux (19211),,,,,,,nulle,Corrèze,19,Tulle,dpt_exact,     Dessac     Corrèze     con de Tulle     cne de Saint Hilaire Peyroux       Arsas  priorissa  524 f    
PO9-01470,Deux Chaises,Deux-Chaises,none,none,Deux-Chaises,Deux Chaises (03099),,,,,,,nulle,Allier,03,Montet,dpt_exact,     Deux Chaises     Allier     con du Montet       Dotheles  149 i      Due Case  capellanus  34 h  77 c  117 c  prior  91 d    
PO9-01471,Deux Verges,Deux-Verges,none,none,Deux-Verges,Deux Verges (15060),,,,,,,nulle,Cantal,15,Chaudesaigues,dpt_exact,     Deux Verges  Les      Cantal     con de Chaudesaigues       Due Virge  160 a  265 f  271 c  prior secularis  vicaria  245 a    
PO9-01472,Devre,Dèvre,Saint Georges sur la Pree,Saint-Georges-sur-la-Prée,Saint-Georges-sur-la-Prée,Saint Georges sur la Pree (18210),,,,,,,nulle,Cher,18,Graçay,dpt_exact,     Dèvre ou Le Prieuré     Cher     con de Graçay     cne de Saint Georges sur la Prée       Devra  prioratus  20 g      Drivia  prior  55 a      Duvra  prior  42 a    
PO9-01473,Dienne,Dienne,none,none,Dienne,Dienne (15061),,,,,,,nulle,Cantal,15,Murat,dpt_exact,     Dienne     Cantal     con de Murat       Dina  266 b  275 b  capellanus  cura  262 b      Dyana  priorissa  158 a    
PO9-01474,Digons,Digons,Pebrac,Pébrac,Pébrac,Pebrac (43149),,,,,,,nulle,Haute-Loire,43,Langeac,dpt_exact,     Digons     Haute Loire     con de Langeac     cne de Pébrac       Digens  prior  268 g      Digons  273 c  prioratus  258 a    
PO9-01475,Dinsac,Dinsac,none,none,Dinsac,Dinsac (87056),,,,,,,nulle,Haute-Vienne,87,Dorat,dpt_exact,     Dinsac     Haute Vienne     con du Dorat       Dinsac  capellanus  506 c    
PO9-01476,Diors,Diors,none,none,Diors,Diors (36064),,,,,,,nulle,Indre,36,Châteauroux,dpt_exact,     Diors     Indre     con de Châteauroux       Deolz  146 d      Diortum  120 b  capellanus  50 g  63 c    
PO9-01477,Diou,Diou,none,none,Diou,Diou (36065),,,,,,,nulle,Indre,36,Issoudun-nord,dpt_exact,     Diou     Indre     con d Issoudun nord       Dio  capellanus  41 g      Diou  143 e  capellanus  96 e  126 e    
PO9-01478,Dognon,Dognon,Chatenet en Dognon,Chatenet-en-Dognon,Châtenet-en-Dognon,Chatenet en Dognon (87042),,,,,,,nulle,Haute-Vienne,87,Saint-Léonard-de-Noblat,dpt_exact,     Dognon  Le      Haute Vienne     con de Saint Léonard de Noblat     cne de Chatenet en Dognon       Dompnhon  prior  521 a      Dompnhonium  prior et capellanus  507 d    
PO9-01479,Domaize,Domaize,none,none,Domaize,Domaize (63136),,,,,,,nulle,Puy-de-Dôme,63,Saint-Dier-d’Auvergne,dpt_exact,     Domaize     Puy de Dôme     con de Saint Dier d Auvergne       Dimesses  rector  192 a      Domezie  curatus  217 a    
PO9-01480,Domerat,Domérat,none,none,Domérat,Domerat (03101),,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_exact,     Domérat     Allier     con de Montluçon ouest       Domerac  147 f      Domeracus  130 a  prioratus  130 d  prior  33 d  vicarius  98 f      Domeyrac  prioratus  22 d      Domeyracus  prior  77 d    
PO9-01481,Domeyrat,Domeyrat,none,none,Domeyrat,Domeyrat (43086),,,,,,,nulle,Haute-Loire,43,Paulhaguet,dpt_exact,     Domeyrat     Haute Loire     con de Paulhaguet       Dalmayracus  274 g  cura  258 b  prior  258 b  266 f    
PO9-01482,Domeyrot,Domeyrot,none,none,Domeyrot,Domeyrot (23072),,,,,,,nulle,Creuse,23,Jarnages,dpt_exact,     Domeyrot     Creuse     con de Jarnages       Domeyracus  capellanus  482 d    
PO9-01483,Domps,Domps,none,none,Domps,Domps (87058),,,,,,,nulle,Haute-Vienne,87,Eymoutiers,dpt_exact,     Domps     Haute Vienne     con d Eymoutiers       Domps  capellanus  486 b    
PO9-01484,Dona Vignat,Dona-Vignat,Gerzat,Gerzat,Gerzat,Gerzat (63164),,,,,,,nulle,Puy-de-Dôme,63,Clermont-Ferrand-ouest,dpt_exact,     Dona Vignat     Puy de Dôme     con de Clermont Ferrand ouest     cne de Gerzat       Donas Vinhas  163 a    
PO9-01485,Donnazac,Donnazac,none,none,Donnazac,Donnazac (81080),,,,,,,nulle,Tarn,81,Cordes,dpt_exact,     Donnazac     Tarn     con de Cordes       Donasac  recteur  384 c      Donazacus  372 d      Donazarcus  360 b    
PO9-01486,Donnezat,Donnezat,Roche Blanche,la Roche-Blanche,Roche-Blanche,Roche Blanche (63302),,,,,,,nulle,Puy-de-Dôme,63,Veyre-Mouton,dpt_exact_simple,     Donnezat     Puy de Dôme     con de Veyre Mouton     cne de la Roche Blanche       Ruppis de Donazac  154 b    
PO9-01487,Dontreix,Dontreix,none,none,Dontreix,Dontreix (23073),,,,,,,nulle,Creuse,23,Auzances,dpt_exact,     Dontreix     Creuse     con d Auzances       Dontrey  prior  169 a  221 b  233 a  curatus  169 a    
PO9-01488,Donzenac,Donzenac,none,none,Donzenac,Donzenac (19072),,,,,,,nulle,Corrèze,19,Brive-la-Gaillarde,dpt_exact,     Donzenac     Corrèze     con de Brive la Gaillarde     arrt de Brive la Gaillarde       Donzenac  capellanus  494 f    
PO9-01489,Doranges,Doranges,none,none,Doranges,Doranges (63137),,,,,,,nulle,Puy-de-Dôme,63,Arlanc,dpt_exact,     Doranges     Puy de Dôme     con d Arlanc       Dauranghas  197 b      Daurengie  curatus  227 b    
PO9-01490,Dorat,Dorat,none,none,Dorat,Dorat (63138),,,,,,,nulle,Puy-de-Dôme,63,Thiers,dpt_exact,     Dorat     Puy de Dôme     con de Thiers       Dorat  191 a      Duratum  curatus  217 e    
PO9-01491,Dorat,Dorat,none,none,Dorat,Dorat (87059),,,,,,,nulle,Haute-Vienne,87,Bellac,dpt_exact,     Dorat  Le      Haute Vienne     con de Bellac     arrt de Bellac       Dauratensis  503  504 a  505 d  f  506  519 e  abbas et capitulum  505 d      Doratum  capellanus  prior Domus Dei  519 e    
PO9-01492,Dore Eglise,Dore-l’Église,none,none,Dore-l'Église,Dore l Eglise (63139),,,,,,,nulle,Puy-de-Dôme,63,Arlanc,dpt_exact,     Dore l Église     Puy de Dôme     con d Arlanc       Dora  prior  226 d      Doyra  195 c    
PO9-01493,Douadic,Douadic,none,none,Douadic,Douadic (36066),,,,,,,nulle,Indre,36,Blanc,dpt_exact,     Douadic     Indre     con du Blanc       Doadic  145 k  capellanus  45 g  102 c      Doadicum  parochia  136 b    
PO9-01494,Doue,Doue,Saint Germain Laprade,Saint-Germain-Laprade,Saint-Germain-Laprade,Saint Germain Laprade (43190),,,,,,,nulle,Haute-Loire,43,Puy-sud-est,dpt_exact,     Doue     Haute Loire     con du Puy sud est     cne de Saint Germain Laprade       Doe  abbas  568 c  capellanus  573 b    
PO9-01495,Doulcay,Doulçay,Maray,Maray,Maray,Maray (41122),,,,,,,nulle,Loir-et-Cher,41,Mennetou-sur-Cher,dpt_exact,     Doulçay     Loir et Cher     con de Mennetou sur Cher     cne de Maray       Docayum  15 a      Doucay  8 a      Douceyum  capellanus  96 d      Doulçay  2 a      Doulcey  143 n      Doulceyum  126 d      Ducayum  capellanus  42 d    
PO9-01496,Dourn,Dourn,none,none,Dourn,Dourn (81082),,,,,,,nulle,Tarn,81,Valence-d’Albigeois,dpt_exact,     Dourn  Le      Tarn     con de Valence d Albigeois       Dornum  368 f      Le Dorn  recteur  386 c    
PO9-01497,Dournazac,Dournazac,none,none,Dournazac,Dournazac (87060),,,,,,,nulle,Haute-Vienne,87,Saint-Mathieu,dpt_exact,     Dournazac     Haute Vienne     con de Saint Mathieu       Dornazac  capellanus  499 e    
PO9-01498,Doyet,Doyet,none,none,Doyet,Doyet (03104),,,,,,,nulle,Allier,03,Montmarault,dpt_exact,     Doyet     Allier     con de Montmarault       Doe  capellanus  32 b      Doet  148 e      Doyacus  capellanus  79 a      Doyetum  128 b    
PO9-01499,Dreuil,Dreuil,Roche Noire,la Roche-Noire,Roche-Noire,Roche Noire (63306),,,,,,,nulle,Puy-de-Dôme,63,Vic-le-Comte,dpt_exact_simple,     Dreuil     lieu détruit      Puy de Dôme     con de Vic le Comte     cne de la Roche Noire       Drolhs  190 c    
PO9-01500,Drevant,Drevant,none,none,Drevant,Drevant (18086),,,,,,,nulle,Cher,18,Saint-Amand-Montrond,dpt_exact,     Drevant     Cher     con de Saint Amand Montrond       Darvan  prioratus  21 k      Derventum  123 e  prior  52 d  80 a  prioratus  124 d      Dravent  152 h    
PO9-01501,Drignac,Drignac,none,none,,15003,P78235417,DT15-16403,Vigne,hameau avec château,commune d’Ally,15003,communes_fuzzy,,,,,
PO9-01501,Drignac,Drignac,none,none,,15003,P82694640,DT15-09240,Magnac,domaine ruiné,commune d’Ally,15003,communes_fuzzy,,,,,
PO9-01501,Drignac,Drignac,none,none,,15003,P07225752,DT15-07868,Ginalhac,village et moulin détruit,commune d’Ally,15003,communes_fuzzy,,,,,
PO9-01502,Droiturier,Droiturier,none,none,Droiturier,Droiturier (03105),,,,,,,nulle,Allier,03,Lapalisse,dpt_exact,     Droiturier     Allier     con de Lapalisse       Dareyturay  prior  218 b      Deutures  183 a      Dreyturiacus  prior  240 b    
PO9-01503,Drouille Blanche,Drouille-Blanche,Bonnac la Cote,Bonnac-la-Côte,Bonnac-la-Côte,Bonnac la Cote (87020),,,,,,,nulle,Haute-Vienne,87,Ambazac,dpt_exact,     Drouille Blanche  La      Haute Vienne     con d Ambazac     cne de Bonnac la Côte       Drulla Alba  priorissa  capellanus  520 b    
PO9-01504,Drouille Noire,Drouille-Noire,Bonnac la Cote,Bonnac-la-Côte,Bonnac-la-Côte,Bonnac la Cote (87020),,,,,,,nulle,Haute-Vienne,87,Ambazac,dpt_exact,     Drouille Noire  La      Haute Vienne     con d Ambazac     cne de Bonnac la Côte       Drulha Nigra  priorissa  520 c    
PO9-01505,Droux,Droux,none,none,Droux,Droux (87061),,,,,,,nulle,Haute-Vienne,87,Magnac-Laval,dpt_exact,     Droux     Haute Vienne     con de Magnac Laval        Droys  Drolium  505 c    
PO9-01506,Drugeac,Drugeac,none,none,Drugeac,Drugeac (15063),,,,,,,nulle,Cantal,15,Mauriac,dpt_exact,     Drugeac     Cantal     con de Mauriac       Drughat  209 b      Durgiacus  prior  222 e    
PO9-01507,Drulhe,Drulhe,none,none,Drulhe,Drulhe (12091),,,,,,,nulle,Aveyron,12,Montbazens,dpt_exact,     Drulhe     Aveyron     con de Montbazens       Drulha  prioratus  rector  311 b  preceptor  287 e  299 d    
PO9-01508,Dunet,Dunet,none,none,Dunet,Dunet (36067),,,,,,,nulle,Indre,36,Saint-Benoît-du-Sault,dpt_exact,     Dunet     Indre     con de Saint Benoît du Sault       Dun  145 h      Dunet  111 f      Dunetum  capellanus  49 a  prior  49 a  prioratus  112 a      Dunum  prioratus  21 c    
