article,output6.xml,DT30.xml
DT30-05178,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05193,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-05226,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05242,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05363,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05364,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05469,"commune d’Aigues-Mortes, sur l'emplacement de l'abbaye de Saint-Pierre-de-Psalmody.","commune d'Aiguesmortes         , sur l'emplacement de l'abbaye de Saint-Pierre-de-Psalmody."
DT30-05565,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-05609,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05682,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05690,Saint-Roman-de-Codiere et se jette dans le Rieutort ou Ensumène à ,            Saint-Roman-de-Codière          et se jette dans le Rieutort ou Ensumène à 
DT30-05716,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05717,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05721,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05806,"commune de Saint-Mamert, au ","commune de Saint-Mamet         , au "
DT30-05821,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-05825,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05855,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-05976,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06230,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06275,canton d’Aigues-Mortes.,canton d'Aiguesmortes.
DT30-06372,communes d'Aigues-Mortes et de Saint-Laurent-d'Aigouze.,communes d'Aiguesmortes et de Saint-Laurent-d'Aigouze.
DT30-06461,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06462,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06499,commune de Saint-Bonnet.,commune de Saint-Bonnel         .
DT30-06595,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-06749,communes de Saint-Gilles et d'Aigues-Mortes.,communes de Saint-Gilles et d'Aiguesmortes.
DT30-06814,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06817,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06855,"commune d’Aigues-Mortes, ","commune d'Aiguesmortes         , "
DT30-06868,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06902,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-06908,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-07009,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-07034,commune de Saint-Mamert.,commune de Saint-Mamet         .
DT30-07304,territoire de la commune d’Aigues-Mortes.,territoire de la commune d'Aiguesmortes.
DT30-07365,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-07391,commune d’Aigues-Mortes.,commune d'Aiguesmortes         .
DT30-07395,commune d’Aigues-Mortes.,commune d'Aignesmortes.
