ID	NomCommune	NomNormalise	NomCanton	INSEE	NCC
DT37-24218	Savigné	SAVIGNE	canton de Château-la-Vallière	37241	SAVIGNE-SUR-LATHAN
DT37-24219	Savigny	SAVIGNY	canton et de l’arrondissement de Chinon	37242	SAVIGNY-EN-VERON
DT37-24224	Savonnières	SAVONNIERES	canton de Tours-Sud	37243	SAVONNIERES
DT37-24226	Sazilly	SAZILLY	canton de l’Ile-Bouchard	37244	SAZILLY
DT37-24276	Semblançay	SEMBLANCAY	canton de Neuillé-Pont-Pierre	37245	SEMBLANCAY
DT37-24296	Sennevières	SENNEVIERES	canton et de l’arrondissement de Loches	37246	SENNEVIERES
DT37-24298	Saint-Senoch	SAINT-SENOCH	canton de Ligueil	37238	SAINT-SENOCH
DT37-24305	Sepmes	SEPMES	canton de la Haye	37247	SEPMES
DT37-24347	Seuilly	SEUILLY	canton et de l’arrondissement de Chinon	37248	SEUILLY
DT37-24441	Sonzay	SONZAY	canton de Neuillé-Pont-Pierre	37249	SONZAY
DT37-24446	Sorigny	SORIGNY	canton de Montbazon	37250	SORIGNY
DT37-24526	Souvigné	SOUVIGNE	canton de Château-la-Vallière	37251	SOUVIGNE
DT37-24527	Souvigny	SOUVIGNY	canton d’Amboise	37252	SOUVIGNY-DE-TOURAINE
DT37-24538	Sublaines	SUBLAINES	canton de Bléré	37253	SUBLAINES
DT37-24548	Saint-Symphorien	SAINT-SYMPHORIEN	canton de Tours-Nord	37239	Saint-Symphorien
DT37-24686	Tauxigny	TAUXIGNY	canton et de l’arrondissement de Loches	37254	TAUXIGNY
DT37-24688	Tavant	TAVANT	canton de l’Ile-Bouchard	37255	TAVANT
DT37-24868	Thenay	THENAY	département de Loir-et-Cher	41257	THENAY
DT37-24869	Theneuil	THENEUIL	canton de l’Ile-Bouchard	37256	THENEUIL
DT37-24918	Thilouze	THILOUZE	canton d’Azay-le-Rideau	37257	THILOUZE
DT37-24926	Thizay	THIZAY	canton et de l’arrondissement de Chinon	37258	THIZAY
DT37-25298	Saint-Martin-de-Tournon	SAINT-MARTIN-DE-TOURNON	chef-lieu de canton	36224	TOURNON-SAINT-MARTIN
DT37-25299	Saint-Pierre-de-Tournon	SAINT-PIERRE-DE-TOURNON	canton de Preuilly	37259	TOURNON-SAINT-PIERRE
DT37-25308	Tours	TOURS	chef-lieu	37261	TOURS
DT37-25311	Tour Saint-Gelin	TOUR SAINT-GELIN	canton de Richelieu	37260	TOUR-SAINT-GELIN
DT37-25496	Trogues	TROGUES	canton de l’Ile-Bouchard	37262	TROGUES
DT37-25602	Truyes	TRUYES	canton de Montbazon	37263	TRUYES
DT37-25992	Vallères	VALLERES	canton d’Azay-le-Rideau	37264	VALLERES
DT37-26010	Vallières-les-Grandes	VALLIERES-LES-GRANDES	canton de Montrichard	41267	VALLIERES-LES-GRANDES
DT37-26091	Varennes	VARENNES	canton de Ligueil	37265	VARENNES
DT37-26402	Veigné	VEIGNE	canton de Montbazon	37266	VEIGNE
DT37-26410	Vellèche	VELLECHE	canton de Leigné-sur-Usseau	86280	VELLECHES
DT37-26462	Véretz	VERETZ	canton de Tours-Sud	37267	VERETZ
DT37-26519	Verneuil-le-Château	VERNEUIL-LE-CHATEAU	canton de Richelieu	37268	VERNEUIL-LE-CHATEAU
DT37-26520	Verneuil-sur-Indre	VERNEUIL-SUR-INDRE	canton de Loches	37269	VERNEUIL-SUR-INDRE
DT37-26528	Vernou	VERNOU	canton de Vouvray	37270	Vernou-sur-Brenne
DT37-26603	Veuves	VEUVES	canton de Loir-et-Cher	41272	VEUVES
DT37-26798	Villaines	VILLAINES	canton d’Azay-le-Rideau	37271	VILLAINES-LES-ROCHERS
DT37-26802	Villandry	VILLANDRY	canton de Tours-Sud	37272	VILLANDRY
DT37-26823	Ville-aux-Dames	VILLE-AUX-DAMES	canton de Tours-Nord	37273	VILLE-AUX-DAMES
DT37-26829	Villebourg	VILLEBOURG	canton de Neuvy-Roi	37274	VILLEBOURG
DT37-26832	Villechauve	VILLECHAUVE	canton de Saint-Amand	41278	VILLECHAUVE
DT37-26838	Villedômain	VILLEDOMAIN	canton de Montrésor	37275	VILLEDOMAIN
DT37-26839	Villedômer	VILLEDOMER	canton de Châteaurenault	37276	VILLEDOMER
DT37-26853	Villeloin-Coulangé	VILLELOIN-COULANGE	canton de Montrésor	37277	VILLELOIN-COULANGE
DT37-26882	Villeperdue	VILLEPERDUE	canton de Montbazon	37278	VILLEPERDUE
DT37-26886	Villeporcher	VILLEPORCHER	canton de Saint-Amand	41286	VILLEPORCHER
DT37-26933	Villiers-au-Boin	VILLIERS-AU-BOIN	canton de Château-la-Vallière	37279	VILLIERS-AU-BOUIN
DT37-27115	Vou	VOU	canton de Ligueil	37280	VOU
DT37-27120	Vouvray	VOUVRAY	arrondissement de Tours	37281	VOUVRAY
DT37-27149	Yzeures	YZEURES	canton de Preuilly	37282	YZEURES-SUR-CREUSE
DT37-27154	Allonnes	ALLONNES	arrondissement de Saumur	49002	ALLONNES
DT37-27156	Antoigné	ANTOIGNE	arrondissement de Saumur	49009	ANTOIGNE
DT37-27159	Brain-sur-Allonnes	BRAIN-SUR-ALLONNES	arrondissement de Saumur	49041	BRAIN-SUR-ALLONNES
DT37-27160	Breille	BREILLE	arrondissement de Saumur	49045	BREILLE-LES-PINS
DT37-27172	Saint-Cyran du Jambot	SAINT-CYRAN DU JAMBOT	commune et canton de Châtillon-sur-Indre	36188	SAINT-CYRAN-DU-JAMBOT
