article,output6.xml,DT15.xml
DT15-03031,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03062,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03096,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03128,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03153,commune de la Lafeuillade-en-Vézie ,commune de la Chapelle-en-Vézie               
DT15-03169,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03179,commune de Vezels-Roussy,commune de Roussy               
DT15-03208,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03261,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03274,commune de Saint-Etienne-de-Maurs,commune de Sainl-Etienne-de-Maurs               
DT15-03280,commune de Montsalvy,commune de Monlsalvy               
DT15-03290,commune de Vezels-Roussy,commune de Roussy               
DT15-03292,commune de Vezels-Roussy,commune de Roussy               
DT15-03311,"communes de la Capelle-del-Fraisse, Sansac-Veinazès et de Junhac","communes de la Capelle-del-Fraisse, Sansac-Veynazès et de Junhac      "
DT15-03365,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03382,canton de Ruynes,canton de Ruines      
DT15-03386,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03393,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03451,commune de Ruynes,commune de Ruines               
DT15-03472,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03500,canton de Ruynes,canton de Ruines      
DT15-03551,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03613,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03686,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03707,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03723,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03744,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03745,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-03771,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03782,commune de Ruynes,commune de Ruines               
DT15-03805,commune de Ruynes,commune de Ruines               
DT15-03808,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-03830,commune de Ruynes,commune de Ruines               
DT15-03851,commune de Loubaresse,commune de Louharesse               
DT15-04010,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-04100,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-04110,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-04113,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-04118,canton de Ruynes,canton de Ruines      
DT15-04189,"communes de Jabrun, d'Espinasse et de Chaudes-Aigues","communes de Jabrun, d'Espinasse et de Chaudesaigues      "
DT15-04224,commune de Chaliers,commune de Chalers               
DT15-04295,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-04339,communes de Pleaux et de Saint-Julien-aux-Bois Corrèze,communes de Pleaux et de Saint-Julien-au-Bois Corrèze      
DT15-04363,commune de Vezels-Roussy,commune de Roussy               
DT15-04400,commune de Vezels-Roussy,commune de Roussy               
DT15-04406,canton de Ruynes,canton de Ruines      
DT15-04537,"communes de la Capelle-del-Fraisse, Sansac-Veinazès et de Junhac","communes de la Capelle-del-Fraisse, Sansac-Veynazès et de Junhac      "
DT15-04566,commune de Saint-Mamet-la-Salvetat,commune de Saint-Mamet-la-Salvelat               
DT15-04617,commune de Vezels-Roussy,commune de Roussy               
DT15-04634,commune de Ruynes,commune de Ruines               
DT15-04646,commune de Ruynes,commune de Ruines               
DT15-04674,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-04690,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-04725,commune de Saint-Mamet-la-Salvetat,commune de Saint-Mamet-la-Salvelat               
DT15-04844,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05025,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05077,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05078,communes de Vézac et d'Arpajon-sur-Cère,communes de Vézac et d'Arpajon      
DT15-05079,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-05090,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-05178,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05187,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-05200,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05236,commune de Laroquevieille,commune de Laroquevielle               
DT15-05239,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05287,commune de Vezels-Roussy,commune de Roussy               
DT15-05309,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05310,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05322,commune de Ruynes,commune de Ruines               
DT15-05323,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-05357,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05377,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-05384,commune de Saint-Mamet-la-Salvetat,commune de Saint-Mamet-la-Salvelat               
DT15-05401,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-05426,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05456,commune de Vezels-Roussy,commune de Roussy               
DT15-05563,canton de Chaudes-Aigues,canton de Chaudesaigues      
DT15-05573,commune de Vezels-Roussy,commune de Roussy               
DT15-05609,commune de Ruynes,commune de Ruines               
DT15-05638,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05662,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05815,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05856,commune de Sansac-Veinazès,commune de Sanzac-Veinazès               
DT15-05876,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05937,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05939,commune de Vezels-Roussy,commune de Roussy               
DT15-05947,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-05956,canton de Chaudes-Aigues,canton de Chaudesaigues               
DT15-05979,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06049,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06060,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06152,commune de Saint-Cirgues-de-Jordanne,commune de Saint-Cirgues de Jordanne               
DT15-06158,commune de Saint-Mamet-la-Salvetat,commune de Saint-Mamet-la-Salvelat               
DT15-06188,commune de Ruynes,commune de Ruines               
DT15-06246,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-06339,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-06343,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06408,canton de Ruynes,canton de Ruines      
DT15-06514,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06516,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-06523,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-06528,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06552,commune du Vaulmier,commune du Vaulnier               
DT15-06597,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06630,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-06633,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06756,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-06818,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-06859,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-06862,commune de Ruynes,commune de Ruines               
DT15-06884,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Remy-de-Chaudesaigues               
DT15-06900,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07066,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-07107,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07129,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-07153,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-07154,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-07219,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07220,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07263,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-07264,communes de Chaudes-Aigues et de Saint-Martial,communes de Chaudesaigues et de Saint-Martial      
DT15-07280,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07289,commune de Lieutadès,commune de Lieuladès               
DT15-07295,canton de Chaudes-Aigues,canton de Chaudesaigues      
DT15-07326,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07389,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07396,commune de Vezels-Roussy,commune de Roussy               
DT15-07408,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07412,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-07420,"communes de Mandailles, Saint-Cirgues-de-Jordanne, Lascelle, Saint-Simon, Aurillac et Arpajon-sur-Cère","communes de Mandailles, Saint-Cirgues-de-Jordanne, Lascelle, Saint-Simon, Aurillac et Arpajon      "
DT15-07548,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-07563,commune de Sansac-Veinazès,commune de Sanzac-Veinazès               
DT15-07592,commune d’Anglards-de-Saint-Flour,commune d'Anglards de Saint-Flour               
DT15-07693,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-07734,commune de Sansac-Veinazès,commune de Sanzac-Veinazès               
DT15-07911,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-07945,communes de Roannes-Saint-Mary et Saint-Mamet-la-Salvetat,communes de Roannes-Saint-Mary et Saint-Mamet-Ia-Salvetat      
DT15-08082,commune de Mauriac,commune de MAuriac-l'Eglise               
DT15-08099,commune de Chastel-Marlhac,commune de Ghastel-Marlhac               
DT15-08116,commune de Rouffiac,commune de Roufliac               
DT15-08122,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-08189,commune de Mauriac,commune de MAuriac-l'Eglise               
DT15-08291,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-08302,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-08307,commune de Mauriac,commune de MAuriac-l'Eglise               
DT15-08417,commune du Fau,commune du Fan               
DT15-08438,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-08439,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-08482,commune de Chaudes-Aigues,commune de Chaudesaigues               
DT15-08483,communes de Chaudes-Aigues et de Saint-Martial,communes de Chaudesaigues et de Saint-Martial      
DT15-08499,commune d’Arpajon-sur-Cère,commune d'Arpajon               
DT15-08508,commune de Lieutadès,commune de Lieuladès               
DT15-08586,commune de la Chapelle-d’Alagnon d'Alagnon,commune de la Chapelle d'Alagnon               
DT15-08865,commune de Saint-Hippolyte,commune de Saint-Hyppolyte               
DT15-08962,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-08998,commune de Coltines,commune de Collines               
DT15-09012,commune de Saint-Martin-Cantalès,commune de Saint-Marlin-Cantalès               
DT15-09074,commune de Saint-Rémy-de-Chaudes-Aigues,commune de Saint-Rémy-de-Chaudes-aigues               
DT15-09146,commune de Montchamp,commune de Monchamp               
DT15-09427,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-09529,Muratcanton de l'arrondissement de ,canton de l'arrondissement de Murat      
DT15-09729,commune de Montsalvy,commune de Monlsalvy               
DT15-09891,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-09916,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-09974,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-10052,commune de Laveissière,commune de Lavaissière               
DT15-10210,commune de Saint-Hippolyte,commune de Saint-Hippotyle               
DT15-10289,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-10309,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-10341,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-10383,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-10894,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-11119,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-11445,commune de Montchamp champ,commune de Mont champ               
DT15-11558,canton de Saint-Mamet-la-Salvetat,canton de Saint-Mamet-la-Salvelat      
DT15-11582,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-11639,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-11640,communes de Capelle-del-Fraisse et de Lafeuillade-en-Vézie,communes de Lacapelle-del-Fraysse et de Lafeuillade-en-Vézie      
DT15-11749,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-11752,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-11906,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-11925,commune de Saint-Santin-de-Maurs,commune de Saint-Martin-de-Maurs               
DT15-12005,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-12029,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-12030,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-12031,"communes de Pailherols, de Malbo, Capelle-Barrez, le Mur-de-Barrez et Brommat","communes de Pailherols, de Malbo, Lacapelle-Barrès, le Mur-de-Barrez et Brommat      "
DT15-12139,commune de Laveissière,commune de Laveissièrc               
DT15-12243,communes d'Anglards-de-Saint-Flour de Saint-Flour,communes d'Anglards de Saint-Flour      
DT15-12260,commune de Saint-Mamet-la-Salvetat,commune de Saint-Mamet-la-Salvelat               
DT15-12312,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-12625,commune de Chaudes-Aigues,commune de Chaudesaigue               
DT15-12632,commune de Saint-Hippolyte,commune de Saint-Hippolyle               
DT15-12636,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-12973,commune d’Ytrac,commune d'Aurillac et d'Ytrac               
DT15-13009,"communes de Capelle-del-Fraisse, Marcolès, Vitrac, Boisset et Saint-Étienne-de-Maurs","communes de Lacapelle-del-Fraysse, Marcolès, Vitrac, Boisset et Saint-Étienne-de-Maurs      "
DT15-13030,commune de Saint-Hippolyte,commune de Saint-Hyppolyte               
DT15-13056,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-13115,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-13209,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-13429,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-13435,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-13640,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-13663,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-13664,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-13765,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-13954,commune de Saint-Julien-de-Toursac,commune de Sain-Julien-de-Toursac               
DT15-14454,commune d'Anglards-de-Saint-Flour de-Saint-Flour,commune d'Anglards de-Saint-Flour               
DT15-14637,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-14651,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-14683,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
DT15-14821,commune de Capelle-del-Fraisse,commune de Lacapelle-del-Fraysse               
DT15-15015,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-15250,commune d’Arpajon-sur-Cère,commune d'Arpajon-sur-Cère et de Vézac               
DT15-15263,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-15569,canton de Saint-Flour,canton de Saint-FIour      
DT15-15613,commune de Roffiac,commune de Rofliac               
DT15-15652,commune de Capelle-Barrez,commune de Lacapelle-Barrès               
DT15-15867,communes de Cassaniouze et de Grand-Vabre Aveyron,communes de Cassaniouze et de Grand-Vabré Aveyron      
DT15-15883,communes de Cheylade et de Lugarde,communes de Cheylade et de Lagarde      
DT15-16451,commune d’Auriac-l’Église,commune d'Auriac-l'Eglise               
