article_id,vedette,localisationde,dpt_code,canton_code,localisationco,insee_code,method,origine,NCCENR
PO7-03609,Satillieu,Ardèche,DEP_07,none,none,07309,exact,sansloc,Satillieu
PO7-03610,Satolas,Isère,DEP_38,la Verpillière,Satolas-et-Bonce,38475,exact,avecloc,Satolas-et-Bonce
PO7-03613,Saulnot,Haute-Saône,DEP_70,Héricourt,none,70477,exact,sansloc,Saulnot
PO7-03614,Saulx,Haute-Saône,DEP_70,none,none,70478,exact,sansloc,Saulx
PO7-03615,Saunières,Saône-et-Loire,DEP_71,Verdun-sur-le-Doubs,none,71504,exact,sansloc,Saunières
PO7-03616,Sausheim,Haut-Rhin,DEP_68,Habsheim,none,68300,exact,sansloc,Sausheim
PO7-03619,Sauvigney-lès-Pesmes,Haute-Saône,DEP_70,Pesmes,none,70480,exact,sansloc,Sauvigney-lès-Pesmes
PO7-03620,Sauzet,Drôme,DEP_26,Marsanne,none,26338,exact,sansloc,Sauzet
PO7-02123,Mépin,Isère,DEP_38,Saint-Jean-de-Bournay,Savas-Mépin,38476,exact,avecloc,Savas-Mépin
PO7-03621,Savas,Isère,DEP_38,Saint-Jean-de-Bournay,Savas-Mépin,38476,exact,avecloc,Savas-Mépin
PO7-03622,Savasse,Drôme,DEP_26,Marsanne,none,26339,exact,sansloc,Savasse
PO7-03624,Savel,Isère,DEP_38,la Mure,none,none,nulle,sansloc,none
PO7-03625,Savigna,Jura,DEP_39,Arinthod,none,39506,exact,sansloc,Savigna
PO7-03626,Savigny,Haute-Savoie,DEP_74,Saint-Julien-en-Genevois,none,50569,exact,sansloc,Savigny
PO7-03628,Savigny-en-Revermont,Saône-et-Loire,DEP_71,Beaurepaire,none,71506,exact,sansloc,Savigny-en-Revermont
PO7-03629,Savoie,none,none,none,none,none,nulle,sansloc,none
PO7-03630,Saxel,Haute-Savoie,DEP_74,Boëge,none,74261,exact,sansloc,Saxel
PO7-03596,Saône,Doubs,DEP_25,Besançon,none,25532,exact,sansloc,Saône
PO7-03632,Sceautres,Ardèche,DEP_07,Rochemaure,none,07311,exact,sansloc,Sceautres
PO7-03633,Scey-en-Varais,Doubs,DEP_25,Ornans,none,none,nulle,sansloc,none
PO7-02967,Saint-Albin,Haute-Saône,DEP_70,Scey-sur-Saône,Scey-sur-Saône,none,nulle,avecloc,none
PO7-03634,Scey-sur-Saône,Haute-Saône,DEP_70,none,none,none,nulle,sansloc,none
PO7-03638,Schlierbach,Haut-Rhin,DEP_68,Landser,none,68301,exact,sansloc,Schlierbach
PO7-03644,Scientrier,Haute-Savoie,DEP_74,Reignier,none,74262,exact,sansloc,Scientrier
PO7-01407,Filly,Haute-Savoie,DEP_74,Thonon-les-Bains,Sciez,74263,exact,avecloc,Sciez
PO7-03645,Sciez,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74263,exact,sansloc,Sciez
PO7-03200,Saint-Hippolyte,Haute-Savoie,DEP_74,Cluses,Scionzier,74264,exact,avecloc,Scionzier
PO7-03646,Scionzier,Haute-Savoie,DEP_74,Cluses,none,74264,exact,sansloc,Scionzier
PO7-03647,Scye,Haute-Saône,DEP_70,Port-sur-Saône,none,70483,exact,sansloc,Scye
PO7-03650,Seewen,Haut-Rhin,DEP_68,Masevaux,none,68307,fuzzy,sansloc,Sewen
PO7-03653,Selles,Haute-Saône,DEP_70,Vauvillers,none,27620,exact,sansloc,Selles
PO7-03654,Sellières,Jura,DEP_39,none,none,39508,exact,sansloc,Sellières
PO7-03655,Seloncourt,Doubs,DEP_25,Hérimoncourt,none,25539,exact,sansloc,Seloncourt
PO7-03658,Semmadon,Haute-Saône,DEP_70,Combeaufontaine,none,70486,exact,sansloc,Semmadon
PO7-03660,Senaide,Vosges,DEP_88,Lamarche,none,88450,exact,sansloc,Senaide
PO7-03663,Senargent,Haute-Saône,DEP_70,Villersexel,none,none,nulle,sansloc,none
PO7-03664,Sens,Saône-et-Loire,DEP_71,Saint-Germain-du-Bois,none,89387,exact,sansloc,Sens
PO7-03666,Sentheim,Haut-Rhin,DEP_68,Masevaux,none,68304,exact,sansloc,Sentheim
PO7-03667,Seppois-le-Bas,Haut-Rhin,DEP_68,Hirsingue,none,68305,exact,sansloc,Seppois-le-Bas
PO7-03668,Seppois-le-Haut,Haut-Rhin,DEP_68,Hirsingue,none,68306,exact,sansloc,Seppois-le-Haut
PO7-02584,Péage,Isère,DEP_38,Vienne,Septème,38480,exact,avecloc,Septème
PO7-03669,Septème,Isère,DEP_38,Vienne,none,38480,exact,sansloc,Septème
PO7-03670,Serezin-de-la-Tour,Isère,DEP_38,Bourgoin,none,38481,fuzzy,sansloc,Sérézin-de-la-Tour
PO7-03671,Sermange,Jura,DEP_39,Gendrey,none,39513,exact,sansloc,Sermange
PO7-03672,Sermesse,Saône-et-Loire,DEP_71,Verdun-sur-le-Doubs,none,71517,exact,sansloc,Sermesse
PO7-03677,Serqueux,Haute-Marne,DEP_52,Bourbonne-les-Bains,none,52470,exact,sansloc,Serqueux
PO7-03678,Serraval,Haute-Savoie,DEP_74,Thônes,none,74265,exact,sansloc,Serraval
PO7-03680,Serre,Doubs,DEP_25,Audeux,none,12269,exact,sansloc,Serre
PO7-01940,Loirieu,Isère,DEP_38,Vinay,Serre-Nerpol,38275,exact,avecloc,Serre-Nerpol
PO7-02406,Nerpol,Isère,DEP_38,Vinay,Serre-Nerpol,38275,exact,avecloc,Serre-Nerpol
PO7-03682,Serre-Nerpol,Isère,DEP_38,Vinay,none,38275,exact,sansloc,Serre-Nerpol
PO7-03683,Serres-les-Moulières,Jura,DEP_39,Gendrey,none,39514,fuzzy,sansloc,Serre-les-Moulières
PO7-03684,Serrières,Ardèche,DEP_07,none,none,07313,exact,sansloc,Serrières
PO7-03686,Serrières-en-Chautagne,Savoie,DEP_73,Ruffieux,none,73286,exact,sansloc,Serrières-en-Chautagne
PO7-03687,Serves,Drôme,DEP_26,Tain,none,none,nulle,sansloc,none
PO7-03689,Servigney,Doubs,DEP_25,Rougemont,none,70490,exact,sansloc,Servigney
PO7-03690,Servin,Doubs,DEP_25,Baume-les-Dames,none,25544,exact,sansloc,Servin
PO7-03692,Seurre,Côte-d’Or,none,none,none,21607,nodpt,sansloc,Seurre
PO7-03694,Seveux,Haute-Saône,DEP_70,Fresne-Saint-Mamès,none,70491,exact,sansloc,Seveux
PO7-03696,Seynod,Haute-Savoie,DEP_74,Annecy,none,74268,exact,sansloc,Seynod
PO7-00960,Cologny,Haute-Savoie,DEP_74,Seyssel,Seyssel,01407,exact,avecloc,Seyssel
PO7-03697,Seyssel,Ain,DEP_01,none,none,01407,exact,sansloc,Seyssel
PO7-03699,Seyssins,Isère,DEP_38,Sassenage,none,38486,exact,sansloc,Seyssins
PO7-01125,Cueys,Isère,DEP_38,Vienne,Seyssuel,38487,exact,avecloc,Seyssuel
PO7-03700,Seyssuel,Isère,DEP_38,Vienne,none,38487,exact,sansloc,Seyssuel
PO7-03701,Seythenex,Haute-Savoie,DEP_74,Faverges,none,74270,exact,sansloc,Seythenex
PO7-03255,Saint-Julien,Isère,DEP_38,Crémieu,Siccieu-Saint-Julien-et-Carisieu,38488,exact,avecloc,Siccieu-Saint-Julien-et-Carisieu
PO7-03703,Sierentz,Haut-Rhin,DEP_68,Landser,none,68309,exact,sansloc,Sierentz
PO7-03706,Sigolsheim,Haut-Rhin,DEP_68,Kaysersberg,none,68310,exact,sansloc,Sigolsheim
PO7-03707,Silhac,Ardèche,DEP_07,Vernoux,none,07314,exact,sansloc,Silhac
PO7-03708,Sillans,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38490,exact,sansloc,Sillans
PO7-03709,Sillingy,Haute-Savoie,DEP_74,Annecy,none,74272,exact,sansloc,Sillingy
PO7-01930,Limon,Isère,DEP_38,Saint-Symphorien-d’Ozon,Simandres,69295,exact,avecloc,Simandres
PO7-03219,Saint-Jean-d’Arches,Isère,DEP_38,Saint-Symphorien-d’Ozon,Simandres,69295,exact,avecloc,Simandres
PO7-03711,Simandres,Isère,DEP_38,Saint-Symphorien d’Ozon,none,69295,exact,sansloc,Simandres
PO7-03713,Sinard,Isère,DEP_38,Monestier-de-Clermont,none,38492,exact,sansloc,Sinard
PO7-03715,Sirod,Jura,DEP_39,Champagnole,none,39517,exact,sansloc,Sirod
PO7-03717,Sisgau,none,none,none,none,none,nulle,sansloc,none
PO7-03720,Sixt,Haute-Savoie,DEP_74,Samoëns,none,none,nulle,sansloc,none
PO7-01690,Hochkirch,Haut-Rhin,DEP_68,Landser,Siérentz,none,nulle,avecloc,none
PO7-03705,Siévoz,Isère,DEP_38,Valbonnais,none,38489,exact,sansloc,Siévoz
PO7-03721,Soing,Haute-Saône,DEP_70,Fresne-Saint-Mamès,none,none,nulle,sansloc,none
PO7-03724,Sollières,Savoie,DEP_73,Lanslebourg,Sollières-Sardières,73287,exact,avecloc,Sollières-Sardières
PO7-03726,Sondersdorf,Haut-Rhin,DEP_68,Ferrette,none,68312,exact,sansloc,Sondersdorf
PO7-03728,Songieu,Ain,DEP_01,Champagne,none,01409,exact,sansloc,Songieu
PO7-03729,Sonnay,Isère,DEP_38,Roussillon,none,38496,exact,sansloc,Sonnay
PO7-03730,Sonnaz,Savoie,DEP_73,Chambéry,none,73288,exact,sansloc,Sonnaz
PO7-03731,Soppe,Haut-Rhin,DEP_68,Masevaux,none,none,nulle,sansloc,none
PO7-03732,Soppe-le-Bas,Haut-Rhin,DEP_68,Masevaux,none,68313,exact,sansloc,Soppe-le-Bas
PO7-03733,Soppe-le-Haut,Haut-Rhin,DEP_68,Masevaux,none,68314,exact,sansloc,Soppe-le-Haut
PO7-03815,They,Haute-Saône,DEP_70,Rioz,Sorans-lès-Breurey,70493,exact,avecloc,Sorans-lès-Breurey
PO7-03734,Sornay,Haute-Saône,DEP_70,Marnay,none,70494,exact,sansloc,Sornay
PO7-03737,Souche,Ardèche,DEP_07,Thueyts,none,07315,exact,sansloc,Souche
PO7-03738,Soucia,Jura,DEP_39,Clairvaux,none,39519,exact,sansloc,Soucia
PO7-03739,Soulce-Cernay,Doubs,DEP_25,Saint-Hippolyte,none,25551,exact,sansloc,Soulce-Cernay
PO7-00073,Alschwiller,Haut-Rhin,DEP_68,Soultz-Haut-Rhin,Soultz-Haut-Rhin,68315,exact,avecloc,Soultz-Haut-Rhin
PO7-03740,Soultz-Haut-Rhin,Haut-Rhin,DEP_68,none,none,68315,exact,sansloc,Soultz-Haut-Rhin
PO7-03741,Soultzbach-les-Bains,Haut-Rhin,DEP_68,Munster,none,68316,exact,sansloc,Soultzbach-les-Bains
PO7-03742,Soultzmatt,Haut-Rhin,DEP_68,Rouffach,none,68318,exact,sansloc,Soultzmatt
PO7-04259,Wintzfelden,Haut-Rhin,DEP_68,Rouffach,Soultzmatt,68318,exact,avecloc,Soultzmatt
PO7-03743,Souspierre,Drôme,DEP_26,Dieulefit,none,26343,exact,sansloc,Souspierre
PO7-03744,Souvans,Jura,DEP_39,Montbarrey,none,39520,exact,sansloc,Souvans
PO7-03745,Soyans,Drôme,DEP_26,Crest,none,26344,exact,sansloc,Soyans
PO7-03746,Soye,Doubs,DEP_25,l’Isle-sur-le-Doubs,none,25553,exact,sansloc,Soye
PO7-03748,Soyons,Ardèche,DEP_07,Saint-Péray,none,07316,exact,sansloc,Soyons
PO7-03749,Spechbach-le-Bas,Haut-Rhin,DEP_68,Altkirch,none,68319,exact,sansloc,Spechbach-le-Bas
PO7-03750,Spechbach-le-Haut,Haut-Rhin,DEP_68,Altkirch,none,68320,exact,sansloc,Spechbach-le-Haut
PO7-00742,Chapelle,Isère,DEP_38,St-Chef,St-Chef,none,nulle,avecloc,none
PO7-03752,Staffelfelden,Haut-Rhin,DEP_68,Cernay,none,68321,exact,sansloc,Staffelfelden
PO7-03754,Steinbach,Haut-Rhin,DEP_68,Cernay,none,68322,exact,sansloc,Steinbach
PO7-03755,Steinbrunn-le-Bas,Haut-Rhin,DEP_68,Landser,none,68323,exact,sansloc,Steinbrunn-le-Bas
PO7-03756,Steinbrunn-le-Haut,Haut-Rhin,DEP_68,Landser,none,68324,exact,sansloc,Steinbrunn-le-Haut
PO7-03757,Steinsoultz,Haut-Rhin,DEP_68,Hirsingue,none,68325,exact,sansloc,Steinsoultz
PO7-03758,Stetten,Haut-Rhin,DEP_68,Landser,none,68327,exact,sansloc,Stetten
PO7-03759,Strasbourg,Bas-Rhin,DEP_67,none,none,67482,exact,sansloc,Strasbourg
PO7-03761,Suarce,territoire de Belfort,none,Delle,none,90095,nodpt,sansloc,Suarce
PO7-00595,Buffière,Isère,DEP_38,Bourgoin,Succieu,38498,exact,avecloc,Succieu
PO7-03762,Succieu,Isère,DEP_38,Bourgoin,none,38498,exact,sansloc,Succieu
PO7-03767,Sulzburg,none,none,none,none,none,nulle,sansloc,none
PO7-03768,Sundgau,none,none,none,none,none,nulle,sansloc,none
PO7-03770,Sundhoffen,Haut-Rhin,DEP_68,Andolsheim,none,68331,exact,sansloc,Sundhoffen
PO7-03771,Supt,Jura,DEP_39,Champagnole,none,39522,exact,sansloc,Supt
PO7-03773,Surjoux,Ain,DEP_01,Bellegarde,none,01413,exact,sansloc,Surjoux
PO7-03775,Sutrieu,Ain,DEP_01,Champagne,none,01414,exact,sansloc,Sutrieu
PO7-00909,Chosséon,Drôme,DEP_26,Crest,Suze,26346,exact,avecloc,Suze
PO7-03777,Suze,Drôme,DEP_26,Crest,none,26346,exact,sansloc,Suze
PO7-03779,Syon,Haute-Savoie,DEP_74,Rumilly,none,none,nulle,sansloc,none
PO7-02948,Säckingen,none,none,none,none,none,nulle,sansloc,none
PO7-03649,Séchilienne,Isère,DEP_38,Vizille,none,38478,exact,sansloc,Séchilienne
PO7-03652,Séez,Savoie,DEP_73,Bourg-Saint-Maurice,none,73285,exact,sansloc,Séez
PO7-03695,Sévrier,Haute-Savoie,DEP_74,Annecy,none,74267,exact,sansloc,Sévrier
PO7-03702,Sézéria,Jura,DEP_39,Orgelet,none,none,nulle,sansloc,none
PO7-03727,Sône,Isère,DEP_38,Saint-Marcellin,none,38495,exact,sansloc,Sône
PO7-03780,Table,Savoie,DEP_73,la Rochette,none,73289,exact,sansloc,Table
PO7-03782,Tain-l’Hermitage,Drôme,DEP_26,none,none,26347,fuzzy,sansloc,Tain-l'Hermitage
PO7-03783,Talencieux,Ardèche,DEP_07,Annonay,none,07317,exact,sansloc,Talencieux
PO7-03784,Talissieu,Ain,DEP_01,Champagne,none,01415,exact,sansloc,Talissieu
PO7-03785,Tallenay,Doubs,DEP_25,Marchaux,none,25557,exact,sansloc,Tallenay
PO7-03176,Saint-Germain,Haute-Savoie,DEP_74,Annecy,Talloires,74275,exact,avecloc,Talloires
PO7-03786,Talloires,Haute-Savoie,DEP_74,Annecy,none,74275,exact,sansloc,Talloires
PO7-01416,Flérier,Haute-Savoie,DEP_74,Taninges,Taninges,74276,exact,avecloc,Taninges
PO7-02103,Mélan,Haute-Savoie,DEP_74,Taninges,Taninges,74276,exact,avecloc,Taninges
PO7-03788,Tarcenay,Doubs,DEP_25,Ornans,none,25558,exact,sansloc,Tarcenay
PO7-03326,Saint-Martin,Drôme,DEP_26,Grignan,Taulignan,26348,exact,avecloc,Taulignan
PO7-03789,Taulignan,Drôme,DEP_26,Grignan,none,26348,exact,sansloc,Taulignan
PO7-03791,Tavaux,Jura,DEP_39,Chemin,none,39526,exact,sansloc,Tavaux
PO7-03793,Tavey,Haute-Saône,DEP_70,Héricourt,none,70497,exact,sansloc,Tavey
PO7-02104,Mélas,Ardèche,DEP_07,Viviers,Teil,07319,exact,avecloc,Teil
PO7-03553,Saint-Victor,Ardèche,DEP_07,Viviers,Teil,07319,exact,avecloc,Teil
PO7-03799,Tenay,Ain,DEP_01,Saint-Rambert,none,01416,exact,sansloc,Tenay
PO7-03800,Tence,Haute-Loire,DEP_43,none,none,43244,exact,sansloc,Tence
PO7-03801,Tencin,Isère,DEP_38,Goncelin,none,38501,exact,sansloc,Tencin
PO7-03803,Termignon,Savoie,DEP_73,Lanslebourg,none,73290,exact,sansloc,Termignon
PO7-03804,Ternay,Isère,DEP_38,Saint-Symphorien-d’Ozon,none,41255,exact,sansloc,Ternay
PO7-03806,Terrasse,Isère,DEP_38,Touvet,none,38503,exact,sansloc,Terrasse
PO7-00195,Audifret,Drôme,DEP_26,Dieulefit,Teyssières,26350,exact,avecloc,Teyssières
PO7-03807,Teyssières,Drôme,DEP_26,Dieulefit,none,26350,exact,sansloc,Teyssières
PO7-03808,Thairy,Haute-Savoie,DEP_74,Saint-Julien-en-Genevois,none,none,nulle,sansloc,none
PO7-03810,Thann,Haut-Rhin,DEP_68,none,none,68334,exact,sansloc,Thann
PO7-03811,Thannenkirch,Haut-Rhin,DEP_68,Ribeauvillé,none,68335,exact,sansloc,Thannenkirch
PO7-03813,Thervay,Jura,DEP_39,Montmirey-le-Château,none,39528,exact,sansloc,Thervay
PO7-03974,Val-Saint-Jean,Jura,DEP_39,Montmirey-le-Château,Thervay,39528,exact,avecloc,Thervay
PO7-03816,Theys,Isère,DEP_38,Goncelin,none,38504,exact,sansloc,Theys
PO7-03820,Thierheim,Haut-Rhin,DEP_68,Neuf-Brisach,none,none,nulle,sansloc,none
PO7-03822,Thiez,Haute-Savoie,DEP_74,Bonneville,none,none,nulle,sansloc,none
PO7-03823,Thines,Ardèche,DEP_07,Vans,none,none,nulle,sansloc,none
PO7-03824,Thise,Doubs,DEP_25,Marchaux,none,25560,exact,sansloc,Thise
PO7-03825,Thodure,Isère,DEP_38,Roybon,none,38505,exact,sansloc,Thodure
PO7-03826,Thoiry,Ain,DEP_01,Ferney-Voltaire,none,01419,exact,sansloc,Thoiry
PO7-03827,Thoiry,Savoie,DEP_73,Chambéry,none,01419,exact,sansloc,Thoiry
PO7-03828,Thollon,Haute-Savoie,DEP_74,Évian-les-Bains,none,none,nulle,sansloc,none
PO7-03831,Thonon-les-Bains,Haute-Savoie,DEP_74,none,none,74281,exact,sansloc,Thonon-les-Bains
PO7-03912,Tully,Haute-Savoie,DEP_74,Thonon-les-Bains,Thonon-les-Bains,74281,exact,avecloc,Thonon-les-Bains
PO7-04202,Vongy,Haute-Savoie,DEP_74,Thonon-les-Bains,Thonon-les-Bains,74281,exact,avecloc,Thonon-les-Bains
PO7-03832,Thons,Vosges,DEP_88,Lamarche,none,88471,exact,sansloc,Thons
PO7-03834,Thorens,Haute-Savoie,DEP_74,none,none,none,nulle,sansloc,none
PO7-03835,Thorrenc,Ardèche,DEP_07,Serrières,none,07321,exact,sansloc,Thorrenc
PO7-03836,Thuellin,Isère,DEP_38,Morestel,none,none,nulle,sansloc,none
PO7-03837,Thueyts,Ardèche,DEP_07,none,none,07322,exact,sansloc,Thueyts
PO7-03839,Thuile,Savoie,DEP_73,Saint-Pierre-d’Albigny,none,73294,exact,sansloc,Thuile
PO7-03840,Thusy,Haute-Savoie,DEP_74,Rumilly,none,74283,exact,sansloc,Thusy
PO7-03841,Thyl,Savoie,DEP_73,Saint-Michel,none,none,nulle,sansloc,none
PO7-03885,Traverse,Savoie,DEP_73,Saint-Michel,Thyl,none,nulle,avecloc,none
PO7-03812,Thénésol,Savoie,DEP_73,Albertville,none,73292,exact,sansloc,Thénésol
PO7-03525,Saint-Sulpice,Ain,DEP_01,Hautezille,Thézillieu,01417,exact,avecloc,Thézillieu
PO7-03817,Thézillieu,Ain,DEP_01,Hauteville,none,01417,exact,sansloc,Thézillieu
PO7-03829,Thônes,Haute-Savoie,DEP_74,none,none,74280,exact,sansloc,Thônes
PO7-03842,Tichey,Côte-d’Or,none,Seurre,none,21637,nodpt,sansloc,Tichey
PO7-03843,Tignes,Savoie,DEP_73,Bourg-Saint-Maurice,none,73296,exact,sansloc,Tignes
PO7-01751,Jameyzieu,Isère,DEP_38,Crémieu,Tignieu-Jameyzieu,38507,exact,avecloc,Tignieu-Jameyzieu
PO7-03844,Tignieu-Jameyzieu,Isère,DEP_38,Crémieu,none,38507,exact,sansloc,Tignieu-Jameyzieu
PO7-03846,Tincey-et-Pontrebeau,Haute-Saône,DEP_70,Dampierre-sur-Salon,none,70502,exact,sansloc,Tincey-et-Pontrebeau
PO7-01274,Église,Isère,DEP_38,la Tour-du-Pin,Torchefelon,38508,exact,avecloc,Torchefelon
PO7-03855,Torpes,Saône-et-Loire,DEP_71,Pierre,none,25564,exact,sansloc,Torpes
PO7-03306,Saint-Mansuy,Meurthe-et-Moselle,DEP_54,none,Toul,54528,exact,avecloc,Toul
PO7-03857,Toul,Meurthe-et-Moselle,DEP_54,none,none,54528,exact,sansloc,Toul
PO7-03321,Saint-Martin,Ardèche,DEP_07,Saint-Péray,Toulaud,07323,exact,avecloc,Toulaud
PO7-03858,Toulaud,Ardèche,DEP_07,Saint-Péray,none,07323,exact,sansloc,Toulaud
PO7-03860,Toulouse,Jura,DEP_39,Sellières,none,31555,exact,sansloc,Toulouse
PO7-03861,Tour,Haute-Savoie,DEP_74,Saint-Jeoire,none,06144,exact,sansloc,Tour
PO7-03864,Tour-du-Meix,Jura,DEP_39,Orgelet,none,39534,exact,sansloc,Tour-du-Meix
PO7-03865,Tour-du-Pin,Isère,DEP_38,none,none,38509,exact,sansloc,Tour-du-Pin
PO7-03867,Tourmont,Jura,DEP_39,Poligny,none,39535,exact,sansloc,Tourmont
PO7-03868,Tournans,Doubs,DEP_25,Rougemont,none,25567,exact,sansloc,Tournans
PO7-03870,Tournon,Ardèche,DEP_07,none,none,73297,exact,sansloc,Tournon
PO7-03872,Tournon,Savoie,DEP_73,Grésy-sur-Isère,none,73297,exact,sansloc,Tournon
PO7-03873,Tournus,Saône-et-Loire,DEP_71,none,none,71543,exact,sansloc,Tournus
PO7-03874,Tourrettes,Drôme,DEP_26,Marsanne,none,26353,exact,sansloc,Tourrettes
PO7-03875,Tours,Savoie,DEP_73,Albertville,none,37261,exact,sansloc,Tours
PO7-02736,Prés Goncelin,Isère,DEP_38,Touvet,Touvet,38511,exact,avecloc,Touvet
PO7-03878,Touvet,Isère,DEP_38,none,none,38511,exact,sansloc,Touvet
PO7-03879,Traize,Savoie,DEP_73,Yenne,none,73299,exact,sansloc,Traize
PO7-03881,Tramolé,Isère,DEP_38,Saint-Jean-de-Bournay,none,38512,exact,sansloc,Tramolé
PO7-03883,Traubach-le-Haut,Haut-Rhin,DEP_68,Dannemarie,none,68337,exact,sansloc,Traubach-le-Haut
PO7-02355,Moutherot,Haute-Saône,DEP_70,Scey-sur-Saône,Traves,70504,exact,avecloc,Traves
PO7-03886,Traves,Haute-Saône,DEP_70,Scey-sur-Saône,none,70504,exact,sansloc,Traves
PO7-03887,Treffort,Isère,DEP_38,Monestier-de-Clermont,none,38513,exact,sansloc,Treffort
PO7-03891,Tremoins,Haute-Saône,DEP_70,Héricourt,none,70506,fuzzy,sansloc,Trémoins
PO7-03166,Saint-Georges,Jura,DEP_39,Lons-le-Saunier,Trenal,39537,exact,avecloc,Trenal
PO7-03893,Trenal,Jura,DEP_39,Lons-le-Saunier,none,39537,exact,sansloc,Trenal
PO7-00136,Archianne,Drôme,DEP_26,Châtillon,Treschenu,none,nulle,avecloc,none
PO7-00974,Combeau,Drôme,DEP_26,Châtillon,Treschenu,none,nulle,avecloc,none
PO7-02113,Menée,Drôme,DEP_26,Châtillon,Treschenu,none,nulle,avecloc,none
PO7-02432,Nonières,Drôme,DEP_26,Châtillon,Treschenu,none,nulle,avecloc,none
PO7-03903,Trinité,Savoie,DEP_73,la Rochette,none,06149,exact,sansloc,Trinité
PO7-03904,Triors,Drôme,DEP_26,Romans,none,26355,exact,sansloc,Triors
PO7-03900,Trièves,none,none,none,none,none,nulle,sansloc,none
PO7-03908,Tromarey-et-Chancevigney,Haute-Saône,DEP_70,Marnay,none,none,nulle,sansloc,none
PO7-03910,Truinas,Drôme,DEP_26,Bourdeaux,none,26356,exact,sansloc,Truinas
PO7-03890,Tréminis,Isère,DEP_38,Mens,none,38514,exact,sansloc,Tréminis
PO7-03892,Trémonzey,Vosges,DEP_88,Bains-les-Bains,none,88479,exact,sansloc,Trémonzey
PO7-03894,Trépot,Doubs,DEP_25,Ornans,none,25569,exact,sansloc,Trépot
PO7-03556,Saint-Victor,Savoie,DEP_73,Aix-les-Bains,Trévignin,73301,exact,avecloc,Trévignin
PO7-03896,Trévignin,Savoie,DEP_73,Aix-les-Bains,none,73301,exact,sansloc,Trévignin
PO7-03897,Trévillers,Doubs,DEP_25,Maîche,none,25571,exact,sansloc,Trévillers
PO7-03226,Saint-Jean-de-Chépy,Isère,DEP_38,Tullins,Tullins,38517,exact,avecloc,Tullins
PO7-03911,Tullins,Isère,DEP_38,none,none,38517,exact,sansloc,Tullins
PO7-03913,Tupin,Rhône,DEP_69,Condrieu,Tupin-et-Semons,69253,exact,avecloc,Tupin-et-Semons
PO7-03914,Turckheim,Haut-Rhin,DEP_68,Wintzenheim,none,68338,exact,sansloc,Turckheim
PO7-03605,Sarreloup,Isère,DEP_38,Saint-Marcellin,Tèche,none,nulle,avecloc,none
PO7-03794,Tèche,Isère,DEP_38,Saint-Marcellin,none,38500,fuzzy,sansloc,Têche
PO7-03915,Ucel,Ardèche,DEP_07,Aubenas,none,07325,exact,sansloc,Ucel
PO7-03917,Uffheim,Haut-Rhin,DEP_68,Landser,none,68341,exact,sansloc,Uffheim
PO7-03918,Uffholtz,Haut-Rhin,DEP_68,Cernay,none,68342,exact,sansloc,Uffholtz
PO7-03919,Ugines,Savoie,DEP_73,none,none,73303,fuzzy,sansloc,Ugine
PO7-03921,Umkirch,none,none,none,none,none,nulle,sansloc,none
PO7-03923,Ungersheim,Haut-Rhin,DEP_68,Soultz-Haut-Rhin,none,68343,exact,sansloc,Ungersheim
PO7-03924,Upie,Drôme,DEP_26,Chabeuil,none,26358,exact,sansloc,Upie
PO7-03929,Usinens,Haute-Savoie,DEP_74,Seyssel,none,74285,exact,sansloc,Usinens
PO7-03931,Uzelle,Doubs,DEP_25,Rougemont,none,25574,exact,sansloc,Uzelle
PO7-03932,Uzer,Ardèche,DEP_07,Largentière,none,07327,exact,sansloc,Uzer
PO7-03934,Vacheresse,Haute-Savoie,DEP_74,Abondance,none,74286,exact,sansloc,Vacheresse
PO7-03933,Vachères,Drôme,DEP_26,Die,none,04227,exact,sansloc,Vachères
PO7-03935,Vadans,Jura,DEP_39,Arbois,none,39539,exact,sansloc,Vadans
PO7-03936,Vadans,Haute-Saône,DEP_70,Pesmes,none,39539,exact,sansloc,Vadans
PO7-03937,Vagnas,Ardèche,DEP_07,Vallon,none,07328,exact,sansloc,Vagnas
PO7-03938,Vailly,Haute-Savoie,DEP_74,Thonon-les-Bains,none,10391,exact,sansloc,Vailly
PO7-03939,Vaire-le-Grand,Doubs,DEP_25,Marchaux,none,none,nulle,sansloc,none
PO7-03940,Vaivre,Haute-Saône,DEP_70,Vesoul,none,70512,exact,sansloc,Vaivre
PO7-03973,Val-Saint-Éloy,Haute-Saône,DEP_70,Port-sur-Saône,none,70518,fuzzy,sansloc,Val-Saint-Éloi
PO7-03946,Val-d’Ajol,Vosges,DEP_88,Plombières-les-Bains,none,88487,fuzzy,sansloc,Val-d'Ajol
PO7-03941,Valay,Haute-Saône,DEP_70,Pesmes,none,70514,exact,sansloc,Valay
PO7-03942,Valbonnais,Isère,DEP_38,none,none,38518,exact,sansloc,Valbonnais
PO7-03944,Valdahon,Doubs,DEP_25,Vercel,none,25578,exact,sansloc,Valdahon
PO7-03945,Valdaine,none,none,none,none,none,nulle,sansloc,none
PO7-03948,Valdieu,Haut-Rhin,DEP_68,Dannemarie,none,none,nulle,sansloc,none
PO7-00192,Aubres,Drôme,DEP_26,la Motte-Chalencon,Valdrôme,26361,exact,avecloc,Valdrôme
