Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-03605,Farconnière,,vallée de l’Arly,,"dans le bassin d’Albertville et la vallée de l’Arly, près de Saint-Nicolas-la-Chapelle."
DT73-03632,Favre,lieu-dit,col de Lautaret,,"sur la commune de Bessans, domine le col de Lautaret ; altitude, 3.432 mètres."
DT73-03665,"Petite-Porte,",,Notre-Dame-de-la-Gorge,,"conduit de Beaufort à Notre-Dame-de-la-Gorge et Contamines (Haute-Savoie), en passant par Hauteluce et les hameaux d’Annuit, du Pré et de Belleville, 396et communique par un chemin qui suit la montagne de Roselette avec le col Joly ; altitude, 2.263 mètres."
DT73-03665,"Petite-Porte,",,Contamines,,"conduit de Beaufort à Notre-Dame-de-la-Gorge et Contamines (Haute-Savoie), en passant par Hauteluce et les hameaux d’Annuit, du Pré et de Belleville, 396et communique par un chemin qui suit la montagne de Roselette avec le col Joly ; altitude, 2.263 mètres."
DT73-03665,"Petite-Porte,",,"hameaux d’Annuit, du Pré et de Belleville",,"conduit de Beaufort à Notre-Dame-de-la-Gorge et Contamines (Haute-Savoie), en passant par Hauteluce et les hameaux d’Annuit, du Pré et de Belleville, 396et communique par un chemin qui suit la montagne de Roselette avec le col Joly ; altitude, 2.263 mètres."
DT73-03665,"Petite-Porte,",,montagne de Roselette,,"conduit de Beaufort à Notre-Dame-de-la-Gorge et Contamines (Haute-Savoie), en passant par Hauteluce et les hameaux d’Annuit, du Pré et de Belleville, 396et communique par un chemin qui suit la montagne de Roselette avec le col Joly ; altitude, 2.263 mètres."
DT73-03665,"Petite-Porte,",,col Joly,,"conduit de Beaufort à Notre-Dame-de-la-Gorge et Contamines (Haute-Savoie), en passant par Hauteluce et les hameaux d’Annuit, du Pré et de Belleville, 396et communique par un chemin qui suit la montagne de Roselette avec le col Joly ; altitude, 2.263 mètres."
DT73-03666,Fenêtre,,Maurienne,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Etienne-de-Cuines, entre le glacier du Croset et le glacier du Villonet."
DT73-03666,Fenêtre,,Isère,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Etienne-de-Cuines, entre le glacier du Croset et le glacier du Villonet."
DT73-03674,Ferrand,,Maurienne,,"sur les confins de la Maurienne et du Piémont, sur la commune de Bramans, entre le col de Rochemolle et le col d’Ambin ; altitude, 3.374 mètres."
DT73-03674,Ferrand,,Piémont,,"sur les confins de la Maurienne et du Piémont, sur la commune de Bramans, entre le col de Rochemolle et le col d’Ambin ; altitude, 3.374 mètres."
DT73-03674,Ferrand,,col de Rochemolle,,"sur les confins de la Maurienne et du Piémont, sur la commune de Bramans, entre le col de Rochemolle et le col d’Ambin ; altitude, 3.374 mètres."
DT73-03674,Ferrand,,col d’Ambin,,"sur les confins de la Maurienne et du Piémont, sur la commune de Bramans, entre le col de Rochemolle et le col d’Ambin ; altitude, 3.374 mètres."
DT73-03687,Feutrier,,hameau de Geneuil,,"sur la commune de Valloires, entre le hameau de Geneuil et le pas de Colérieux."
DT73-03687,Feutrier,,pas de Colérieux,,"sur la commune de Valloires, entre le hameau de Geneuil et le pas de Colérieux."
DT73-03694,Fier,,combe de Manigod,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,Haute-Savoie,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,vallée de Thônes,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,montagnes d’Annecy,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,au-dessous de Cran,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,Chautagne,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03694,Fier,,Savoie,,"prend sa source dans la combe de Manigod, au village des Tours (commune de Serraval, Haute-Savoie), traverse toute la vallée de Thônes, contourne en arc la chaîne des montagnes d’Annecy, reçoit au-dessous de Cran les eaux du lac d’Annecy, et se jette dans le Rhône près de Châteaufort en Chautagne ; il passe, en Savoie, sur le territoire de la commune de Motz."
DT73-03702,"Fiollet,",station lacustre,lac du Bourget,,station lacustre sur le lac du Bourget.
DT73-03706,Fitta,,massif de l’Alpette,,"dans le massif de l’Alpette, entre Saint-Pierre-d'Entremont et Sainte-Marie-du-Mont (Isère) ; altitude, 1.836 mètres."
DT73-03706,Fitta,,Sainte-Marie-du-Mont,,"dans le massif de l’Alpette, entre Saint-Pierre-d'Entremont et Sainte-Marie-du-Mont (Isère) ; altitude, 1.836 mètres."
DT73-03713,Flon,,mont Charvin,,"descend du mont Charvin, et se jette dans l’Arly près de Crest-Voland après avoir arrosé Saint-Nicolas-la-Chapelle."
DT73-03714,Flon,,mont Chaffaron,,"dans le bassin du Rhône, prend sa source au mont Chaffaron, près de Gerbaix, passe sur le territoire de Marcieux, Verthemex, La Chapelle-Saint-Martin, Traize, et se jette dans le Rhône à Yenne."
DT73-03714,Flon,,La Chapelle-Saint-Martin,,"dans le bassin du Rhône, prend sa source au mont Chaffaron, près de Gerbaix, passe sur le territoire de Marcieux, Verthemex, La Chapelle-Saint-Martin, Traize, et se jette dans le Rhône à Yenne."
DT73-03720,Foglietta,,grande chaîne des Alpes,,"fait partie de la grande chaîne des Alpes et domine le hameau de la Thuile (commune de Sainte-Foy) ; altitude, 2.818 mètres."
DT73-03720,Foglietta,,hameau de la Thuile,,"fait partie de la grande chaîne des Alpes et domine le hameau de la Thuile (commune de Sainte-Foy) ; altitude, 2.818 mètres."
DT73-03722,Foiroux,,Savoie,,"sur les limites de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-03722,Foiroux,,Haute-Savoie,,"sur les limites de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-03722,Foiroux,,La Giettaz,,"sur les limites de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-03722,Foiroux,,Manigod,,"sur les limites de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-03723,Foiroux,,La Giettaz,,"dans le bassin de l’Arly, se jette à La Giettaz dans le ruisseau des Aravis."
DT73-03732,Fonberel,,col du Guicet,,"sur la commune de Lanslevillard, entre le col du Guicet et l’Arc ; altitude, 3.556 mètres."
DT73-03736,Fond,chalet,Tarentaise,,"sur les confins de la Tarentaise et du Piémont, et sur la commune de Tignes, entre les rochers de Pierre-Pointe et les glaciers de la Sassière ; altitude, 2.530 mètres."
DT73-03736,Fond,chalet,Piémont,,"sur les confins de la Tarentaise et du Piémont, et sur la commune de Tignes, entre les rochers de Pierre-Pointe et les glaciers de la Sassière ; altitude, 2.530 mètres."
DT73-03736,Fond,chalet,rochers de Pierre-Pointe,,"sur les confins de la Tarentaise et du Piémont, et sur la commune de Tignes, entre les rochers de Pierre-Pointe et les glaciers de la Sassière ; altitude, 2.530 mètres."
DT73-03737,Fond,chalet,aiguille de Scolette,,"dans le bassin de l’Arc, descend des grandes Alpes où il prend sa source entre le glacier de Pierre-Minieu et l’aiguille de Scolette, et se jette dans le ruisseau de Sainte-Anne près du hameau de l’Hortière (commune d’Avrieux)."
DT73-03740,Fond-Rosset,,col de Lautaret,,"sur la commune de Bessans, entre le col de Lautaret et la rivière de l’Arc ; altitude, 3.560 mètres."
DT73-03741,Fonds,,col du Péclet,,"sur la commune de Pralognan, entre le col du Péclet et le col de Rosne ; altitude, 3.023 mètres."
DT73-03741,Fonds,,col de Rosne,,"sur la commune de Pralognan, entre le col du Péclet et le col de Rosne ; altitude, 3.023 mètres."
DT73-03766,Fontaines,hameau,Maurienne,,"sur les confins de la Maurienne et de l’Isère, fait communiquer Saint-Colomban-des-Villards avec Allevard (Isère)."
DT73-03766,Fontaines,hameau,Isère,,"sur les confins de la Maurienne et de l’Isère, fait communiquer Saint-Colomban-des-Villards avec Allevard (Isère)."
DT73-03768,Fontaines,hameau,hameau de la Croix,,"dans le bassin de l’Arly, sur le hameau de la Croix (commune d’Ugines)."
DT73-03771,Fontaines,hameau,hameau de la Tourne,,"dans le bassin de l’Isère, sur le hameau de la Tourne (commune de Sainte-Foy)."
DT73-03790,Fontany,,hameau des Granges,,"dans le bassin du Rhône, sur le hameau des Granges (commune du Châtelard)."
DT73-03800,Forclaz,,col de la Nova,,"sur la commune de Bourg-Saint-Maurice, entre le col de la Nova et le passage de la Combe-Neuve, déversent leurs eaux dans le Charbonnet, affluent de l’Isère."
DT73-03800,Forclaz,,passage de la Combe-Neuve,,"sur la commune de Bourg-Saint-Maurice, entre le col de la Nova et le passage de la Combe-Neuve, déversent leurs eaux dans le Charbonnet, affluent de l’Isère."
DT73-03804,Forcle,,chaîne des grandes Alpes,,"dans la chaîne des grandes Alpes entre la pointe du Clapey et le pic de Belleface ; fait communiquer les vallées du ruisseau du Reclus et du torrent de Versoyen, et communique lui-même par le hameau de la Colonne (commune de Séez) avec le col du Petit-Saint-Bernard ; altitude, 2.638 mètres."
DT73-03804,Forcle,,pointe du Clapey,,"dans la chaîne des grandes Alpes entre la pointe du Clapey et le pic de Belleface ; fait communiquer les vallées du ruisseau du Reclus et du torrent de Versoyen, et communique lui-même par le hameau de la Colonne (commune de Séez) avec le col du Petit-Saint-Bernard ; altitude, 2.638 mètres."
DT73-03804,Forcle,,pic de Belleface,,"dans la chaîne des grandes Alpes entre la pointe du Clapey et le pic de Belleface ; fait communiquer les vallées du ruisseau du Reclus et du torrent de Versoyen, et communique lui-même par le hameau de la Colonne (commune de Séez) avec le col du Petit-Saint-Bernard ; altitude, 2.638 mètres."
DT73-03804,Forcle,,hameau de la Colonne,,"dans la chaîne des grandes Alpes entre la pointe du Clapey et le pic de Belleface ; fait communiquer les vallées du ruisseau du Reclus et du torrent de Versoyen, et communique lui-même par le hameau de la Colonne (commune de Séez) avec le col du Petit-Saint-Bernard ; altitude, 2.638 mètres."
DT73-03804,Forcle,,col du Petit-Saint-Bernard,,"dans la chaîne des grandes Alpes entre la pointe du Clapey et le pic de Belleface ; fait communiquer les vallées du ruisseau du Reclus et du torrent de Versoyen, et communique lui-même par le hameau de la Colonne (commune de Séez) avec le col du Petit-Saint-Bernard ; altitude, 2.638 mètres."
DT73-03805,Forclaz,,vallée du Doron-de-Beaufort,,"conduit de Queige à Ugines par les hameaux du Monal (commune de Queige) et du Planet (commune d’Ugines), mettant en communication la vallée du Doron-de-Beaufort et la vallée de l’Arly ; altitude, 879 mètres."
DT73-03805,Forclaz,,vallée de l’Arly,,"conduit de Queige à Ugines par les hameaux du Monal (commune de Queige) et du Planet (commune d’Ugines), mettant en communication la vallée du Doron-de-Beaufort et la vallée de l’Arly ; altitude, 879 mètres."
DT73-03822,Foron,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.830 mètres."
DT73-03822,Foron,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.830 mètres."
DT73-03822,Foron,,La Giettaz,,"sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.830 mètres."
DT73-03822,Foron,,Mégève,,"sur les confins de la Savoie et de la Haute-Savoie, entre La Giettaz et Mégève (Haute-Savoie) ; altitude, 1.830 mètres."
DT73-03827,Fort,lieu-dit,Maurienne,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Rémi ; altitude, 2.462 mètres."
DT73-03827,Fort,lieu-dit,Isère,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Rémi ; altitude, 2.462 mètres."
DT73-03828,Fort,lieu-dit,vallon d’Avérole,,"domine le glacier de Derrière-le-Clapier, au fond du vallon d’Avérole ; altitude, 3.389 mètres."
DT73-03832,Fosse,lieu-dit,col du Frêne,,"entre Montagnole et Entremont-le-Vieux par les hameaux du Puisat et du Villard (commune de Montagnole), le col du Frêne et les hameaux de la Coche et des Brancaz (commune d’Entremont-le-Vieux) ; altitude, 706 mètres."
DT73-03835,Fotaise,,hameau des Granges,,"dans le bassin du Rhône, sur le hameau des Granges (commune du Châtelard)."
DT73-03847,Fouillay,,chaîne des grandes Alpes,,"dans la chaîne des grandes Alpes, entre le col de Lautaret et le col du Mont-Cenis, sur la commune de Lanslevillard."
DT73-03847,Fouillay,,col de Lautaret,,"dans la chaîne des grandes Alpes, entre le col de Lautaret et le col du Mont-Cenis, sur la commune de Lanslevillard."
DT73-03847,Fouillay,,col du Mont-Cenis,,"dans la chaîne des grandes Alpes, entre le col de Lautaret et le col du Mont-Cenis, sur la commune de Lanslevillard."
DT73-03852,Four,hameau,Maurienne,,"dans la haute Maurienne, au nord du mont Meaumartin ; se détache de la route qui conduit de Val-d'Isere à Bonneval au hameau du Plan-de-Lenta (commune de Bonneval) et rejoint le col de Bezin entre les glaciers de l’Arcellaz et de Lessières ; altitude, 2.920 mètres."
DT73-03852,Four,hameau,mont Meaumartin,,"dans la haute Maurienne, au nord du mont Meaumartin ; se détache de la route qui conduit de Val-d'Isere à Bonneval au hameau du Plan-de-Lenta (commune de Bonneval) et rejoint le col de Bezin entre les glaciers de l’Arcellaz et de Lessières ; altitude, 2.920 mètres."
DT73-03852,Four,hameau,hameau du Plan-de-Lenta,,"dans la haute Maurienne, au nord du mont Meaumartin ; se détache de la route qui conduit de Val-d'Isere à Bonneval au hameau du Plan-de-Lenta (commune de Bonneval) et rejoint le col de Bezin entre les glaciers de l’Arcellaz et de Lessières ; altitude, 2.920 mètres."
DT73-03852,Four,hameau,col de Bezin,,"dans la haute Maurienne, au nord du mont Meaumartin ; se détache de la route qui conduit de Val-d'Isere à Bonneval au hameau du Plan-de-Lenta (commune de Bonneval) et rejoint le col de Bezin entre les glaciers de l’Arcellaz et de Lessières ; altitude, 2.920 mètres."
DT73-03853,Four,hameau,col du Guicet,,"sur la commune de Val-d’Isère, entre le col du Guicet et l’Isère."
DT73-03859,Four-Magnin,,massif des Bauges,,"dans le massif des Bauges, entre Bellecombe-en-Bauges et Doussard (Haute-Savoie) ; altitude, 1.659 mètres."
DT73-03859,Four-Magnin,,Doussard,,"dans le massif des Bauges, entre Bellecombe-en-Bauges et Doussard (Haute-Savoie) ; altitude, 1.659 mètres."
