id,commune_dt,insee,type,vedette,typologie
1121,Saint-Martin-de-Fenouillet,66184,commune,Saint-Martin-de-Fenouillet,commune
1122,Saint-Martin-de-Fenouillet (Sant Martí),66184,,Taichac,
1123,Saint-Paul-de-Fenouillet,66187,commune,Saint-Paul-de-Fenouillet,commune
1124,Saint-Paul-de-Fenouillet (Sant Pau de Fenolhet),66187,,Besandu,
1125,Saint-Paul-de-Fenouillet (Sant Pau de Fenolhet),66187,,Capróno,
1126,Saint-Paul-de-Fenouillet (Sant Pau de Fenolhet),66187,,Galamus,
1127,Saint-Paul-de-Fenouillet (Sant Pau de Fenolhet),66187,,Peyralado,
1128,Saint-Paul-de-Fenouillet (Sant Pau de Fenolhet),66187,,La Róco,
1129,Sournia,66198,commune,Sournia,commune
1130,Sournia (Sornià),66198,,Aichós,
1131,Sournia (Sornià),66198,,Arsà,
1132,Sournia (Sornià),66198,,Corbós,
1133,Sournia (Sornià),66198,,Lo Puch,
1134,Sournia (Sornià),66198,,Saichà,
1135,Sournia (Sornià),66198,,Santo Felicitat,
1136,Sournia (Sornià),66198,,Sant Miquel,
1137,Sournia (Sornià),66198,,Tavernoles,
1138,Latour-de-France,66096,commune,Latour-de-France,commune
1139,Trévillach,66215,commune,Trévillach,commune
1140,Trévillach (Trevilhach),66215,,Rocavert,
1141,Trévillach (Trevilhach),66215,,Sequera,
1142,Trilla,66216,commune,Trilla,commune
1143,Vira,66232,commune,Vira,commune
1144,Le Vivier,66234,commune,Le Vivier,commune
1146,Axat,11021,commune,Axat,commune
1147,Axat (Atsat),11021,,Baira,
1148,Axat (Atsat),11021,,La Cremado,
1149,Axat (Atsat),11021,,Sant Vicenç,
1150,Counozouls,11104,commune,Counozouls,commune
1151,Counozouls (Conosols),11104,,Le Becaud,
1152,Gincla,11163,commune,Gincla,commune
1153,Montfort-sur-Boulzane,11244,commune,Montfort-sur-Boulzane,commune
1154,Lapradelle-Puilaurens,11302,commune,Lapradelle-Puilaurens,commune
1155,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Aiguesbones,
1156,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Camperié,
1157,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,La Pradéllo,
1158,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Lavanhac,
1159,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Pechlaurens,
1160,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Roc de la Gardiolo,
1161,Lapradelle-Puilaurens (La Pradéllo et Pechlaurens),11302,,Salvanera,
1162,Salvezines,11373,commune,Salvezines,commune
1163,Saint-Martin-Lys,11358,commune,Saint-Martin-Lys,commune
1164,Saint-Martin-Lys (Sant Martí Les),11358,,Artosols,
1165,Saint-Martin-Lys (Sant Martí Les),11358,,Comauriolo,
1166,Sainte-Colombe-sur-Guette,11335,commune,Sainte-Colombe-sur-Guette,commune
1167,,,,Amariolas — Mayroles ?,
1168,,,,Attendid,
1169,,,,Bressols,
1170,,,,Cases,
1171,,,,Conredo,
1172,,,,Envids,
1173,,,,Favars,
1174,,,,Fulleders,
1175,,,,Gavaret,
1176,,,,Peyrofito,
1177,,,,Setago,
