article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO8-01263,Puymeras,Puyméras,none,none,Puyméras,Puymeras (84094),,,,,,,nulle,Vaucluse,84,Vaison,dpt_exact,     Puyméras     Vaucluse     con de Vaison       Podium Almeracum  prior  237 c      Podialmerassium  curatus  240 c    
PO8-01264,Puyricard,Puyricard,Aix,Aix,,13001,,,,,,,nulle,Bouches-du-Rhône,13,Aix,nulle,     Puyricard     Bouches du Rhône     con d Aix     cne d Aix       Cura  6 d  Sancta Maria  22 c      Podium Ricardum  eccl   22 c  36 g  42 f  hospitale  22 c      Podium Riccardum  eccl   13 f  vicarius  13 f      Podium Richardum  4 a      Sanctus Thomas  22 c    
PO8-01265,Puy Sainte Reparade,Puy-Sainte-Réparade,none,none,Puy-Sainte-Réparade,Puy Sainte Reparade (13080),,,,,,,nulle,Bouches-du-Rhône,13,Peyrolles,dpt_exact,     Puy Sainte Réparade  le      Bouches du Rhône     con de Peyrolles       Podium Sancte Reparate  23 var  a  31 b  vicarius  31 b    
PO8-01266,Puy Saint Eusebe,Puy-Saint-Eusèbe,none,none,Puy-Saint-Eusèbe,Puy Saint Eusebe (05108),,,,,,,nulle,Hautes-Alpes,05,Savines,dpt_exact,     Puy Saint Eusèbe     Hautes Alpes     con de Savines       Podium  capellanus  246 d    
PO8-01267,Puy Saint Pierre,Puy-Saint-Pierre,none,none,Puy-Saint-Pierre,Puy Saint Pierre (05109),,,,,,,nulle,Hautes-Alpes,05,Briançon,dpt_exact,     Puy Saint Pierre     Hautes Alpes     con de Briançon       Podium Sancti Petri  capellanus  247 c    
PO8-01268,Puyvert,Puyvert,none,none,Puyvert,Puyvert (84095),,,,,,,nulle,Vaucluse,84,Cadenet,dpt_exact,     Puyvert     Vaucluse     con de Cadenet       Podium Viride  eccl   29 c  31 a  34 a  40 b    
PO8-01269,Quet,Quet,none,none,,38329,,,,,,,nulle,Isère,38,Corps,nulle,     Quet     Isère     con de Corps       Quet  capellanus  77 d      Quetum  100 a    
PO8-01270,Queyras,Queyras,Chateau Ville Vieille,Château-Ville-Vieille,Château-Ville-Vieille,Chateau Ville Vieille (05038),,,,,,,nulle,Hautes-Alpes,05,Aiguilles,dpt_exact,     Queyras     Hautes Alpes     con d Aiguilles     cne de Château Ville Vieille       Cadracium  capellanus  246 c  252 a    
PO8-01271,Quinson,Quinson,Valbelle,Valbelle,Valbelle,Valbelle (04229),,,,,,,nulle,Basses-Alpes,04,Noyers-sur-Jabron,dpt_exact,     Quinson     Basses Alpes     con de Noyers sur Jabron     cne de Valbelle       Quinso  eccl   117 d      Quinsonum  prior  124 e    
PO8-01272,Quinson,Quinson,none,none,Quinson,Quinson (04158),,,,,,,nulle,Basses-Alpes,04,Riez,dpt_exact,     Quinson     Basses Alpes     con de Riez       Quinsonum  eccles   111 d  prior  105 c    
PO8-01273,Rabou,Rabou,none,none,Rabou,Rabou (05112),,,,,,,nulle,Hautes-Alpes,05,Gap,dpt_exact,     Rabou     Hautes Alpes     con de Gap       Rabanum  prebenda  83 c      Rabaon  71 d      Rabaonum  prebenda  83 g      Rabonum  98 a  capellanus  85 g    
PO8-01274,Rac,Rac,Malataverne,Malataverne,Malataverne,Malataverne (26169),,,,,,,nulle,Drôme,26,Montélimar,dpt_exact,     Rac     Drôme     con de Montélimar     cne de Malataverne       Racum  prior  231 c  Sanctus Sebastianus  capellanus  231 c    
PO8-01275,Ramatuelle,Ramatuelle,none,none,Ramatuelle,Ramatuelle (83101),,,,,,,nulle,Var,83,Saint-Tropez,dpt_exact,     Ramatuelle     Var     con de Saint Tropez       Ramatuella  60 e  eccl   61 a  63 a  prior  61 a  vicaria  63 a  68 e    
PO8-01276,Rambaud,Rambaud,none,none,Rambaud,Rambaud (05113),,,,,,,nulle,Hautes-Alpes,05,la Bâtie-Neuve,dpt_exact,     Rambaud     Hautes Alpes     con de la Bâtie Neuve       Rambaudum  capellanus  73 a  curatus  96 b  vicarius  96 b      Raymbaudum  capellanus  84 c  eccl   90 a    
PO8-01277,Rasteau,Rasteau,none,none,Rasteau,Rasteau (84096),,,,,,,nulle,Vaucluse,84,Vaison,dpt_exact,     Rasteau     Vaucluse     con de Vaison       Rastellum  curatus  239 c    
PO8-01278,Ratonneau,Ratonneau,Marseille,Marseille,Marseille,Marseille (13055),,,,,,,nulle,Bouches-du-Rhône,13,Marseille,dpt_exact,     Ratonneau  île de      Bouches du Rhône     con de Marseille     cne de Marseille       Insule  eccl   218 b  rector  218 b    
PO8-01279,Ravel,Ravel,Valreas,Valréas,Valréas,Valreas (84138),,,,,,,nulle,Vaucluse,84,Valréas,dpt_exact,     Ravel     Vaucluse     con de Valréas     cne de Valréas       Ravellum  curatus  240 a      Revellum  prior  238 c    
PO8-01280,Real,Réal,Bastidonne,la Bastidonne,Bastidonne,Bastidonne (84010),,,,,,,nulle,Vaucluse,84,Pertuis,dpt_exact_simple,     Réal  le      Vaucluse     con de Pertuis     cne de la Bastidonne       Reale  eccl   39 e  Beata Maria  eccl   28 d  46 c      Riale  ecclesia vel domus  13 f    
PO8-01281,Reallon,Réallon,none,none,Réallon,Reallon (05114),,,,,,,nulle,Hautes-Alpes,05,Savines,dpt_exact,     Réallon     Hautes Alpes     con de Savines       Realonum  capellanus  251 e      Rialonum  capellanus  246 d    
PO8-01282,Reauville,Réauville,none,none,Réauville,Reauville (26261),,,,,,,nulle,Drôme,26,Grignan,dpt_exact,     Réauville     Drôme     con de Grignan       Regalis Villa  curatus  230 e    
PO8-01283,Redorcamin,Redorcamin,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Redorcamin     Bouches du Rhône     con d Arles     cne d Arles       Regordum Cominum  138 c    
PO8-01284,Redortiers,Redortiers,none,none,Redortiers,Redortiers (04159),,,,,,,nulle,Basses-Alpes,04,Banon,dpt_exact,     Redortiers     Basses Alpes     con de Banon       xxx        Redorterium  eccl   117 d  127 i  prior  125 c    
PO8-01285,Regusse,Régusse,none,none,Régusse,Regusse (83102),,,,,,,nulle,Var,83,Tavernes,dpt_exact,     Régusse     Var     con de Tavernes       Regutia  capellanus  108 d  eccl   109 d    
PO8-01286,Reilhanette,Reilhanette,none,none,Reilhanette,Reilhanette (26263),,,,,,,nulle,Drôme,26,Séderon,dpt_exact,     Reilhanette     Drôme     con de Séderon       xlix        Relhana  prior  87 a      Relieneta  101 f      Rellaneta  capellanus  74 e    
PO8-01287,Reillanne,Reillanne,none,none,Reillanne,Reillanne (04160),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Reillanne     Basses Alpes     arr  de Forcalquier       Reilana  Sanctus Mithirius  eccl   10 d      Reilhania  eccl   26 b  32 d  38 e      Reillana  Sanctus Egidius  eccl   14 a  26 c      Reillania  eccl   13 a      Rellania  eccl   45 c      Sanctus Egidius  eccl   45 e    
PO8-01288,Remollon,Remollon,none,none,Remollon,Remollon (05115),,,,,,,nulle,Hautes-Alpes,05,Chorges,dpt_exact,     Remollon     Hautes Alpes     con de Chorges       Romolonum  prior  245 b    
PO8-01289,Remoule,Remoule,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Remoule     Bouches du Rhône     con d Arles     cne d Arles       Romelhanum  154 d      Romellanum  136 a    
PO8-01290,Remuzat,Rémuzat,none,none,Rémuzat,Remuzat (26264),,,,,,,nulle,Drôme,26,none,dpt_exact,     Rémuzat     Drôme     arr  de Nyons       xlviii        Remusacum  Campus Caritatis  eccl   88 b  rector  88 b  92 d  castrum  88 b    
PO8-01291,Reotier,Réotier,none,none,Réotier,Reotier (05116),,,,,,,nulle,Hautes-Alpes,05,Guillestre,dpt_exact,     Réotier     Hautes Alpes     con de Guillestre       Reorterium  capellanus  264 h  251 c    
PO8-01294,Revel,Revel,none,none,,04161,,,,,,,nulle,Basses-Alpes,04,Lauzet,nulle,     Revel     Basses Alpes     con du Lauzet       Ravellum  capellanus  251 f      Revellum  capellanus  246 f  eccl   243 c    
PO8-01295,Revest,Revest,none,none,,Revest Roches (06100) - Revest-les-Roches,,,,,,,nulle,Alpes-Maritimes,06,Roquestéron,dpt_fuzzy,     Revest  le      Alpes Maritimes     con de Roquestéron       Revestum  eccl   263 a  268 c    
PO8-01296,Revest,Revest,Sainte Maxime,Sainte-Maxime,Sainte-Maxime,Sainte Maxime (83115),,,,,,,nulle,Var,83,Grimaud,dpt_exact,     Revest  le      Var     con de Grimaud     cne de Sainte Maxime       Revestum  58 a  prior  65 c    
PO8-01297,Revest,Revest,none,none,,Revest Eaux (83103) - Revest-les-Eaux,,,,,,,nulle,Var,83,Toulon,dpt_fuzzy,     Revest  le      Var     con de Toulon       cv  cxviii        Revestum  eccl   235 d    
PO8-01298,Revest,Revest,Tour Aigues,la Tour-d’Aigues,Tour-d'Aigues,Tour Aigues (84133),,,,,,,nulle,Vaucluse,84,Pertuis,dpt_exact_simple,     Revest  le      Vaucluse     con de Pertuis     cne de la Tour d Aigues       Revestum  eccl   39 e      Revestum Ayguesii  eccl   46 b      Revestum de Ultra Durentiam  eccl   13 c    
PO8-01299,Revest des Brousses,Revest-des-Brousses,none,none,Revest-des-Brousses,Revest des Brousses (04162),,,,,,,nulle,Basses-Alpes,04,Banon,dpt_exact,     Revest des Brousses     Basses Alpes     con de Banon       Revestum Brossie  prior  125 a      Revestum de Borossa  eccl   117 a      Revestum de Brossiis  eccl   127 e    
PO8-01300,Revest du Bion,Revest-du-Bion,none,none,Revest-du-Bion,Revest du Bion (04163),,,,,,,nulle,Basses-Alpes,04,Banon,dpt_exact,     Revest du Bion     Basses Alpes     con de Banon       Revestum Albionis  eccl   127 h  prior  121 b  125 c    
PO8-01301,Revest Saint Martin,Revest-Saint-Martin,none,none,Revest-Saint-Martin,Revest Saint Martin (04164),,,,,,,nulle,Basses-Alpes,04,Saint-Étienne-les-Orgues,dpt_exact,     Revest Saint Martin     Basses Alpes     con de Saint Étienne les Orgues       Revestum Enfangat  eccl   127 j      Revestum Enfangatum  prior  125 e      Revestum Fangatum  eccl   115 a      Revestum Infangat  127 var  t    
PO8-01302,Reynier,Reynier,none,none,,04023,,,,,,,nulle,Basses-Alpes,04,Turriers,nulle,     Reynier     Basses Alpes     con de Turriers       Rainerium  capellanus  89 a      Raynerium  eccl   94 a  vicarius  76 e      Reynerium  103 c    
PO8-01303,Reynier,Reynier,Ampus,Ampus,Ampus,Ampus (83003),,,,,,,nulle,Var,83,Draguignan,dpt_exact,     Reynier     Var     con de Draguignan     cne d Ampus       Raynerium  eccl   59 a  prioratus  66 d    
PO8-01304,Rhone,Rhône,none,none,,,,,,,,,nulle,none,none,none,nulle,     Rhône  le        lxxiv  lxxv  lxxix  lxxx  lxxxvii  cviii  cxiv  cxv        Rhodanus  154 e      Rodanus  143 a  147 c      Roddanus  230 c    
PO8-01305,Rians,Rians,none,none,Rians,Rians (83104),,,,,,,nulle,Var,83,none,dpt_exact,     Rians     Var     arrond  de Brignoles       Riamis  20 var  d      Riancium  eccl   42 c  vicaria  42 c      Rians  castrum  44 d  eccl   8 b  11 b  20 c  36 d  hospitale  7 c  20 c  presbiter  8 b  Sanctus Dalmacius  eccl   20 c  Sanctus Martinus  prior  129 b  vallis  7 d    
PO8-01306,Ribeyret,Ribeyret,none,none,Ribeyret,Ribeyret (05117),,,,,,,nulle,Hautes-Alpes,05,Rosans,dpt_exact,     Ribeyret     Hautes Alpes     con de Rosans       Riberii  capellanus  74 d  92 c      Riperii  capellanus  87 e      Ripeyretum  101 a    
PO8-01307,Ribiers,Ribiers,none,none,Ribiers,Ribiers (05118),,,,,,,nulle,Hautes-Alpes,05,none,dpt_exact,     Ribiers     Hautes Alpes     arr  de Gap       Riperii  capellanus  80 c  ecclesie  75 a  80 c  87 c  92 e  prior  87 c  92 e      Riperii supra Bochum  102 c    
PO8-01308,Richerenche,Richerenche,none,none,,84097,,,,,,,nulle,Vaucluse,84,Valréas,nulle,     Richerenche     Vaucluse     con de Valréas       cxxi        Rochanrace Veteres  prior  226 c    
PO8-01309,Riez,Riez,none,none,Riez,Riez (04166),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Riez     Basses Alpes     arr  de Digne       Regensis  Regensium civitas  Regium  Reiensium civitas  Ryes  Ryez  112 c  archidiaconus  110 a  Beata Maria de Sede  capellani  108 b  capitulum  107 b  110 a  diocèse  105 112  episcopus  évêque  105 a  110 a  precentor  110 a  112 e  prepositus  prévôt  107 b  108 a  112 d  sacrista  106 d  112 d  subsacrista  110 a  thesaurarius  107 b    
PO8-01310,Rigaud,Rigaud,none,none,Rigaud,Rigaud (06101),,,,,,,nulle,Alpes-Maritimes,06,Puget-Théniers,dpt_exact,     Rigaud     Alpes Maritimes     con de Puget Théniers       Rigaudum  263 a  eccl   261 a  265 e  268 e    
PO8-01311,Rimplas,Rimplas,none,none,Rimplas,Rimplas (06102),,,,,,,nulle,Alpes-Maritimes,06,Saint-Sauveur,dpt_exact,     Rimplas     Alpes Maritimes     con de Saint Sauveur       Raiplac  277 c      Raimplacium  capellanus  286 d      Raimplaz  281 b    
PO8-01312,Rioms,Rioms,none,none,Rioms,Rioms (26267),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact,     Rioms     Drôme     con de Buis les Baronnies       Riami  eccl   92 g      Rioni  101 e      Rions  capellanus  74 d    
PO8-01313,Risoul,Risoul,none,none,Risoul,Risoul (05119),,,,,,,nulle,Hautes-Alpes,05,Guillestre,dpt_exact,     Risoul     Hautes Alpes     con de Guillestre       Rissoli  capellanus  248 a    
PO8-01315,Ristolas,Ristolas,none,none,Ristolas,Ristolas (05120),,,,,,,nulle,Hautes-Alpes,05,Aiguilles,dpt_exact,     Ristolas     Hautes Alpes     con d Aiguilles       Ristolacium  capellanus  248 b    
PO8-01316,Robine,Robine,none,none,,Robine Galabre (04167) - Robine-sur-Galabre,,,,,,,nulle,Basses-Alpes,04,Digne,dpt_fuzzy,     Robine  la      Basses Alpes     con de Digne       Robina  capellanus  257 a  258 a    
PO8-01317,Robion,Robion,none,none,,04039,,,,,,,nulle,Basses-Alpes,04,Castellane,nulle,     Robion     Basses Alpes     con de Castellane       Robionus  294 f    
PO8-01318,Robion,Robion,none,none,Robion,Robion (84099),,,,,,,nulle,Vaucluse,84,Cavaillon,dpt_exact,     Robion     Vaucluse     con de Cavaillon       Robionum  vicarius  211 b    
PO8-01319,Rocbaron,Rocbaron,none,none,Rocbaron,Rocbaron (83106),,,,,,,nulle,Var,83,la Roquebrussanne,dpt_exact,     Rocbaron     Var     con de la Roquebrussanne       Rocbaronum  eccles   235 d    
PO8-01320,Rocca,Rocca,Tourrette Levens,Tourrette-Levens,Tourrette-Levens,Tourrette Levens (06147),,,,,,,nulle,Alpes-Maritimes,06,Levens,dpt_exact,     Rocca  la      Alpes Maritimes     con de Levens     cne de Tourrette Levens       Roca  277 d  280 b    
PO8-01321,Rocca Sparviera,Rocca-Sparviera,Duranus,Duranus,Duranus,Duranus (06055),,,,,,,nulle,Alpes-Maritimes,06,Utelle,dpt_exact,     Rocca Sparviera     Alpes Maritimes     con d Utelle     cne de Duranus       Roca Esparvera  278 e      Roca Esparveria  presbiter  282 d      Roca Sparvera  280 c      Roca Sparveria  282 var  c      Ruppes Sparveria  prior  287 c    
PO8-01322,Rocheblave,Rocheblave,Montaulieu,Montaulieu,Montaulieu,Montaulieu (26190),,,,,,,nulle,Drôme,26,Nyons,dpt_exact,     Rocheblave     Drôme     con de Nyons     cne de Montaulieu       Rocablanca  curatus  240 g    
PO8-01323,Rochebrune,Rochebrune,Digne,Digne,,Digne Bains (04070) - Digne-les-Bains,,,,,,,nulle,Basses-Alpes,04,Digne,dpt_fuzzy,     Rochebrune     Basses Alpes     con de Digne     cne de Digne       Rocabruna  capellanus  257 a  258 a  prebenda  255 a    
PO8-01324,Rochebrune,Rochebrune,none,none,Rochebrune,Rochebrune (26269),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact,     Rochebrune     Drôme     con de Buis les Baronnies       Rochebrune  prieuré  128 d      Roca Bruna  Sanctus Michael  eccles   114 b      Rocha Bruna  eccl   116 a    
PO8-01325,Roche de Rame,Roche-de-Rame,none,none,Roche-de-Rame,Roche de Rame (05122),,,,,,,nulle,Hautes-Alpes,05,l’Argentière,dpt_exact,     Roche de Rame  la      Hautes Alpes     con de l Argentière       cxxxii        Rama  capellanus  251 b      Rupes de Rama  capellanus  246 h    
PO8-01326,Roche des Arnauds,Roche-des-Arnauds,none,none,Roche-des-Arnauds,Roche des Arnauds (05123),,,,,,,nulle,Hautes-Alpes,05,Gap,dpt_exact,     Roche des Arnauds  la      Hautes Alpes     con de Gap       Roqua  capellanus  77 b      Rocha Arnaudorum  prior  85 a      Rupis Arnaudorum  98 a    
PO8-01327,Roche d Espeil,Roche-d’Espeil,Buoux,Buoux,Buoux,Buoux (84023),,,,,,,nulle,Vaucluse,84,Bonnieux,dpt_exact,     Roche d Espeil  la      Vaucluse     con de Bonnieux     cne de Buoux       x  xxiv  xxxi        Sancta Maria de Speculo  eccl   xxiv  29 c      Sancta Maria de Roqua d Espeilh  56 d    
PO8-01328,Rochefort,Rochefort,none,none,,26272,P42536454,DT26-09689,Roche  La  ,montagne,commune de Rochefort,26272,communes_fuzzy,,,,,
PO8-01329,Rochefort du Gard,Rochefort-du-Gard,none,none,Rochefort-du-Gard,Rochefort du Gard (30217),,,,,,,nulle,Gard,30,Villeneuve-lès-Avignon,dpt_exact,     Rochefort du Gard     Gard     con de Villeneuve lès Avignon       lxxxvii        Ruppes Fortis  eccl   192 d  193 d    
PO8-01330,Roche Giron,Roche-Giron,none,none,,04169,,,,,,,nulle,Basses-Alpes,04,Banon,nulle,     Roche Giron  la      Basses Alpes     con de Banon       Rocha Giron  eccl   116 d      Rocha Gironis  eccl   127 i  prior  125 c      Roca Gironum  127 var  n    
PO8-01331,Rochegude,Rochegude,none,none,Rochegude,Rochegude (26275),,,,,,,nulle,Drôme,26,Saint-Paul-Trois-Châteaux,dpt_exact,     Rochegude     Drôme     con de Saint Paul Trois Châteaux       cviii        Rupes Accuta  prior  222 c      Rupes Acuta  mandamentum  229 d  prior  223 c    
PO8-01332,Roche sur le Buis,Roche-sur-le-Buis,none,none,Roche-sur-le-Buis,Roche sur le Buis (26278),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact,     Roche sur le Buis  la      Drôme     con de Buis les Baronnies       Rupis supra Buxum  101 f    
PO8-01333,Rochette,Rochette,none,none,Rochette,Rochette (04170),,,,,,,nulle,Basses-Alpes,04,Entrevaux,dpt_exact,     Rochette  la      Basses Alpes     con d Entrevaux       Rocheta  eccl   264 f      Rochete  prior  263 c  Sanctus Martinus  eccl   263 d  vicarius  263 c      Rochette  eccl   268 a    
PO8-01334,Rochette,Rochette,Saint Julien en Beauchene,Saint-Julien-en-Beauchêne,Saint-Julien-en-Beauchêne,Saint Julien en Beauchene (05146),,,,,,,nulle,Hautes-Alpes,05,Aspres-sur-Buëch,dpt_exact,     Rochette  la      Hautes Alpes     con d Aspres sur Buëch     cne de Saint Julien en Beauchêne       Rocheta  capellanus  85 a      Rocheta in Belchania  98 c      Roqueta  capellanus  77 b    
PO8-01335,Rochette,Rochette,none,none,Rochette,Rochette (05124),,,,,,,nulle,Hautes-Alpes,05,la Bâtie-Neuve,dpt_exact,     Rochette  la      Hautes Alpes     con de la Bâtie Neuve       Rocheta  curatus  96 a      Roqueta  capellanus  77 b  78 b  prebenda  83 g    
PO8-01336,Rochette,Rochette,none,none,,Rochette Buis (26279) - Rochette-du-Buis,,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_fuzzy,     Rochette  la      Drôme     con de Buis les Baronnies       Rocheta  capellanus  75 b      Rocheta subtus Medullionum  prior  87 b      Rocheta super Sanctum Albanum  101 e    
PO8-01337,Rodez,Rodez,none,none,Rodez,Rodez (12202),,,,,,,nulle,Aveyron,12,none,dpt_exact,     Rodez     Aveyron       Ruthenensis diocesis  173 a    
PO8-01338,Rognac,Rognac,none,none,Rognac,Rognac (13081),,,,,,,nulle,Bouches-du-Rhône,13,Berre,dpt_exact,     Rognac     Bouches du Rhône     con de Berre       lxxiii        Rodinacum  castrum  138 a  eccl   138 a      Rosinacum  eccl   150 e      Rosinhacum  Sancta Maria  capellanus  156 c      Rosniacum  eccl   152 c      Roynhacum  eccl   147 f  prior  145 b    
PO8-01339,Rognes,Rognes,none,none,Rognes,Rognes (13082),,,,,,,nulle,Bouches-du-Rhône,13,Lambesc,dpt_exact,     Rognes     Bouches du Rhône     con de Lambesc       Rogne  4 a  concanonici  12 c  dominus  23 var  g  eccl   12 c  23 a  37 a  hospitale  23 a  l opitol  23 var  c  prior  12 c  vicarius  12 c      Ronhe  23 var  b  eccl   43 a  prebende  43 a    
PO8-01340,Rognonas,Rognonas,none,none,Rognonas,Rognonas (13083),,,,,,,nulle,Bouches-du-Rhône,13,Châteaurenard-Provence,dpt_exact,     Rognonas     Bouches du Rhône     con de Châteaurenard Provence       Ronhonacium  prior  165 a  portus  182 c    
PO8-01341,Roirebeau,Roirebeau,Volonne,Volonne,Volonne,Volonne (04244),,,,,,,nulle,Basses-Alpes,04,Volonne,dpt_exact,     Roirebeau     Basses Alpes     con de Volonne     cne de Volonne       Rorabel  capellanus  76 d      Rorabellum  capellanus  80 g      Rourebellum  prior  89 d      Royrebellum  prior  94 d    
PO8-01342,Romanil,Romanil,Remy,Saint-Remy,,13100,,,,,,,nulle,Bouches-du-Rhône,13,Saint-Remy,nulle,     Romanil     Bouches du Rhône     con de Saint Remy     cne de Saint Remy       Romaninum  192 f  eccl   191 c  prior  166 g  prior claustralis  181 b  prioratus  181 b    
PO8-01343,Romette,Romette,none,none,,05061,P76275197,DT05-07543,Riotort  Le  ,torrent,commune de Gap,05061,communes_fuzzy,,,,,
PO8-01343,Romette,Romette,none,none,,05061,P34019860,DT05-07633,Robert ,écart,commune de Romette,05061,communes_fuzzy,,,,,
PO8-01343,Romette,Romette,none,none,,05061,P35881744,DT05-07542,Riotort  Le  ,écart,commune de Gap,05061,communes_fuzzy,,,,,
PO8-01343,Romette,Romette,none,none,,05061,P65169464,DT05-07752,Romette ,commune,canton de Gap,05061,communes_fuzzy,,,,,
PO8-01344,Roque Alric,Roque-Alric,none,none,Roque-Alric,Roque Alric (84100),,,,,,,nulle,Vaucluse,84,Beaumes,dpt_exact,     Roque Alric  la      Vaucluse     con de Beaumes       xciv  cviii  cxxi        Ruppes Abrici  eccl   199 a      Arbrici  199 var  a      Avrici  199 var  a      Hevrici  199 var  a      Rixi  199 var  a    
PO8-01345,Roquebilliere,Roquebillière,none,none,Roquebillière,Roquebilliere (06103),,,,,,,nulle,Alpes-Maritimes,06,Saint-Martin-Vésubie,dpt_exact,     Roquebillière     Alpes Maritimes     con de Saint Martin Vésubie       Gastum  278 g      Gast  capellanus  286 b      Rochabelleria  prior  287 a    
PO8-01346,Roquebrune,Roquebrune,none,none,,Roquebrune Argens (83107) - Roquebrune-sur-Argens,,,,,,,nulle,Var,83,Fréjus,dpt_fuzzy,     Roquebrune     Var     con de Fréjus       Rochabruna  prioratus  65 c      Roquabruna  Rueta  domus hospitalis Sancti Johannis Jherosolimitani  69 a    
PO8-01347,Roquebrussanne,Roquebrussanne,none,none,Roquebrussanne,Roquebrussanne (83108),,,,,,,nulle,Var,83,none,dpt_exact,     Roquebrussanne  la      Var     arr  de Brignoles       xxii        Rocha  2 a  3 b  5 b  eccl   18 a  31 d  35 c      Rochabursani  eccl   10 b      Rocabrossani  eccl   41 b    
PO8-01348,Roque d Antheron,Roque-d’Anthéron,none,none,Roque-d'Anthéron,Roque d Antheron (13084),,,,,,,nulle,Bouches-du-Rhône,13,Lambesc,dpt_exact,     Roque d Anthéron  la      Bouches du Rhône     con de Lambesc       La Rocha  eccl   37 b      Rocha  3 a      Rochalosa      eccl   23 c      Rocha Taron  eccl   43 c      Rocha Terarionis  9 d    
PO8-01349,Roque Esclapon,Roque-Esclapon,none,none,Roque-Esclapon,Roque Esclapon (83109),,,,,,,nulle,Var,83,Comps,dpt_exact,     Roque Esclapon  la      Var     con de Comps       Rocha Sclaponi  prioratus  67 b    
PO8-01350,Roquefeuille,Roquefeuille,Pourrieres,Pourrières,Pourrières,Pourrieres (83097),,,,,,,nulle,Var,83,Saint-Maximin,dpt_exact,     Roquefeuille     Var     con de Saint Maximin     cne de Pourrières       Rochafolium  prior  129 a    
PO8-01351,Roquefort,Roquefort,none,none,,Roquefort Pins (06105) - Roquefort-les-Pins,,,,,,,nulle,Alpes-Maritimes,06,Bar,dpt_fuzzy,     Roquefort     Alpes Maritimes     con du Bar       Rocafors  270 var  b      Rocafort  eccl   270 a    
PO8-01352,Roquefort,Roquefort,none,none,,Roquefort Bedoule (13085) - Roquefort-la-Bédoule,,,,,,,nulle,Bouches-du-Rhône,13,la Ciotat,dpt_fuzzy,     Roquefort     Bouches du Rhône     con de la Ciotat       Rupesfortis  prior  213 b      Ruppesfortis  eccl   217 a  prior  217 a  vicarius  217 a    
PO8-01353,Roquemartine,Roquemartine,Eyguieres,Eyguières,Eyguières,Eyguieres (13035),,,,,,,nulle,Bouches-du-Rhône,13,Eyguières,dpt_exact,     Roquemartine     Bouches du Rhône     con d Eyguières     cne d Eyguières       Ruppis Martina  eccl   191 b  193 a  prior  166 f  183 a    
PO8-01354,Roquemaure,Roquemaure,none,none,Roquemaure,Roquemaure (30221),,,,,,,nulle,Gard,30,none,dpt_exact,     Roquemaure     Gard     arr  d Uzès       Ruppes Maura  eccl   193 c    
PO8-01355,Roque Saliere,Roque-Salière,Apt,Apt,Apt,Apt (84003),,,,,,,nulle,Vaucluse,84,Apt,dpt_exact,     Roque Salière     Vaucluse     con d Apt     cne d Apt       Santa Margarita de Rocha Saliera  prior  49 d      Santa Margarita de Rupesaleria  54 a    
PO8-01356,Roquesteron,Roquestéron,none,none,Roquesteron,Roquesteron (06106),,,,,,,nulle,Alpes-Maritimes,06,none,dpt_exact,     Roquestéron     Alpes Maritimes     arr  de Puget Théniers       Rocastaro  Sanctus Erigius  eccl   265 b      Rocasteroni  eccl   268 d      Rocha  Sanctus Erigius  eccl   262 f    
PO8-01357,Roque sur Pernes,Roque-sur-Pernes,none,none,Roque-sur-Pernes,Roque sur Pernes (84101),,,,,,,nulle,Vaucluse,84,Pernes,dpt_exact,     Roque sur Pernes  la      Vaucluse     con de Pernes       Roca supra Paternas  202 a      Rocha  eccl   202 b      Ruppes  eccl   200 e      Ruppes super Paternas  197 b  capellania Sancti Petri  204 a    
PO8-01358,Roquette,Roquette,none,none,,06108,,,,,,,nulle,Alpes-Maritimes,06,Cannes,dpt_fuzzy,     Roquette  la      Alpes Maritimes     con de Cannes       Roqueta  eccles   271 b  prior  274 d  276 d    
PO8-01359,Roquette,Roquette,none,none,,Roquette Var (06109) - Roquette-sur-Var,,,,,,,nulle,Alpes-Maritimes,06,Levens,dpt_fuzzy,     Roquette  la      Alpes Maritimes     con de Levens       Rocheta  280 b      Rochetha  prior  287 a      Roqueta  presbiter  282 c    
PO8-01360,Roquette,Roquette,Muy,Muy,Muy,Muy (83086),,,,,,,nulle,Var,83,Fréjus,dpt_exact,     Roquette  la      Var     con de Fréjus     cne du Muy       Roceta  eccl   62 a      Cf  Rueta de Roquabruna    
PO8-01361,Roquette,Roquette,Crau,la Crau,Crau,Crau (83047),,,,,,,nulle,Var,83,Hyères,dpt_exact_simple,     Roquette  la      Var     con d Hyères     cne de la Crau       Roqueta  eccl   236 a    
